Authors;Title;Publication year;Publisher;Proceedings title;URLs;DOI;Abstract;Keywords;Series
"Kholkar D.; Roychoudhury S.; Kulkarni V.; Reddy S.";Learning to adapt - Software engineering for uncertainty;2022.0;Scopus;ACM International Conference Proceeding Series;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125650506&doi=10.1145%2f3511430.3511449&partnerID=40&md5=ed1310debc7eea1fb32a448e2b435b12;10.1145/3511430.3511449;Modern businesses are being subjected to an unprecedented variety of change drivers that cannot be predicted such as new regulations, emerging business models, and changing needs of stakeholders. This creates new demands on enterprises to meet stated goals in a dynamic and uncertain environment that translate to demands on the enterprise's software systems. Software systems however are currently designed to deliver a fixed set of goals and assumed to operate in a static environment, falling short in addressing the need for continuous adaptation under uncertainty. State-of-the-art adaptation architectures like MAPE-K have been applied to meeting non-functional requirements in a dynamic environment using a static repository of knowledge. This paper articulates the need for architecting software systems that learn from their own operation to dynamically extend existing knowledge, and utilize the knowledge to meet stated functional goals in an uncertain environment.  Â© 2022 ACM.;;
"Su J.; Meng F.; Liu S.; Huang Y.; Lu Z.";Learning to Predict and Optimize Imperfect MIMO System Performance: Framework and Application;2022.0;;Proceedings - IEEE Global Communications Conference, GLOBECOM;;;In imperfect multiple-input multiple-output (MIMO) systems, model-based methods for performance prediction and optimization generally experience degradation in the dynamically changing environment with unknown interference and uncertain channel state information (CSI). To adapt to such challenging settings and better accomplish the network auto-tuning tasks, we propose a generic learnable model-driven framework. We further consider transmit regularized zero-forcing (RZF) precoding as a usage instance to illustrate the proposed framework. The overall process can be divided into three cascaded stages. First, we design a light neural network for refined prediction of sum rate based on coarse model-driven approximations. Then, the CSI uncertainty is estimated on the learned predictor in an iterative manner. In the last step the regularization term in the transmit RZF precoding is optimized. The effectiveness of the generic framework and the derivative method thereof is showcased via simulation results. © 2022 IEEE.;;
"B. Wally; J. VyskoÄil; P. NovÃ¡k; C. Huemer; R. Å indelÃ¡Å; P. Kadera; A. Mazak-Huemer; M. Wimmer";Leveraging Iterative Plan Refinement for Reactive Smart Manufacturing Systems;2021.0;IEEE;IEEE Transactions on Automation Science and Engineering;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190077;10.1109/TASE.2020.3018402;Industry 4.0 production systems must support flexibility in various dimensions, such as for the products to be produced, for the production processes to be applied, and for the available machinery. In this article, we present a novel approach to design and control smart manufacturing systems. The approach is reactive, that is responds to unplanned situations and implements an iterative refinement technique, that is, optimizes itself during runtime to better accommodate production goals. For realizing these advances, we present a model-driven methodology and we provide a prototypical implementation of such a production system. In particular, we employ Planning Domain Definition Language (PDDL) as our artificial intelligence environment for automated planning of production processes and combine it with one of the most prominent Industry 4.0 standards for the fundamental production system model: IEC 62264. We show how to plan the assembly of small trucks from available components and how to assign specific production operations to available production resources, including robotic manipulators and transportation system shuttles. Results of the evaluation indicate that the presented approach is feasible and that it is able to significantly strengthen the flexibility of production systems during runtime. Note to PractitionersâSmart production is an umbrella for a number of shifts and initiatives that deal with digitization of manufacturing/production systems and related issues and potentials. In this work, we present an approach for utilizing automated planning for creating production plans. This is in contrast to the traditional approach, where recipes are programmed into the production system ahead-of-time. However, automated planning relies on specific languages and tools that are hard to master by nonexperts, which is a factor that strongly limited the utilization of plan-driven approaches for industrial automation in practice. Thus, we propose to generate planning tasks automatically with model-driven engineering techniques. We are utilizing the industrial standard IEC 62264 for the description of the production system, and the academic standard Planning Domain Definition Language (PDDL) for planning. PDDL is handled completely transparent to the user, that is the user is shielded from its complexity by employing the IEC 62264 model as the sole frontend.;;
"N. Kahani; M. Bagherzadeh; R. Ahmadi; J. Dingel";Leveraging modeling concepts and techniques to address challenges in network management;2023.0;IEEE;2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343752;10.1109/MODELS58315.2023.00021;Managing a large enterprise network is a challenging task that involves configuring and monitoring a large number of networking devices from different vendors. To simplify network management, modeling techniques have been extensively applied to model network configurations and monitoring data. The most recent proposed solution in this context are OpenConfig models, which enable vendor-neutral automation. However, adopting networking models requires significant effort and cooperation from various stakeholders.The focus of this paper is to explore the challenges associated with adopting networking models, specifically OpenConfig models, from three primary viewpoints: network engineers, internet service/content providers, and networking software/hardware vendors. We also discuss possible solutions via application of software modeling techniques to aid in the successful adoption of networking models.;;
Muñoz, P;Measuring the Fidelity of Digital Twin Systems;;;ACM/IEEE 25TH INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022 COMPANION;;;A digital twin is a virtual replica of a system at a certain level of fidelity, synchronized at a specific frequency. Digital twins often replicate physical systems whose simulations are usually computationally costly. One of the solutions to this problem proposed in the literature is to define a hierarchy of multi-fidelity digital twins, where we use one twin or another depending on the specific purpose. However, one of the challenges of this proposal is the need to determine whether the different twins are equivalent to each other and the physical system. In this thesis, we explore different methods to measure this equivalence by analyzing the state and behavior of the twins with the aid of high-level software models.;;
"Yang X.; Liu X.; Zhang H.; Fu L.; Yu Y.";Meta-model-based shop-floor digital twin architecture, modeling and application;2023.0;;Robotics and Computer-Integrated Manufacturing;;;Digital twin is regarded as the virtual counterpart of physical entities, which can mirror the physical behavior and performance. Digital twin technology provides strong support for the achievement of cyber-physical system and intelligent manufacturing. Many investigations have been carried out for the digital twin of specific products. However, there are less researches on digital twin in the shop-floor domain, and there is a lack of model-driven digital twin comprehensive architecture. The modeling approach to the full lifecycle of digital twin is not considered enough. This paper proposes a meta-model-based shop-floor digital twin construction approach and a comprehensive architecture. A meta-model based on RAMI 4.0 is constructed, which provide a novel idea for the description of manufacturing resources and their status. The proposed shop-floor digital twin architecture consists of three key implementation elements: the meta-model construction, data modeling (including data interaction between cyber-physical spaces) and constructing different integration level models of shop-floor digital twin based on iteration feedback between the demands and models. The proposed approach is validated through a case study of the fischer learning factory 4.0. © 2023 Elsevier Ltd;;
"Nast B.; Sandkuhl K.; Paulus S.; Schiller H.";MIoTA: Modeling IoT applications for air conditioning facilities with ADOxx;2023.0;Scopus;CEUR Workshop Proceedings;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176132049&partnerID=40&md5=fe5b54d802300398a7ede5e938ba551a;;The development of Internet of Things (IoT) applications is a multifaceted and demanding exercise that requires developers to navigate through several complicated tasks and challenges. Primary issues in this area stem from the absence of standardization and the complexity and heterogeneity inherent to the IoT landscape. Model-Driven Development (MDD) is considered an effective technique for IoT application development. We argue that there is a need for methodologies of MDD that encompass system development and integration, as well as organizational aspects. To compensate for this lack, this work introduces MIoTA (Modeling IoT Applications for Air Conditioning Facilities), a modeling method supporting IoT application development in the field of air conditioning facilities. The ADOxx-based MIoTA tool was developed in an industrial use case. It contains a Domain-Specific Modeling Language (DSML) and various functionalities to support the modeling and development processes, so no specific IT skills are required at the application level. The approach has been evaluated practically within the case study and with quality criteria in previous work. Â© 2023 Copyright for this paper by its authors.;;
"B. Combemale; J. -M. JÃ©zÃ©quel; Q. Perez; D. Vojtisek; N. Jansen; J. Michael; F. Rademacher; B. Rumpe; A. Wortmann; J. Zhang";Model-Based DevOps: Foundations and Challenges;2023.0;IEEE;2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350755;10.1109/MODELS-C59198.2023.00076;Time-to-market and continuous improvement are key success indicators to deliver for Industry 4.0 Cyber-Physical Systems (CPSs). There is thus a growing interest in adapting DevOps approaches coming from software systems to CPSs. However, CPSs are made not only of software but also of physical parts that need to be monitored at runtime. In this paper, we claim that Model-Driven Engineering can facilitate DevOps for CPSs by automatically connecting a CPS design model to its runtime monitoring, in the form of a digital twin.;;
"Sartaj, H; Ali, S; Yue, T; Moberg, K";Model-based digital twins of medicine dispensers for healthcare IoT applications;;;SOFTWARE-PRACTICE & EXPERIENCE;;;Healthcare applications with the Internet of Things (IoT) are often safety-critical, thus, require extensive testing. Such applications are often connected to smart medical devices from various vendors. System-level testing of such applications requires test infrastructures physically integrating medical devices, which is time and monetary-wise expensive. Moreover, applications continuously evolve, for example, introducing new devices and users and updating software. Nevertheless, a test infrastructure enabling testing with a few devices is insufficient for testing healthcare IoT systems, hence compromising their dependability. In this paper, we propose a model-based approach for the creation and operation of digital twins (DTs) of medicine dispensers as a replacement for physical devices to support the automated testing of IoT applications at scale. We evaluate our approach with an industrial IoT system with medicine dispensers in the context of Oslo City and its industrial partners, providing healthcare services to its residents. We study the fidelity of DTs in terms of their functional similarities with their physical counterparts: medicine dispensers. Results show that the DTs behave more than 92% similar to the physical medicine dispensers, providing a faithful replacement for the dispenser.;;
E. Ahmad;Model-Based System Engineering of the Internet of Things: A Bibliometric Literature Analysis;2023.0;IEEE;IEEE Access;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128114;10.1109/ACCESS.2023.3277429;Model-based System Engineering (MBSE) of the Internet of Things (IoT) literature is broad, and analysis of this literature enables the identification of themes and potential future study topics that will influence system development. This paper reports on bibliometric literature analysis of MBSE of IoT. It considers conference and journal publication trends in the state-of-the-art to identify emerging research themes from the standpoint of trans/multi-disciplinary scholarship and technology. We used Elsevierâs Scopus database to find relevant publications from January 2018 to December 2022. Using publication citation ranking and other factors (e.g., publication venues), we selected 110 articles and then analyzed them using BibExcel and VOSviewer software tools. With a modest decline in 2021, this analysis shows an overall increase in publications during the time period. A thematic analysis of the abstracts revealed a strong focus on the introduction of reference architectures and integration of MBSE with business and management methodologies like Agile and BPMN 2.0. Model-driven engineering and machine learning techniques are essential among the enablers for realization of complex heterogeneous IoT systems in the realm of Industry 4.0. We highlight these findings to better understand and meet the enduring challenge of scaling MBSE of IoT across diverse sectors like health, manufacturing, and transportation.;;
"Alamin, KSS; Daghero, F; Pollo, G; Pagliari, DJ; Chen, YK; Macii, E; Poncino, M; Vinco, S";Model-Driven Dataset Generation for Data-Driven Battery SOH Models;2023.0;IEEE;2023 IEEE/ACM INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN, ISLPED;;10.1109/ISLPED58423.2023.10244587;Estimating the State of Health (SOH) of batteries is crucial for ensuring the reliable operation of battery systems. Since there is no practical way to instantaneously measure it at run time, a model is required for its estimation. Recently, several data-driven SOH models have been proposed, whose accuracy heavily relies on the quality of the datasets used for their training. Since these datasets are obtained from measurements, they are limited in the variety of the charge/discharge profiles. To address this scarcity issue, we propose generating datasets by simulating a traditional battery model (e.g., a circuit-equivalent one). The primary advantage of this approach is the ability to use a simulatable battery model to evaluate a potentially infinite number of workload profiles for training the data-driven model. Furthermore, this general concept can be applied using any simulatable battery model, providing a fine spectrum of accuracy/complexity tradeoffs. Our results indicate that using simulated data achieves reasonable accuracy in SOH estimation, with a 7.2% error relative to the simulated model, in exchange for a 27X memory reduction and a approximate to 2000X speedup.;;
"Bibow P.; Dalibor M.; Hopmann C.; Mainz B.; Rumpe B.; Schmalzing D.; Schmitz M.; Wortmann A.";Model-Driven Development of a Digital Twin for Injection Molding;2020.0;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);;;Digital Twins (DTs) of Cyber-Physical Production Systems (CPPSs) enable the smart automation of production processes, collection of data, and can thus reduce manual efforts for supervising and controlling CPPSs. Realizing DTs is challenging and requires significant efforts for their conception and integration with the represented CPPS. To mitigate this, we present an approach to systematically engineering DTs for injection molding that supports domain-specific customizations and automation of essential development activities based on a model-driven reference architecture. In this approach, reactive CPPS behavior is defined in terms of a Domain-Specific Language (DSL) for specifying events that occur in the physical system. The reference architecture connects to the CPPS through a novel DSL for representing OPC-UA bindings. We have evaluated this approach with a DT of an injection molding machine that controls the machine to optimize the Design of Experiment (DoE) parameters between experiment cycles before the products are molded. Through this, our reference implementation of the DT facilitates the time-consuming setup of a DT and the subsequent injection molding activities. Overall, this facilitates to systematically engineer digital twins with reactive behavior that help to optimize machine use. © Springer Nature Switzerland AG 2020.;;
"Pichot G.; Rocheteau J.; Attiogbé C.";Model-Driven Development of Digital Twins for Supervision and Simulation of Sensor-and-Actuator Networks (Extended Abstract);2022.0;;CEUR Workshop Proceedings;;;[No abstract available];;
"Kirchhof J.C.; Michael J.; Rumpe B.; Varga S.; Wortmann A.";Model-driven digital twin construction: Synthesizing the integration of cyber-physical systems with their information systems;2020.0;;Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2020;;;Digital twins emerge in many disciplines to support engineering, monitoring, controlling, and optimizing cyber-physical systems, such as airplanes, cars, factories, medical devices, or ships. There is an increasing demand to create digital twins as representation of cyber-physical systems and their related models, data traces, aggregated data, and services. Despite a plethora of digital twin applications, there are very few systematic methods to facilitate the modeling of digital twins for a given cyber-physical system. Existing methods focus only on the construction of specific digital twin models and do not consider the integration of these models with the observed cyber-physical system. To mitigate this, we present a fully model-driven method to describe the software of the cyber-physical system, its digital twin information system, and their integration. The integration method relies on MontiArc models of the cyber-physical system's architecture and on UML/P class diagrams from which the digital twin information system is generated. We show the practical application and feasibility of our method on an IoT case study. Explicitly modeling the integration of digital twins and cyber-physical systems eliminates repetitive programming activities and can foster the systematic engineering of digital twins. © 2020 ACM.;;
"Visconti E.; Tsigkanos C.; Hu Z.; Ghezzi C.";Model-driven engineering city spaces via bidirectional model transformations;2021.0;;Software and Systems Modeling;;;"Engineering cyber-physical systems inhabiting contemporary urban spatial environments demands software engineering facilities to support design and operation. Tools and approaches in civil engineering and architectural informatics produce artifacts that are geometrical or geographical representations describing physical spaces. The models we consider conform to the CityGML standard; although relying on international standards and accessible in machine-readable formats, such physical space descriptions often lack semantic information that can be used to support analyses. In our context, analysis as commonly understood in software engineering refers to reasoning on properties of an abstracted modelin this case a city design. We support model-based development, firstly by providing a way to derive analyzable models from CityGML descriptions, and secondly, we ensure that changes performed are propagated correctly. Essentially, a digital twin of a city is kept synchronized, in both directions, with the information from the actual city. Specifically, our formal programming technique and accompanying technical framework assure that relevant information added, or changes applied to the domain (resp. analyzable) model are reflected back in the analyzable (resp. domain) model automatically and coherently. The technique developed is rooted in the theory of bidirectional transformations, which guarantees that synchronization between models is consistent and well behaved. Produced models can bootstrap graph-theoretic, spatial or dynamic analyses. We demonstrate that bidirectional transformations can be achieved in practice on real city models. © 2021, The Author(s).";;
"Chaudhary H.A.A.; Guevara I.; John J.; Singh A.; Ghosal A.; Pesch D.; Margaria T.";Model-Driven Engineering in�Digital Thread Platforms: A Practical Use Case and Future Challenges;2022.0;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);;;The increasing complexity delivered by the heterogeneity of the cyber-physical systems is being addressed and decoded by edge technologies, IoT development, robotics, digital twin engineering, and AI. Nevertheless, tackling the orchestration of these complex ecosystems has become a challenging problem. Specially the inherent entanglement of the different emerging technologies makes it hard to maintain and scale such ecosystems. In this context, the usage of model-driven engineering as a more abstract form of glue-code, replacing the boilerplate fashion, has improved the software development lifecycle, democratising the access to and use of the aforementioned technologies. In this paper, we present a practical use case in the context of Smart Manufacturing, where we use several platforms as providers of a high-level abstraction layer, as well as security measures, allowing a more efficient system construction and interoperability. © 2022, The Author(s).;;
"C. Binder; A. CalÃ ; J. Vollmar; C. Neureiter; A. LÃ¼der";Model-driven Engineering of flexible Production Systems with the RAMI Toolbox;2023.0;IEEE;2023 IEEE 21st International Conference on Industrial Informatics (INDIN);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10217882;10.1109/INDIN51400.2023.10217882;Tradition manufacturing is undergoing a significant change, mainly promoted by emerging technologies like Cyber-physical Systems (CPS) or the Industrial Internet of Things (IIoT), leading to new automated production. The rising number of dynamically interconnected elements leads to an increasing complexity in such systems, which accompanies new challenges during systems engineering and thus leads to reaching the limits of contemporary methods. While the community has recognized this, new approaches recently arose to find solutions for particular parts of this problem. However, as the need for a holistic approach emerges, the Reference Architecture Model Industry 4.0 (RAMI 4.0) has been standardized as a promising framework. While this domain-specific architecture framework is missing specifications to address all aspects of such critical infrastructure, this paper thus proposes a new modeling methodology promoting model-driven engineering (MDE) of current or future production systems based on the peculiarities of RAMI 4.0. To enable mutual architecture development across the entire system hierarchy and all stakeholders, the aspects of model-based systems engineering (MBSE) are considered. The proposed step-by-step guideline is thereby made applicable by a modeling framework called RAMI Toolbox that ensures the engineering of both greenfield and brownfield systems. Finally, the approach, including all artifacts, is evaluated based on a real-world case study proposed by Siemens.;;
"P. Spaney; S. Becker";Model-Driven Integration of Analysis Components for Cyber-Physical Production Systems;2023.0;IEEE;2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371640;10.1109/SEAA60479.2023.00033;In the course of the rapid development of Industry 4.0, manufacturing machinery is becoming ever more connected. Such Cyber-Physical Production Systems (CPPSs) produce large amounts of data, which can be used to analyze the systemâs state and optimize its operation. To enable this analysis, the respective software components need to be interoperable with the CPPSs. While standards, such as OPC UA, provide interoperability on a technical protocol level, we see a vastly heterogeneous landscape of data models. Therefore, the integration of analysis components with their underlying CPPS is usually a laborious, manual process, also discouraging reuse. To facilitate the reuse of analysis software in this setting, we propose a model-driven method for integration with the underlying CPPS and the consumers of analysis results. Our contribution consists of (i) domain-specific languages for semantically enriched interface descriptions and simple mappings, (ii) a code generator toolchain to realize the specified mappings, and (iii) a simple, loosely coupled architecture for the resulting system.;;
"M. R. Dadash Zadeh; A. Mazloomzadeh; H. Ghaffarzadeh; H. Castro";Model-Driven Microgrid Controller;2019.0;IEEE;2019 FISE-IEEE/CIGRE Conference - Living the energy Transition (FISE/CIGRE);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984972;10.1109/FISECIGRE48012.2019.8984972;Microgrid control strategy heavily depends on microgrid sources, loads, network topology, operation conventions and reliability requirements. Conventional approaches of devising and testing microgrid control functions involve higher level of complexity and requires extensive expert engineering effort. This paper presents a model-driven microgrid control approach that significantly simplifies the process of development and testing of microgrid control functions as well as performing microgrid feasibility study. A case study is presented here in which the proposed controller is applied to provide four main functions, including: 1- Control power at the microgrid point of common coupling, 2- Dispatch energy storage to minimize the cost of importing power, 3- Smooth the profile of aggregated power of renewable and energy storage, and 4- Devise load shedding strategy.;;
"B. van der Sanden; Y. Li; J. van den Aker; B. Akesson; T. Bijlsma; M. Hendriks; K. Triantafyllidis; J. Verriet; J. Voeten; T. Basten";Model-Driven System-Performance Engineering for Cyber-Physical Systems : Industry Session Paper;2021.0;IEEE;2021 International Conference on Embedded Software (EMSOFT);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589035;;System-Performance Engineering (SysPE) encompasses modeling formalisms, methods, techniques, and industrial practices to design systems for performance, where performance is taken integrally into account during the whole system life cycle. Industrial SysPE state of practice is generally model-based. Due to the rapidly increasing complexity of systems, there is a need to develop and establish model-driven methods and techniques. To structure the field of SysPE, we identify (1) industrial challenges motivating the importance of SysPE, (2) scientific challenges that need to be addressed to establish model-driven SysPE, (3) important focus areas for SysPE and (4) best practices. We conducted a survey to collect feedback on our views. The responses were used to update and validate the identified challenges, focus areas, and best practices. The final result is presented in this paper. Interesting observations are that industry sees a need for better design-space exploration support, more than for additional performance modeling and analysis techniques. Also tools and integral methods for SysPE need attention. From the identified focus areas, scheduling and supervisory control is seen as lacking established best practices.;;
"M. Dalibor; N. Jansen; B. Rumpe; L. Wachtmeister; A. Wortmann";Model-Driven Systems Engineering for Virtual Product Design;2019.0;IEEE;2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904696;10.1109/MODELS-C.2019.00069;Model-Based Systems Engineering (MBSE) aims to provide a systems engineering methodology that leverages modeling methods to support design, analysis, verification, and validation of systems. As such, methodologies for MBSE have to be able to integrate heterogeneous engineering models from a variety of domains, including mechanical engineering, product design, legislation, and many more. Most research in this area usually only focuses on general system descriptions of a step in the system development process, without providing any interdisciplinary or interprocess connections. Thus, the models created by the domain experts are often unconnected and not suited for automated model transformations. We present a method to integrate abstract system descriptions in the Systems Modeling Language (SysML) with Computer-Aided Design (CAD) models, which are not only the primary model for geometrical hardware descriptions but also the starting point of most process chains in the context of virtual product development. The transformations of our method are realized in a plug-in for the MagicDraw modeling environment and support to generate parameters of a parameter and constraint CAD modeling approach from a SysML model. This automates the integration of abstract system descriptions with design models to foster a coherent virtual product development.;;
"Moreno N.; Toro-GÃ¡lvez L.; Troya J.; Canal C.";Modeling Urban Digital Twins over the Cloud-to-Thing Continuum;2022.0;Scopus;CEUR Workshop Proceedings;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183835179&partnerID=40&md5=4a69bd8a809e6ca22abb5a5613815dfb;;The interest in the development of smart cities and the proliferation of digital twins as a powerful information processing technology have lead to the definition of Urban Digital Twins (UDTs). UDTs model city aspects such as transportation, water supply or air pollution, together with their inherent complexity. For addressing this complexity, in this paper we propose the use of models distributed over the Cloud-to-Thing Continuum, in order to take advantage of the flexibility, scalability and computational capacity of digital services through the multiple physical infrastructures offered by this environment. Following this philosophy, we have modelled a distributed digital twin of the public bus service of the city of Malaga and the users who travel on it. We have validated the model against the real system using the USE tool, and used it to perform simulations and inferences. Â© 20023 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).;;
"Van Den Brand M.; Cleophas L.; Gunasekaran R.; Haverkort B.; Negrin D.A.M.; Muctadir H.M.";Models Meet Data: Challenges to Create Virtual Entities for Digital Twins;2021.0;;Companion Proceedings - 24th International Conference on Model-Driven Engineering Languages and Systems, MODELS-C 2021;;;In recent years, digital twin (DT) technology has moved to the center of attention of many researchers and engineers. Commonly, a digital twin is defined based on a virtual entity (VE) that exhibits similar behavior to its physical counterpart, and that is coupled to this physical entity (PE). The VE thus forms a core part of any digital twin. While VEs may differ vastly - from ones based on simple simulation to high-fidelity virtual mirroring of the corresponding PE - they are typically composed of multiple models that may originate from multiple domains, address different aspects, and are expressed and processed using different tools and languages. Furthermore, the use of time series data - whether historical or real-time or both - from the PE distinguishes VEs from mere simulations. As a consequence of the modeling landscape complexity and the data aspect of VEs, the design of a digital twin and specifically of the VE as part of it represents several challenges. In this paper, we present our vision for the development, evolution, maintenance, and verification of such virtual entities for digital twins. © 2021 IEEE.;;
"Vathoopan M.; Johny M.; Zoitl A.; Knoll A.";Modular Fault Ascription and Corrective Maintenance Using a Digital Twin;2018.0;;;;;The industrial environment is slowly transforming to a networked system of systems nature with industry 4.0. Automation systems are getting more production friendly by being more reconfigurable and adaptable. The plant engineering process is also getting improved by offering modular architecture, model-based engineering, etc. This transformation necessitates novel methodologies in maintenance practices as well. With the emergence of predictive maintenance techniques, sometimes it is possible to predict a breakdown and thus conveniently schedule the corrective maintenance. But this is not always the case, the incidence of unscheduled corrective maintenance is prevalent in an industrial environment. And the methodologies for corrective maintenance have to be reshaped fitting to the new plant environment. This paper introduces a new modular corrective maintenance methodology, using the digital twin of an automation module. Fault ascription support for a human technician, performing corrective maintenance action of an automation module is provided by its digital twin and associated visual interface. A use case scenario is propounded and future visions are presented. © 2018;;
"Wei X.; Wan S.";Multi-dimensional Model-driven Robot Digital Twin System;2023.0;Scopus;2023 2nd International Symposium on Sensor Technology and Control, ISSTC 2023;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176229642&doi=10.1109%2fISSTC59603.2023.10280970&partnerID=40&md5=447be33b218e6b8611674083ba29da53;10.1109/ISSTC59603.2023.10280970;In order to achieve the goal of accurately simulating physical entities and meet the service and application requirements of digital twins, a multidimensional model-driven approach for digital twin robots is proposed in this paper. Firstly, the geometric model of the robot is constructed based on the physical space. Secondly, the constraints and physical characteristics of the robot's physical model are determined using the Denavit-Hartenberg (D-H) method. Then, the kinematic model is built based on the D-H parameters provided by the physical model to determine the behavioral model. Finally, an experimental platform is established with a virtual space update rate of 100 Hz, and trajectory verification is conducted, with relative position errors of 0.34%, 0.41%, and 0.22% for the X, Y, and Z axes respectively. The results demonstrate the effectiveness and applicability of this method in digital twin systems.  Â© 2023 IEEE.;;
"Li X.; He B.; Zhou Y.; Li G.";Multisource Model-Driven Digital Twin System of Robotic Assembly;2021.0;;IEEE Systems Journal;;;"The digital twin technology effectively fuels improvements in the quality and efficiency of robotic assembly, especially for sophisticated processes. High-quality digitalization requires a comprehensive description and real-time rendering of system, which are challenging. This article aims to demonstrate a novel multisource model-driven digital twin system, which is based on the geometric, physics, and sequential rule descriptions for producing a precise and real-time simulation of a robotic assembly system. In our system, the digital counterpart rendered with virtual reality technology is created and updated by the real environment information. A 3-D graphic model is reconstructed first using the geometric information of surroundings captured by the depth sensor. During interaction, a fast and efficient approach is proposed to generate the contact force and render the object deformation in the virtual environment. The virtual space also provides the sequential rule that is based on the danger field, which helps to constrain the operation of digital twin. At last, the experimental platform is established in which the virtual space is at an update rate of 100 Hz, while the automatic sorting task is performed and verified; the results show the effectiveness and applicability of the method to digital twin system.  © 2007-2012 IEEE.";;
"S. Pilarski; M. Staniszewski; F. Villeneuve; D. Varro";On Artificial Intelligence for Simulation and Design Space Exploration in Gas Turbine Design;2019.0;IEEE;2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904682;10.1109/MODELS-C.2019.00029;Gas turbine design is a process that requires designing many interrelated subsystems, e.g., performance, secondary air system, air compression, or combustion. Subsystem models are created by various engineering design tools. During the design process there exists an extraordinary amount of generated data resulting from created models, simulation, and engine field tests. This data can be leveraged by artificial intelligence techniques such as machine learning to help accelerate the exploration of the large design spaces existing in the complex system of a gas engine. This paper presents a vision and road map of integrating such AIs and preliminary ideas on relevant AI models for such use cases. We explore increasing the realistic nature of existing simulations, approximating simulations to avoid excess computation, and cumulative effect modeling.;;
"Rivera L.F.; Müller H.A.; Villegas N.M.; Tamura G.; Jiménez M.";On the Engineering of IoT-Intensive Digital Twin Software Systems;2020.0;;Proceedings - 2020 IEEE/ACM 42nd International Conference on Software Engineering Workshops, ICSEW 2020;;;Digital Twins (DT) are software systems representing different aspects of a physical or conceptual counterpart - -the real twin, which is instrumented with several sensors or computing devices that generate, consume and transfer data to its DT with different purposes. In other words, DT systems are, to a large extent, IoT-intensive systems. Indeed, by exploiting and managing IoT data, artificial intelligence, and big data and simulation capabilities, DTs have emerged as a promising approach to manage the virtual manifestation of real-world entities throughout their entire lifecycle. Their proliferation will contribute to realizing the long-craved convergence of virtual and physical spaces to augment things and human capabilities. In this context, despite the proposal of noteworthy contributions, we argue that DTs have not been sufficiently investigated from a software engineering perspective. To address this, in this paper we propose GEMINIS, an architectural reference model that adopts self-adaptation, control, and model-driven engineering techniques to specify the structural and behavioural aspects of DTs and enable the evolution of their internal models. Moreover, we introduce an approach for engineering IoT-intensive Digital Twin Software Systems (DTSS) using GEMINIS' capabilities to deal with uncertain conditions that are inherent to the nature of mirrored physical environments and that might compromise the fidelity of a DT. With GEMINIS and the proposed approach, we aim to advance the engineering of DTSS as well as IoT and cyber-physical systems by providing practitioners with guidelines to model and specify inherent structural and behavioural characteristics of DTs, addressing common design concerns.  © 2020 ACM.;;
