sep=|
Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
M. R. Dadash Zadeh; A. Mazloomzadeh; H. Ghaffarzadeh; H. Castro|Model-Driven Microgrid Controller|2019.0|IEEE|2019 FISE-IEEE/CIGRE Conference - Living the energy Transition (FISE/CIGRE)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984972|10.1109/FISECIGRE48012.2019.8984972|Microgrid control strategy heavily depends on microgrid sources, loads, network topology, operation conventions and reliability requirements. Conventional approaches of devising and testing microgrid control functions involve higher level of complexity and requires extensive expert engineering effort. This paper presents a model-driven microgrid control approach that significantly simplifies the process of development and testing of microgrid control functions as well as performing microgrid feasibility study. A case study is presented here in which the proposed controller is applied to provide four main functions, including: 1- Control power at the microgrid point of common coupling, 2- Dispatch energy storage to minimize the cost of importing power, 3- Smooth the profile of aggregated power of renewable and energy storage, and 4- Devise load shedding strategy.||
B. van der Sanden; Y. Li; J. van den Aker; B. Akesson; T. Bijlsma; M. Hendriks; K. Triantafyllidis; J. Verriet; J. Voeten; T. Basten|Model-Driven System-Performance Engineering for Cyber-Physical Systems : Industry Session Paper|2021.0|IEEE|2021 International Conference on Embedded Software (EMSOFT)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589035||System-Performance Engineering (SysPE) encompasses modeling formalisms, methods, techniques, and industrial practices to design systems for performance, where performance is taken integrally into account during the whole system life cycle. Industrial SysPE state of practice is generally model-based. Due to the rapidly increasing complexity of systems, there is a need to develop and establish model-driven methods and techniques. To structure the field of SysPE, we identify (1) industrial challenges motivating the importance of SysPE, (2) scientific challenges that need to be addressed to establish model-driven SysPE, (3) important focus areas for SysPE and (4) best practices. We conducted a survey to collect feedback on our views. The responses were used to update and validate the identified challenges, focus areas, and best practices. The final result is presented in this paper. Interesting observations are that industry sees a need for better design-space exploration support, more than for additional performance modeling and analysis techniques. Also tools and integral methods for SysPE need attention. From the identified focus areas, scheduling and supervisory control is seen as lacking established best practices.||
M. Dalibor; N. Jansen; B. Rumpe; L. Wachtmeister; A. Wortmann|Model-Driven Systems Engineering for Virtual Product Design|2019.0|IEEE|2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904696|10.1109/MODELS-C.2019.00069|Model-Based Systems Engineering (MBSE) aims to provide a systems engineering methodology that leverages modeling methods to support design, analysis, verification, and validation of systems. As such, methodologies for MBSE have to be able to integrate heterogeneous engineering models from a variety of domains, including mechanical engineering, product design, legislation, and many more. Most research in this area usually only focuses on general system descriptions of a step in the system development process, without providing any interdisciplinary or interprocess connections. Thus, the models created by the domain experts are often unconnected and not suited for automated model transformations. We present a method to integrate abstract system descriptions in the Systems Modeling Language (SysML) with Computer-Aided Design (CAD) models, which are not only the primary model for geometrical hardware descriptions but also the starting point of most process chains in the context of virtual product development. The transformations of our method are realized in a plug-in for the MagicDraw modeling environment and support to generate parameters of a parameter and constraint CAD modeling approach from a SysML model. This automates the integration of abstract system descriptions with design models to foster a coherent virtual product development.||
Moreno N.; Toro-GÃ¡lvez L.; Troya J.; Canal C.|Modeling Urban Digital Twins over the Cloud-to-Thing Continuum|2022.0|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183835179&partnerID=40&md5=4a69bd8a809e6ca22abb5a5613815dfb||The interest in the development of smart cities and the proliferation of digital twins as a powerful information processing technology have lead to the definition of Urban Digital Twins (UDTs). UDTs model city aspects such as transportation, water supply or air pollution, together with their inherent complexity. For addressing this complexity, in this paper we propose the use of models distributed over the Cloud-to-Thing Continuum, in order to take advantage of the flexibility, scalability and computational capacity of digital services through the multiple physical infrastructures offered by this environment. Following this philosophy, we have modelled a distributed digital twin of the public bus service of the city of Malaga and the users who travel on it. We have validated the model against the real system using the USE tool, and used it to perform simulations and inferences. Â© 20023 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).||
Wei X.; Wan S.|Multi-dimensional Model-driven Robot Digital Twin System|2023.0|Scopus|2023 2nd International Symposium on Sensor Technology and Control, ISSTC 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176229642&doi=10.1109%2fISSTC59603.2023.10280970&partnerID=40&md5=447be33b218e6b8611674083ba29da53|10.1109/ISSTC59603.2023.10280970|In order to achieve the goal of accurately simulating physical entities and meet the service and application requirements of digital twins, a multidimensional model-driven approach for digital twin robots is proposed in this paper. Firstly, the geometric model of the robot is constructed based on the physical space. Secondly, the constraints and physical characteristics of the robot's physical model are determined using the Denavit-Hartenberg (D-H) method. Then, the kinematic model is built based on the D-H parameters provided by the physical model to determine the behavioral model. Finally, an experimental platform is established with a virtual space update rate of 100 Hz, and trajectory verification is conducted, with relative position errors of 0.34%, 0.41%, and 0.22% for the X, Y, and Z axes respectively. The results demonstrate the effectiveness and applicability of this method in digital twin systems.  Â© 2023 IEEE.||
S. Pilarski; M. Staniszewski; F. Villeneuve; D. Varro|On Artificial Intelligence for Simulation and Design Space Exploration in Gas Turbine Design|2019.0|IEEE|2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904682|10.1109/MODELS-C.2019.00029|Gas turbine design is a process that requires designing many interrelated subsystems, e.g., performance, secondary air system, air compression, or combustion. Subsystem models are created by various engineering design tools. During the design process there exists an extraordinary amount of generated data resulting from created models, simulation, and engine field tests. This data can be leveraged by artificial intelligence techniques such as machine learning to help accelerate the exploration of the large design spaces existing in the complex system of a gas engine. This paper presents a vision and road map of integrating such AIs and preliminary ideas on relevant AI models for such use cases. We explore increasing the realistic nature of existing simulations, approximating simulations to avoid excess computation, and cumulative effect modeling.||
Stennikov, V; Barakhtenko, E; Sokolov, D; Mayorov, G|Principles of Building Digital Twins to Design Integrated Energy Systems|2022.0||COMPUTATION||10.3390/computation10120222|The design of integrated energy systems (IESs) is a challenging task by reason of the highly complex configurations of these systems, the wide range of equipment used, and a diverse set of mathematical models and dedicated software employed to model it. The use of digital twins allows modeling in virtual space for various IES configurations. As a result, an optimal option of IES is obtained, which is implemented in the construction or expansion of a real-world IES. The paper proposes the principles of building digital twins for solving the IES design problems. The paper presents a new methodological approach developed by the authors to design an IES with the help of its digital twin. This approach includes the following components: the architecture of the software platform to create digital twins, a set of technologies and tools to implement the platform, methods to automatically construct a digital twin based on the Model-Driven Engineering concept, an algorithm to design an IES based on its digital twin, and principles to organize a computational process using a multi-agent approach. The results of the computational experiment using the software implementation of the IES digital twin components are presented for a test energy supply scheme.||
A. Siriweera; K. Naruse|QoS-Aware Federated Crosschain-Based Model-Driven Reference Architecture for IIoT Sensor Networks in Distributed Manufacturing|2023.0|IEEE|IEEE Sensors Journal|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10301586|10.1109/JSEN.2023.3325342|The realm of the Industrial Internet of Things (IIoT) encompasses a broad spectrum of sensors that are integral to distributed smart manufacturing (DSM). The miscellaneous IIoT sensors deployed for DSM are distributed and operate in a hierarchical and federated structure. Nonetheless, fulfilling essential quality of service (QoS) requirements, such as ensuring security and privacy (integrity) while maintaining scalability and interoperability (robustness), poses a profound challenge for the DSM cloud service platform. Although blockchain technologies have been used to safeguard integrity, the first two generations have imposed constraints on robustness. In contrast, the third-generation blockchain, a.k.a. decentralized crosschain ecosystem, complements Web 3.0 and metaverse and can mitigate the constraints of previous generations. Moreover, blockchain-based ad hoc solutions for DSM use cases are abundant; they often suffer from limited adaptability and unique or homogeneous use cases from a software engineering perspective. A holistic architectural modeling process (AMP) leading to a software reference architecture (SRA) is preferred when alleviating ad hoc constraints. Therefore, we proposed an AMP for SRA for crosschain-based DSM that safeguards integrity while preserving robustness. In the work described in this article, we have conducted the following systemâmodeling process. First, we propose a novel software AMP for DSM. Second, we deduce a modeled SRA based on a crosschain. Third, we infer a modeled system architecture (SA). Empirical experiment results demonstrate that our proposed crosschain-based method outperforms the widely used on-chain-based method while achieving our objectives efficiently.||
G. Wrobel; R. Scheffler; T. Kehrer|Rethinking the Traditional Design of Meta-Models: Layout Matters for the Graphical Modeling of Technical Systems|2021.0|IEEE|2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643644|10.1109/MODELS-C53483.2021.00058|Model-Driven Engineering (MDE) promotes the use of models for the design and analysis of software-intensive systems. These models are specified using dedicated, oftentimes graphical modeling languages. This includes general purpose languages such as SysML or UML which may be tailored to specific domains, and domain-specific languages with a much narrower scope. Either way, the specification of graphical modeling languages and the construction of MDE environments supporting these languages is centered on the definition of a meta-model. Meta-models capture the relevant domain abstractions and concepts by specifying the abstract syntax and static semantics of a graphical modeling language, while the concrete syntax definition, layouting principles and user interactions for model editing are only superficially addressed. This observation holds both for the current state-of-practice and the academic literature, and is at odds with the domain studied in this paper, namely the graphical modeling of real-world technical systems. Our practical observation and central hypothesis is that, in this domain, human factors should be primary concern for the design of domain-specific languages and environments, which enable domain experts to understand, create and edit their models much more efficiently and effectively. As basis for further discussion at the workshop, we report on our ongoing work to develop a technical approach and research methodology to validate this hypothesis in future empirical studies.||
S. Biffl; S. Kropatschek; E. Kiesling; K. Meixner; A. LÃ¼der|Risk-Driven Derivation of Operation Checklists from Multi-Disciplinary Engineering Knowledge|2022.0|IEEE|2022 IEEE 20th International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9976096|10.1109/INDIN51773.2022.9976096|During the ramp-up of a production system, complex and difficult to resolve product quality issues often result in tedious experimentation and costly delays. A particular challenge in this context is insufficient guidance for operators on how to resolve issues and adapt their actions to a new production context. Failure Mode and Effects Analysis (FMEA) can help to identify and address likely causes of production quality issues. However, FMEA models are typically (i) isolated from engineering domain models on product, process and resource (PPR) concerns, and (ii) not actionable for operators. This paper introduces the FMEA-to-Operation (F2O) approach to reduce the risk of ramp-up delays and recurring quality issues by integrating the required domain knowledge for model-driven, machine skill-centric, and actionable process FMEA. The F2O approach (i) validates likely root causes of a production quality issue by linking these causes to engineering reality in a graph database, and (ii) derives operation checklists with prioritized countermeasures. In a feasibility study on a real-world welding cell for car parts, we evaluated the effectiveness and efficiency of the F2O approach. Results indicate that the F2O approach is feasible and effective, and provides operators with actionable, context-specific guidelines that are well grounded in engineering models.||
SplettstÃ¶Ãer A.-K.; Ellwein C.; Wortmann A.|Self-adaptive digital twin reference architecture to improve process quality|2023.0|Scopus|Procedia CIRP|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169887658&doi=10.1016%2fj.procir.2023.03.131&partnerID=40&md5=d822e3d4e40f7e7cece4a69047b2609b|10.1016/j.procir.2023.03.131|The aim of software-defined manufacturing is a more adaptable production through software. This requires highly adaptive, versatile cyber-physical production systems (CPPSs), which react flexibly to changes and perform crucial adjustments. Self-adaptive digital twins (DTs) enable adaptability through monitoring the behavior of a CPPS, identifying problems, and determining adjustments for the optimization of processes. DTs work with an idealized representation of the CPPS. Changes in system behavior that negatively impact the process execution, e.g., caused by tool wear or variations of environmental influences, and, thus, the quality of the resulting product, are ignored. This ignorance leads to defective products, sub-optimal product quality, and hazardous CPPS states. To mitigate this, we present an approach to incorporate quality awareness into a model-driven reference architecture of a self-adaptive DT. The devised concept automatically analyzes and optimizes system behavior. To this end, a component for quality evaluation extends the reference architecture. The DT and CPPS are connected via OPC UA. To validate the approach, a fiber laser machine is utilized. The DT can operate both on a physical and a virtual laser machine. Â© 2023 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0)||
Camacho P.H.T.; Santiago V.M.R.; Sarmiento C.J.S.|Semi-Automatic generation of an lod1 and lod2 3d city model of tanauan city, batangas using openstreetmap and taal open lidar data in qgis|2021.0|Scopus|International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122311297&doi=10.5194%2fisprs-Archives-XLVI-4-W6-2021-77-2021&partnerID=40&md5=93092e57272802ccd4a468dbf8ca2611|10.5194/isprs-Archives-XLVI-4-W6-2021-77-2021|3D city models have found purpose beyond simple visualization of space by serving as building blocks of digital twins and smart cities. These are useful to urban areas in the Philippines through diversified applications: urban planning, disaster mitigation, environmental monitoring, and policy making. This study explored the use of free and open-source software to generate an LOD1 and LOD2 3D city model of Tanauan City, Batangas using building footprints from OpenStreetMap and elevation models from Taal Open LiDAR data. The proposed approach consists of GIS-based methods including data pre-processing, building height extraction, roof identification, building reconstruction, and visualization. The study adopted methods from previous studies for building detection and from Zheng et al. (2017) for LOD2 building reconstruction. For LOD1, a decision tree classifier was devised to determine the appropriate height for building extrusion. For LOD2, a model-driven approach using multipatch surfaces was utilized for building reconstruction. The workflow was able to reconstruct 70.66% LOD1 building models and 55.87% LOD2 building models with 44.37% overall accuracy. The RMSE and MAE between the extracted heights from the workflow and from manual digitization has an accuracy lower than 1âm which was within the standards of CityGML. The processing time in test bench 1 and test bench 2 for LOD1 took 00:12:54.5 and 00:09:27.2 while LOD2 took 02:50:29.1 and 01:27:48.2, respectively. The results suggest that the efficient generation of LOD1 and LOD2 3D city models from open data can be achieved in the FOSS environment using less computationally intensive GIS-based algorithms.  Â© International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives||
R. Mao; Y. Li; H. Zhang|Simulation Method in Automotive, Aviation and Maritime Industries for Digital Twin: A Brief Survey|2023.0|IEEE|2023 IEEE 18th Conference on Industrial Electronics and Applications (ICIEA)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10241843|10.1109/ICIEA58696.2023.10241843|In this work, a brief survey of simulation methods used to create digital twins (DTs) or assist DTs in the automotive, aviation, and marine industries is presented. The simulation methods are classified as model-driven, data-driven, and hybrid methods. In addition, simulation methods in these three industries are studied from the phases of design, manufacturing, and operation. The similarities, differences and characteristics of the simulation methods applied to the automotive, aviation and maritime industries are discussed and summarized from several aspects. Model-driven approaches are used more frequently than the other two methods in design and manufacturing phases, while hybrid methods have great potential to support different operations of DT-related studies in the reviewed three industries. In addition, issues of prognostics and health management (PHM) such as fault diagnosis, remaining useful life (RUL) has recently been more inclined to be studied using data-driven approaches. According to our analysis we believe that as DT technology evolves, the hybrid approach will become the mainstream strategy for DT-based modeling.||
Liu X.; Tang L.; Zeng H.; Liu Y.; Zhang X.|Smart Design and Simulation of Aerospace Control System Based on Digital Twin|2019.0||Xitong Fangzhen Xuebao / Journal of System Simulation|||In accordance with the demand for intelligent development of spacecraft, and on the basis of the existing model-driven aerospace control design and simulation system, the new technological architectures using the digital twin and digital thread technique are carried out to achieve intelligent scheme design, simulation verification and in-orbit analysis. Employing the intelligent interconnection concept of cyber-physical systems, the space-ground integrated big data analysis and knowledge automation system are proposed. Based on this, the practical application scenarios are put forward through the full development flow and the entire life cycle. Not only it covers the smart application of information technology, more importantly, this novel design and simulation system emphasizes the development concept of facing knowledge and promoting innovation to meet the more complex task requirements in the future. © 2019, The Editorial Board of Journal of System Simulation. All right reserved.||
H. -P. Bernhard; A. Zoitl; A. Springer|Smart Transducers in Distributed and Model-Driven Control Applications: Empowering Seamless Internet of Things Integration|2019.0|IEEE|IEEE Industrial Electronics Magazine|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939295|10.1109/MIE.2019.2936626|In this article, we combine these two major ideas of industrial automation to reap the benefit of easy -to -use smart factory computation methods. We show how modeling means are adapted to use the TEDS description of any smart transducer. Such models communicate with the transducer at the time of execution. When transducers or models are changed, automatic validation allows a short commissioning phase.||
|STAF-WS 2022 - STAF 2022 Workshop Proceedings: 10th International Workshop on Bidirectional Transformations, BX 2022, 2nd International Workshop on Foundations and Practice of Visual Modeling, FPVM 2022 and 2nd International Workshop on MDE for Smart IoT Systems, MeSS 2022 - co-located with Software Technologies: Applications and Foundations Federation of Conferences, STAF 2022|2022.0||CEUR Workshop Proceedings|||The proceedings contain 14 papers. The topics discussed include: engineering bidirectional model transformations; decomposition without regret; simulate IoT-federations: domain specific language for designing and executing IoT simulation environments with fog and fog-cloud federations; bidirectional transformations in practice: an automotive perspective on traceability maintenance; optimistic versioning for conflict-tolerant collaborative blended modeling; from object to class models: more steps towards flexible modeling; model slicing on low-code platforms; efficiently engineering IoT architecture languages - an experience report; key-value vs graph-based data lakes for realizing digital twin systems; model-driven development of digital twins for supervision and simulation of sensor-and-actuator networks; and SpeakWell or be still: solving conversational ai with weighted attribute grammars.||
Compagnucci I.; Snoeck M.; Asensio E.S.|Supporting Digital Twins Systems Integrating the MERODE Approach|2023.0|Scopus|Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182392024&doi=10.1109%2fMODELS-C59198.2023.00079&partnerID=40&md5=f53f4716d55f2d9626fdd4ca724cced4|10.1109/MODELS-C59198.2023.00079|Digital Twins (DTs) have emerged as a promising concept, representing a new paradigm in smart systems engineering. However, the development of DTs pose significant challenges, particularly on the modeling and data management aspects. This paper presents a holistic approach to develop a DT implementation using a domain model derived from the standard SSN/SOSA ontologies. The proposed approach leverages the MERODE modeling method for rapid prototyping and validation, guaranteeing robust model quality checks and enabling the creation of flexible and reusable code adaptable to different architectural settings. Data management is enhanced through the use of the SOSA/SSN ontology, enabling semantic data models and inference strategies to achieve semantic interoperability. By combining MERODE and IoT ontologies, our approach aims to take a step forward in addressing the challenges linked to system complexity and data management in the development of DT. The proposed approach was validated by instantiating the proposed model with a real-life case.  Â© 2023 IEEE.||
Di Giovanni M.; Campanile L.; D'Onofrio A.; Marrone S.; Marulli F.; Romoli M.; Sabbarese C.; Verde L.|Supporting the Development of Digital Twins in Nuclear Waste Monitoring Systems|2023.0|Scopus|Procedia Computer Science|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183549313&doi=10.1016%2fj.procs.2023.10.307&partnerID=40&md5=3a8186d28d33ed5e4e3a6a62648616ef|10.1016/j.procs.2023.10.307|In a world whose attention to environmental and health problems is very high, the issue of properly managing nuclear waste is of a primary importance. Information and Communication Technologies have the due to support the definition of the next-generation plants for temporary storage of such wasting materials. This paper investigates on the adoption of one of the most cutting-edge techniques in computer science and engineering, i.e. Digital Twins, with the combination of other modern methods and technologies as Internet of Things, model-based and data-driven approaches. The result is the definition of a methodology able to support the construction of risk-aware facilities for storing nuclear waste. Â© 2023 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0)||
Valderas P.|Supporting the Implementation of Digital Twins for IoT-Enhanced BPs|2023.0|Scopus|Lecture Notes in Business Information Processing|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163280406&doi=10.1007%2f978-3-031-33080-3_14&partnerID=40&md5=84ef05c6e2d734d144642a4abb046093|10.1007/978-3-031-33080-3_14|IoT-Enhanced Business Processes make use of Internet of Things technology to integrate physical devices into the process as digital actors. Closely related to this topic arises the concept of Digital Twin, which is a virtual representation of real-world entities and processes that connect to the physical counterpart to represent, simulate, or predict changes in the physical system. There are many works that focus on supporting the high-fidelity implementation of Digital Twins for specific physical devices. However, few of them consider the process as a real-world entity to be integrated into the Digital Twin. In this work, we present a microservice architecture to support the implementation of Digital Twins for IoT-Enhanced Business Processes, considering not only the physical devices but also the process itself and the relationship among them. This architectural solution is supported by a model-driven development approach, which proposes (1) the construction of a BPMN model to represent an IoT-enhanced Business Process and (2) the application of model transformation to automatically generate both Digital Twin Definition Language (DTDL) models and microservice Java code templates. DTDL models are used in the implementation of the Digital Twins for the IoT-Enhanced Business Process. Java code templates are used to facilitate the implementation of the microservices required to deploy the IoT-enhanced Business Process and its Digital Twins into the proposed architecture and maintain the digital and physical parts synchronised. Â© 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.||
W. Li; B. Li; H. Gao; C. Peng; W. Zhang; Y. Li; X. Ji|Survey and Practice on Architecture and Deployment Method of Digital Twin System for Intelligent Substation|2023.0|IEEE|2023 7th International Symposium on Computer Science and Intelligent Control (ISCSIC)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10409651|10.1109/ISCSIC60498.2023.00046|This article studies the architecture and deployment of a digital twin system for intelligent substations. Firstly, the development status of smart grid digital twins was investigated and summarized from typical architectures, key technologies, and application directions. Then, based on modern information technology, we proposed the architecture and deployment method of the intelligent substation digital twin system. The proposed system consists of a data collection layer, a model driven layer, and a twin application layer, which respectively elaborate on the specific content and advantages, and supplement the complete deployment method of the system. The intelligent substation digital twin system effectively promotes the digitization and intelligence of substations, providing a new construction and management mode, and has potential application prospects in promoting equipment status perception, deterioration trend analysis, and fault handling in the power industry.||
A. Siriweera; K. Naruse|Survey on Cloud Robotics Architecture and Model-Driven Reference Architecture for Decentralized Multicloud Heterogeneous-Robotics Platform|2021.0|IEEE|IEEE Access|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9371712|10.1109/ACCESS.2021.3064192|Robotics engineering is gradually becoming an essential part of our daily life. However, it has been generating Big Data and seeking large computation cost because of the diversified sensors and processing requirements involved in heterogeneous robotics and their workflows. Therefore, cloud computing has become the incumbent platform for robotics. There are numerous works related to the architecture for cloud robotics. However, most cloud robotics architectures are ad hoc and are not based on a model. Inherent drawbacks of ad hoc approaches include being strictly domain specific and minimally customizable and adaptable. Moreover, heterogeneous cloud robotics platforms have been operating diverse requirements of industries and households. Nevertheless, there are certain benchmarks set to be achieved by Industry 4.0 and norms by Society 5.0. Those benchmarks and norms lead to new products and services in cross industries and alleviate the impending drawbacks. However, those should be achieved while retaining both the sovereignty and security of the respective systems and industries. This is equally applicable and an enormous challenge to the system-of-systems involving the cloud robotics domain. Therefore, we surveyed cloud robotics architectures. Then, we learned a top-down design approach involving a unified architectural framework as the cognitive approach for the highly variable and systematically complex challenges to be achieved in the next-generation cloud robotics domain. Reference architecture is a well-known approach for instantiating top-down unified architectural framework processes. Therefore, we proposed an architectural design process and modeling for the reference architecture for next-generation cloud robotics platforms.||
J. Pfeiffer|Systematic Component-Oriented Language Reuse|2023.0|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350825|10.1109/MODELS-C59198.2023.00043|Modern-day software is increasingly developed by domain experts. Domain-specific languages (DSLs) help them to bridge the conceptual gap between the problem and the solution domain. Engineering these languages is complex, as it requires comprehensive white-box knowledge of constituents of DSLs, i.e., syntax and semantics, and their composition and realization in respective technological spaces of language workbenches. For efficient language engineering reusing existing languages by composition is essential. For this purpose, various language composition and variability mechanisms have been developed. However, in the literature, there exists no approach enabling systematic language reuse holistically, i.e., including syntax and semantics, in a black-box fashion. We propose an approach for the systematic component-oriented reuse of DSLs (SCOLaR) that supports the integrated reuse of syntax, well-formedness rules, and semantics via black-box language components that are composable along their interface in a language family. We implemented a prototypical version of our solution with the MontiCore language workbench, that supports embedding and aggregation of grammar-based languages with translational semantics realized with code-generators. In the future, we plan to improve our implementation with the support of other language workbenches and to provide a comprehensive evaluation with a series of case studies. With our work, we aim to advance the field of software language engineering by providing a novel method for black-box language reuse capturing syntax and semantics definitions for textual external, translational DSLs. This paper outlines our approach by stating the problem, motivating our research question, and proposing our solution, our plan for evaluation, and presenting expected contributions.||
D. Yuan; T. Luo; C. Gu; K. Zhu|The Cyber-Physical System of Machine Tool Monitoring: A Model-Driven Approach With Extended Kalman Filter Implementation|2023.0|IEEE|IEEE Transactions on Industrial Informatics|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9998107|10.1109/TII.2022.3231422|The condition monitoring is essential to the advanced manufacturing process in the era of the fourth industrial revolution because it ensures the prediction and optimization of machine tool conditions via data analytics or physical modeling methods. The cyber-physical system (CPS) has the property of intellectuality, scalability, adaptability, and openness, making it suitable for machine tool monitoring. The current data-driven CPS method is prone to interpretability and generalization limitations due to the empirical selection of hyper-parameters in the model and the need for heterogeneous data. On the other hand, traditional model-driven systems are difficult to adjust models to practical working conditions data due to empirical equations constructed by offline data. This article proposes a novel model-driven cyber-physical system (MDCPS) to overcome these weaknesses. First, the physical model generates a counterpart of the machining process to form a cyber world, and sensors depict the real-time state of the machining process to form a physical world. Second, for deep fusion between the cyber and physical worlds, the extended Kalman filter (EKF) approach is applied to calibrate the empirical model with online measured data. Third, the model-based diagnosis and prediction methods are used for online monitoring and control. Case studies of MDCPS for machining monitoring are presented to prove the feasibility of this model-driven system.||
Bariah, L; Debbah, M|The Interplay of AI and Digital Twin: Bridging the Gap between Data-Driven and Model-Driven Approaches|||IEEE WIRELESS COMMUNICATIONS|||The evolution of network virtualization and native artificial intelligence (AI) paradigms have conceptualized the vision of future wireless networks as a comprehensive entity operating in whole over a digital platform with smart interaction with the physical domain, paving the way for the blooming of the Digital Twin (DT) concept. The recent interest in the DT networks is fueled by the emergence of novel wireless technologies and use-cases that exacerbate the level of complexity to orchestrate the network and to manage its resources. Driven by AI, the key principle of the DT is to create a virtual twin for the physical entities and network dynamics where the virtual twin will be leveraged to generate synthetic data and offer an on-demand platform for AI model training. Despite the common understanding that AI is the seed for DT, we anticipate that the DT and AI will be enablers for each other in a way that overcomes their limitations and complements each others' benefits. In this article, we dig into the fundamentals of DT, where we reveal the role of DT in unifying model- and data-driven approaches, and explore the opportunities offered by DT in order to achieve the optimistic vision of 6G networks. We further unfold the essential role of the theoretical underpinnings in unlocking further opportunities by AI, and hence, we unveil their pivotal impact on the realization of reliable, efficient, and low-latency DT.||
S. Bulut; T. G. Giese; M. Wende; R. Anderl|The Paperless Factory: From Document Driven Factories to Model Driven Factories|2020.0|IEEE|2020 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368341|10.1109/TALE48869.2020.9368341|Digital transformation, smart factories, Industrie 4.0, and cyber-physical systems define the 4th industrial revolution. These topics are widely discussed and are regarded with a high significance for enterprises all over the globe. Paperless factories however, are still unspecified in literature and enterprises face a challenge in finding a guideline in how to implement paperless factories. In this paper, we specify the characteristics of a paperless factory, the differentiation to a smart factory and propose a guideline for transitioning a document-based factory organization and control to a model-based one. The guideline is implemented in two teaching modules. These modules are the content of seminars, workshops, and consultation projects for the board of management, production supervisors, project leaders, and external consultants who are in charge of leading paper-based factories to partly or fully paperless factories.||
B. Schenkenfelder; C. Salomon; G. Buchgeher; R. Schossleitner; C. Kerl|The Potential of Low-Code Development in the Manufacturing Industry|2023.0|IEEE|2023 IEEE 28th International Conference on Emerging Technologies and Factory Automation (ETFA)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10275503|10.1109/ETFA54631.2023.10275503|Low-Code (Software) Development (LCD or LCSD) promises to reduce time-to-market, lower development costs, and make software development accessible to domain experts without software development training. By raising the level of abstraction beyond code through visual programming and model-driven development, a Low-Code Development Platform (LCDP) provides the tools to create software using the low-code approach. LCDPs typically support specific application types and domains such as web applications, mobile applications, data analytics platforms and dashboards. While some LCDPs exist for control systems in the manufacturing industry, this domain is not yet fully supported. In this paper, we present a multiple-case study based on five interviews to explore the role LCDPs can play in industrial automation. In particular, we investigate which use cases are considered relevant for LCDPs and what the actual requirements for such platforms are from an industrial perspective. Our results show that many different manufacturing use cases could be implemented by or already benefit from LCDPs. However, successful future LCDPs must meet certain industry-specific requirements.||
