ID|Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
|G. Gramelsberger; H. Kausch; J. Michael; F. Piller; F. Ponci; A. Praktiknjo; B. Rumpe; R. Sota; S. Venghaus|Enabling Informed Sustainability Decisions: Sustainability Assessment in Iterative System Modeling|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350816|10.1109/MODELS-C59198.2023.00151|When planning, creating, and evolving systems throughout their lifecycle, it is essential to assess their impact on our world. Despite this pressing need, existing structured methods for systematically assessing social, economic, and environmental impacts are not related to targets of the United Nations' sustainable development goals. Moreover, existing Architecture Description Languages (ADLs) lack concepts and tooling for sustainability assessment. Our aim is to allow modeling systems, their sustainability properties, and sustainability questions in a structured manner for a wide domain. This paper proposes the engineering and design of a domain-specific language for sustainability assessment embedded into ADLs and showcases its use for evaluating a citizen energy community system as a case study. We discuss possibilities on how to use such models in their further processing and explore challenges in technical realization. This initial step towards standardizing the sustainability assessments of modeled systems throughout the development is both comprehensive and formal so that developers can make informed, sustainable decisions based on consequence assessments upfront.||
|B. Caesar; N. Jansen; M. Weigand; A. Fay; B. Rumpe|Extracting Hardware Reconfiguration Models Based on Knowledge Synthesis from STEP Files|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350592|10.1109/MODELS-C59198.2023.00077|Today's industrial manufacturing challenges force manufacturers to optimize and increase the flexibility of their facilities. In practice, this requires analyzing, preparing for adaptation, and adapting brownfield manufacturing systems. The digital twin, a digital representation of a manufacturing system, is a key enabler for efficiency, flexibility, and sustainability. Unfortunately, the analysis and preparation of brownfield systems for adaptation, as well as the creation of digital twins, are challenging and time-consuming tasks. This paper presents an approach to automatically create digital models of systems based on 3D CAD models. To this end, the CAD data, stored as a STEP file, is analyzed to extract relevant information for a subsequent graph analysis, which is used to identify components, their dependencies, and the resulting functional modules. Finally, the gained knowledge is transformed into feature models that can be used as a digital model for configuration selection to support automatic reconfiguration planning of brownfield manufacturing systems. The developed approach is evaluated based on an industrial use case of a soft gripper system.||
|Z. Li; L. Liu; B. Sun; L. Zhang|Fault Diagnosis and Task Evaluation of Satellite Power subsystem Based on Digital Twin Modeling and Simulation|2023|IEEE|2023 CAA Symposium on Fault Detection, Supervision and Safety for Technical Processes (SAFEPROCESS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295826|10.1109/SAFEPROCESS58597.2023.10295826|Aiming at the problem of satellite power subsystem supply capacity imbalance caused by complex operating conditions, device faults or performance degradation during satellite on-orbit tasks, which is difficult to evaluate, a satellite power subsystem task capability evaluation method based on digital companion flight is proposed. By monitoring the consistency of digital companion flight telemetry and on-orbit actual telemtry to monitoring the occurrence of faults, and subsequently initiate model driven inference for fault diagnosis. Finally, using the simulation analysis of the digital twin model under faults, the task capability of the satellite power subsystem can be estimated before the satellite actually turns on certain power loads, so as to avoid the unexpected failure of the satellite payload task and the serious consequences of system damage. The effectiveness of the fault diagnosis and task evaluation method is verified by experiments based on actual telemetry data.||
|Vierhauser, M; Garmendia, A; Stadler, M; Wimmer, M; Cleland-Huang, J|GRuM-A flexible model-driven runtime monitoring framework and its application to automated aerial and ground vehicles|2023||JOURNAL OF SYSTEMS AND SOFTWARE||10.1016/j.jss.2023.111733|Runtime monitoring is critical for ensuring safe operation and for enabling self-adaptive behavior of Cyber-Physical Systems (CPS). Monitors are established by identifying runtime properties of interest, creating probes to instrument the system, and defining constraints to be checked at runtime. For many systems, implementing and setting up a monitoring platform can be tedious and time-consuming, as generic monitoring platforms do not adequately cover domain-specific monitoring requirements. This situation is exacerbated when the System under Monitoring (SuM) evolves, requiring changes in the monitoring platform. Most existing approaches lack support for the automated generation and setup of monitors for diverse technologies and do not provide adequate support for dealing with system evolution. In this paper, we present GRuM (Generating CPS Runtime Monitors), a framework that combines model-driven techniques and runtime monitoring, to automatically generate a customized monitoring platform for a given SuM. Relevant properties are captured in a Domain Model Fragment, and changes to the SuM can be easily accommodated by automatically regenerating the platform code. To demonstrate the feasibility and performance we evaluated GRuM against two different systems using TurtleBot robots and Unmanned Aerial Vehicles. Results show that GRuM facilitates the creation and evolution of a runtime monitoring platform with little effort and that the platform can handle a substantial amount of events and data.(c) 2023 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).||
|N. Braunisch; M. Ristin-Kaufmann; R. Lehmann; M. Wollschlaeger; H. W. van de Venn|Generation of Digital Twins for Information Exchange Between Partners in the Industrie 4.0 Value Chain|2023|IEEE|2023 IEEE 21st International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218306|10.1109/INDIN51400.2023.10218306|In Industry 4.0, the digital twin is represented as an Asset Administration Shell. The Asset Administration Shell meta-model is used to develop this digital twin. A developer needs ready-made exchange formats and data schemas to be able to work efficiently with libraries in his programming languages. The existing representations of the metamodel in XML, JSON and RDF, in their current form, have been created manually by individual working group members. This process is error-prone and inconsistent in the enforcement of serialization rules, leading to many manual re-implementations of the Asset Administration Shell in each representation. We present an approach to automatically generate the different data schemas for information exchange between partners in the Industry 4.0 value chain, based on the intermediate representation of the formalized meta-model. The approach enables a practical and simple development process of and is scalable across different exchange formats and their future changes.||
|Cheng, Y; Huang, XL; Xu, YH|Implementation of Model-driven Complex System Engineering Development System|2018|DESTECH PUBLICAT INC|2018 INTERNATIONAL CONFERENCE ON ELECTRICAL, CONTROL, AUTOMATION AND ROBOTICS (ECAR 2018)|||This paper summarizes the related technologies of model-driven complex system engineering development system and establishes a framework for the development system. Then, expounds the implementation process of the development system in detail and emphasizes the key path points of how to achieve the model-driven system research and development capability. Finally, the author puts forward two suggestions for the application and promotion of the development system.||
|H. Kohen; D. Dori|Incorporating Hardware-in-the-Loop Simulation into Object-Process Methodology|2020|IEEE|2020 IEEE International Systems Conference (SysCon)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275904|10.1109/SysCon47679.2020.9275904|We have designed and developed a way to incorporate Hardware-in-the-Loop (HIL) simulation into Model-Based Systems Engineering (MBSE) using Object-Process Methodology (OPM) ISO 19450. Implementing the HIL simulation in OPCloud, an OPM cloud-based conceptual and computational modeling framework, has enabled us to demonstrate industrial-strength capabilities. We describe the architecture of this OPM-HIL combined system and report on results with a real case study, in which the modeling encompasses stages starting with conceptual design and ending with HIL simulation and testing. This combination can serve as a basis for a model-driven systems operating system.||
|Schöne, R; Mey, J; Ebert, S; Götz, S; Assmann, U|Incremental Causal Connection for Self-Adaptive Systems Based on Relational Reference Attribute Grammars|2022|ACM|PROCEEDINGS OF THE 25TH INTERNATIONAL ACM/IEEE CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022||10.1145/3550355.3552460|Even though model-driven engineering reduces complexity during the development of self-adaptive systems and models@run.time enables using them during runtime, connecting models to different external systems still involves manual work. Those connections are essential to the complete system, as they enable external systems to react to changes in the internal model and vice versa. In our case, the model is based on Relational Reference Attribute Grammars, an extension of Attribute Grammars to enable conceptual models at runtime while retaining their benefits of modular specification and an incremental evaluation scheme. We present an approach to enable concise specification of the causal connection and needed transformations to match required formats or semantics. To show its applicability, a case study showing the coordination of multiple industrial robot arms using models is presented. We show that using our approach, connections can be specified more concisely while maintaining the same efficiency as hand-written code. The artefact comprising all source code and an executable version of the case studies is available at https://doi.org/10.5281/zenodo.7009758.||
|Ji, SY|Interactive Smart Space for Single-Person Households Using Electroencephalogram through Fusion of Digital Twin and Artificial Intelligence|2021||ENERGIES||10.3390/en14227771|The core technology for building a smart space includes the capability to analyse the space for users using various sensors. The purpose of this study was to propose a personalised interactive smart space implementation model driven by the fusion of digital twin (DT) and artificial intelligence (AI) based on electroencephalogram (EEG) data. This study utilised a handheld EEG sensor to identify a user's emotion information and focused on the connection with the space. A smart space for single-person households that responds to EEG-based biometric information was designed for an interactive space that can improve the current emotional state of the space user. The technical characteristics of DT and AI were analysed to control spatial changes according to the user's emotional state and to address safety-related issues. Furthermore, a fusion mechanism for DT and AI was developed for intelligent motor control to change the dimensions of the space in order to improve the EEG state of the user. In addition, using an AI model that converts EEG data into emotional state information, the user's emotional state was analysed, and key issues related to the spatial dimensions and change of space that induce psychological stability were investigated.||
|Hueso M.; Ãlvarez R.; MarÃ­ D.; Ribas-Ripoll V.; Lekadir K.; Vellido A.|Is generative artificial intelligence the next step toward a personalized hemodialysis?|2023|Scopus|Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181395946&doi=10.24875%2fRIC.23000162&partnerID=40&md5=0dd6118b264d6b6a33466ee4a0c7ca7f|10.24875/RIC.23000162|Artificial intelligence (AI) generative models driven by the integration of AI and natural language processing technologies, such as OpenAI's chatbot generative pre-trained transformer large language model (LLM), are receiving much public attention and have the potential to transform personalized medicine. Dialysis patients are highly dependent on technology and their treatment generates a challenging large volume of data that has to be analyzed for knowledge extraction. We argue that, by integrating the data acquired from hemodialysis treatments with the powerful conversational capabilities of LLMs, nephrologists could personalize treatments adapted to patients' lifestyles and preferences. We also argue that this new conversational AI integrated with a personalized patient-computer interface will enhance patients' engagement and self-care by providing them with a more personalized experience. However, generative AI models require continuous and accurate updates of data, and expert supervision and must address potential biases and limitations. Dialysis patients can also benefit from other new emerging technologies such as Digital Twins with which patients' care can also be addressed from a personalized medicine perspective. In this paper, we will revise LLMs potential strengths in terms of their contribution to personalized medicine, and, in particular, their potential impact, and limitations in nephrology. Nephrologists' collaboration with AI academia and companies, to develop algorithms and models that are more transparent, understandable, and trustworthy, will be crucial for the next generation of dialysis patients. The combination of technology, patient-specific data, and AI should contribute to create a more personalized and interactive dialysis process, improving patients' quality of life.||
|Wu D.; Zhang T.; Zhang X.|Job Shop Rescheduling Under Recessive Disturbance Based on Digital Twin; [æ‰°åŠ¨ç´¯ç§¯ä¸‹åŸºäºŽæ•°å­—å­ªç”Ÿçš„è½¦é—´é‡è°ƒåº¦]|2022|Scopus|Xitong Fangzhen Xuebao / Journal of System Simulation|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127352383&doi=10.16182%2fj.issn1004731x.joss.21-0110&partnerID=40&md5=95dae53d8931336e0ccc181796937011|10.16182/j.issn1004731x.joss.21-0110|A new shop rescheduling model driven by digital twin is proposed to solve the problems of disturbance cumulative rescheduling. A scheduling parameter updating method is proposed and a random probability distribution is used to describe the distribution of scheduling parameters to improve the accuracy of scheduling parameters. An implicit disturbance detection model is built based on Siamese Network using real-time data as input to realize the start time of rescheduling. The sample data for scheduling knowledge mining are extracted from the historical scheduling scenarios. Through the Pseudo-Siamese CNN, the mapping relationship between the Process state and machine state is obtained, which is applied to production online rescheduling. Simulation experiments show the feasibility of the proposed digital twin driven shop rescheduling model. Â© 2022, The Editorial Board of Journal of System Simulation. All right reserved.||
|Kholkar D.; Roychoudhury S.; Kulkarni V.; Reddy S.|Learning to adapt - Software engineering for uncertainty|2022|Scopus|ACM International Conference Proceeding Series|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125650506&doi=10.1145%2f3511430.3511449&partnerID=40&md5=ed1310debc7eea1fb32a448e2b435b12|10.1145/3511430.3511449|Modern businesses are being subjected to an unprecedented variety of change drivers that cannot be predicted such as new regulations, emerging business models, and changing needs of stakeholders. This creates new demands on enterprises to meet stated goals in a dynamic and uncertain environment that translate to demands on the enterprise's software systems. Software systems however are currently designed to deliver a fixed set of goals and assumed to operate in a static environment, falling short in addressing the need for continuous adaptation under uncertainty. State-of-the-art adaptation architectures like MAPE-K have been applied to meeting non-functional requirements in a dynamic environment using a static repository of knowledge. This paper articulates the need for architecting software systems that learn from their own operation to dynamically extend existing knowledge, and utilize the knowledge to meet stated functional goals in an uncertain environment.  Â© 2022 ACM.||
|B. Wally; J. VyskoÄil; P. NovÃ¡k; C. Huemer; R. Å indelÃ¡Å™; P. Kadera; A. Mazak-Huemer; M. Wimmer|Leveraging Iterative Plan Refinement for Reactive Smart Manufacturing Systems|2021|IEEE|IEEE Transactions on Automation Science and Engineering|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190077|10.1109/TASE.2020.3018402|Industry 4.0 production systems must support flexibility in various dimensions, such as for the products to be produced, for the production processes to be applied, and for the available machinery. In this article, we present a novel approach to design and control smart manufacturing systems. The approach is reactive, that is responds to unplanned situations and implements an iterative refinement technique, that is, optimizes itself during runtime to better accommodate production goals. For realizing these advances, we present a model-driven methodology and we provide a prototypical implementation of such a production system. In particular, we employ Planning Domain Definition Language (PDDL) as our artificial intelligence environment for automated planning of production processes and combine it with one of the most prominent Industry 4.0 standards for the fundamental production system model: IEC 62264. We show how to plan the assembly of small trucks from available components and how to assign specific production operations to available production resources, including robotic manipulators and transportation system shuttles. Results of the evaluation indicate that the presented approach is feasible and that it is able to significantly strengthen the flexibility of production systems during runtime. Note to Practitionersâ€”Smart production is an umbrella for a number of shifts and initiatives that deal with digitization of manufacturing/production systems and related issues and potentials. In this work, we present an approach for utilizing automated planning for creating production plans. This is in contrast to the traditional approach, where recipes are programmed into the production system ahead-of-time. However, automated planning relies on specific languages and tools that are hard to master by nonexperts, which is a factor that strongly limited the utilization of plan-driven approaches for industrial automation in practice. Thus, we propose to generate planning tasks automatically with model-driven engineering techniques. We are utilizing the industrial standard IEC 62264 for the description of the production system, and the academic standard Planning Domain Definition Language (PDDL) for planning. PDDL is handled completely transparent to the user, that is the user is shielded from its complexity by employing the IEC 62264 model as the sole frontend.||
|N. Kahani; M. Bagherzadeh; R. Ahmadi; J. Dingel|Leveraging modeling concepts and techniques to address challenges in network management|2023|IEEE|2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343752|10.1109/MODELS58315.2023.00021|Managing a large enterprise network is a challenging task that involves configuring and monitoring a large number of networking devices from different vendors. To simplify network management, modeling techniques have been extensively applied to model network configurations and monitoring data. The most recent proposed solution in this context are OpenConfig models, which enable vendor-neutral automation. However, adopting networking models requires significant effort and cooperation from various stakeholders.The focus of this paper is to explore the challenges associated with adopting networking models, specifically OpenConfig models, from three primary viewpoints: network engineers, internet service/content providers, and networking software/hardware vendors. We also discuss possible solutions via application of software modeling techniques to aid in the successful adoption of networking models.||
|Nast B.; Sandkuhl K.; Paulus S.; Schiller H.|MIoTA: Modeling IoT applications for air conditioning facilities with ADOxx|2023|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176132049&partnerID=40&md5=fe5b54d802300398a7ede5e938ba551a||The development of Internet of Things (IoT) applications is a multifaceted and demanding exercise that requires developers to navigate through several complicated tasks and challenges. Primary issues in this area stem from the absence of standardization and the complexity and heterogeneity inherent to the IoT landscape. Model-Driven Development (MDD) is considered an effective technique for IoT application development. We argue that there is a need for methodologies of MDD that encompass system development and integration, as well as organizational aspects. To compensate for this lack, this work introduces MIoTA (Modeling IoT Applications for Air Conditioning Facilities), a modeling method supporting IoT application development in the field of air conditioning facilities. The ADOxx-based MIoTA tool was developed in an industrial use case. It contains a Domain-Specific Modeling Language (DSML) and various functionalities to support the modeling and development processes, so no specific IT skills are required at the application level. The approach has been evaluated practically within the case study and with quality criteria in previous work. Â© 2023 Copyright for this paper by its authors.||
|MuÃ±oz P.|Measuring the fidelity of digital twin systems|2022|Scopus|Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142936449&doi=10.1145%2f3550356.3558516&partnerID=40&md5=35a6abee139e7e727ec4fad217bbe31b|10.1145/3550356.3558516|A digital twin is a virtual replica of a system at a certain level of fidelity, synchronized at a specific frequency. Digital twins often replicate physical systems whose simulations are usually computationally costly. One of the solutions to this problem proposed in the literature is to define a hierarchy of multi-fidelity digital twins, where we use one twin or another depending on the specific purpose. However, one of the challenges of this proposal is the need to determine whether the different twins are equivalent to each other and the physical system. In this thesis, we explore different methods to measure this equivalence by analyzing the state and behavior of the twins with the aid of high-level software models. Â© 2022 ACM.||
|B. Combemale; J. -M. JÃ©zÃ©quel; Q. Perez; D. Vojtisek; N. Jansen; J. Michael; F. Rademacher; B. Rumpe; A. Wortmann; J. Zhang|Model-Based DevOps: Foundations and Challenges|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350755|10.1109/MODELS-C59198.2023.00076|Time-to-market and continuous improvement are key success indicators to deliver for Industry 4.0 Cyber-Physical Systems (CPSs). There is thus a growing interest in adapting DevOps approaches coming from software systems to CPSs. However, CPSs are made not only of software but also of physical parts that need to be monitored at runtime. In this paper, we claim that Model-Driven Engineering can facilitate DevOps for CPSs by automatically connecting a CPS design model to its runtime monitoring, in the form of a digital twin.||
|E. Ahmad|Model-Based System Engineering of the Internet of Things: A Bibliometric Literature Analysis|2023|IEEE|IEEE Access|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128114|10.1109/ACCESS.2023.3277429|Model-based System Engineering (MBSE) of the Internet of Things (IoT) literature is broad, and analysis of this literature enables the identification of themes and potential future study topics that will influence system development. This paper reports on bibliometric literature analysis of MBSE of IoT. It considers conference and journal publication trends in the state-of-the-art to identify emerging research themes from the standpoint of trans/multi-disciplinary scholarship and technology. We used Elsevierâ€™s Scopus database to find relevant publications from January 2018 to December 2022. Using publication citation ranking and other factors (e.g., publication venues), we selected 110 articles and then analyzed them using BibExcel and VOSviewer software tools. With a modest decline in 2021, this analysis shows an overall increase in publications during the time period. A thematic analysis of the abstracts revealed a strong focus on the introduction of reference architectures and integration of MBSE with business and management methodologies like Agile and BPMN 2.0. Model-driven engineering and machine learning techniques are essential among the enablers for realization of complex heterogeneous IoT systems in the realm of Industry 4.0. We highlight these findings to better understand and meet the enduring challenge of scaling MBSE of IoT across diverse sectors like health, manufacturing, and transportation.||
|Alamin, KSS; Daghero, F; Pollo, G; Pagliari, DJ; Chen, YK; Macii, E; Poncino, M; Vinco, S|Model-Driven Dataset Generation for Data-Driven Battery SOH Models|2023|IEEE|2023 IEEE/ACM INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN, ISLPED||10.1109/ISLPED58423.2023.10244587|Estimating the State of Health (SOH) of batteries is crucial for ensuring the reliable operation of battery systems. Since there is no practical way to instantaneously measure it at run time, a model is required for its estimation. Recently, several data-driven SOH models have been proposed, whose accuracy heavily relies on the quality of the datasets used for their training. Since these datasets are obtained from measurements, they are limited in the variety of the charge/discharge profiles. To address this scarcity issue, we propose generating datasets by simulating a traditional battery model (e.g., a circuit-equivalent one). The primary advantage of this approach is the ability to use a simulatable battery model to evaluate a potentially infinite number of workload profiles for training the data-driven model. Furthermore, this general concept can be applied using any simulatable battery model, providing a fine spectrum of accuracy/complexity tradeoffs. Our results indicate that using simulated data achieves reasonable accuracy in SOH estimation, with a 7.2% error relative to the simulated model, in exchange for a 27X memory reduction and a approximate to 2000X speedup.||
|P. Spaney; S. Becker|Model-Driven Integration of Analysis Components for Cyber-Physical Production Systems|2023|IEEE|2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371640|10.1109/SEAA60479.2023.00033|In the course of the rapid development of Industry 4.0, manufacturing machinery is becoming ever more connected. Such Cyber-Physical Production Systems (CPPSs) produce large amounts of data, which can be used to analyze the systemâ€™s state and optimize its operation. To enable this analysis, the respective software components need to be interoperable with the CPPSs. While standards, such as OPC UA, provide interoperability on a technical protocol level, we see a vastly heterogeneous landscape of data models. Therefore, the integration of analysis components with their underlying CPPS is usually a laborious, manual process, also discouraging reuse. To facilitate the reuse of analysis software in this setting, we propose a model-driven method for integration with the underlying CPPS and the consumers of analysis results. Our contribution consists of (i) domain-specific languages for semantically enriched interface descriptions and simple mappings, (ii) a code generator toolchain to realize the specified mappings, and (iii) a simple, loosely coupled architecture for the resulting system.||
|M. R. Dadash Zadeh; A. Mazloomzadeh; H. Ghaffarzadeh; H. Castro|Model-Driven Microgrid Controller|2019|IEEE|2019 FISE-IEEE/CIGRE Conference - Living the energy Transition (FISE/CIGRE)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984972|10.1109/FISECIGRE48012.2019.8984972|Microgrid control strategy heavily depends on microgrid sources, loads, network topology, operation conventions and reliability requirements. Conventional approaches of devising and testing microgrid control functions involve higher level of complexity and requires extensive expert engineering effort. This paper presents a model-driven microgrid control approach that significantly simplifies the process of development and testing of microgrid control functions as well as performing microgrid feasibility study. A case study is presented here in which the proposed controller is applied to provide four main functions, including: 1- Control power at the microgrid point of common coupling, 2- Dispatch energy storage to minimize the cost of importing power, 3- Smooth the profile of aggregated power of renewable and energy storage, and 4- Devise load shedding strategy.||
|B. van der Sanden; Y. Li; J. van den Aker; B. Akesson; T. Bijlsma; M. Hendriks; K. Triantafyllidis; J. Verriet; J. Voeten; T. Basten|Model-Driven System-Performance Engineering for Cyber-Physical Systems : Industry Session Paper|2021|IEEE|2021 International Conference on Embedded Software (EMSOFT)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589035||System-Performance Engineering (SysPE) encompasses modeling formalisms, methods, techniques, and industrial practices to design systems for performance, where performance is taken integrally into account during the whole system life cycle. Industrial SysPE state of practice is generally model-based. Due to the rapidly increasing complexity of systems, there is a need to develop and establish model-driven methods and techniques. To structure the field of SysPE, we identify (1) industrial challenges motivating the importance of SysPE, (2) scientific challenges that need to be addressed to establish model-driven SysPE, (3) important focus areas for SysPE and (4) best practices. We conducted a survey to collect feedback on our views. The responses were used to update and validate the identified challenges, focus areas, and best practices. The final result is presented in this paper. Interesting observations are that industry sees a need for better design-space exploration support, more than for additional performance modeling and analysis techniques. Also tools and integral methods for SysPE need attention. From the identified focus areas, scheduling and supervisory control is seen as lacking established best practices.||
|M. Dalibor; N. Jansen; B. Rumpe; L. Wachtmeister; A. Wortmann|Model-Driven Systems Engineering for Virtual Product Design|2019|IEEE|2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904696|10.1109/MODELS-C.2019.00069|Model-Based Systems Engineering (MBSE) aims to provide a systems engineering methodology that leverages modeling methods to support design, analysis, verification, and validation of systems. As such, methodologies for MBSE have to be able to integrate heterogeneous engineering models from a variety of domains, including mechanical engineering, product design, legislation, and many more. Most research in this area usually only focuses on general system descriptions of a step in the system development process, without providing any interdisciplinary or interprocess connections. Thus, the models created by the domain experts are often unconnected and not suited for automated model transformations. We present a method to integrate abstract system descriptions in the Systems Modeling Language (SysML) with Computer-Aided Design (CAD) models, which are not only the primary model for geometrical hardware descriptions but also the starting point of most process chains in the context of virtual product development. The transformations of our method are realized in a plug-in for the MagicDraw modeling environment and support to generate parameters of a parameter and constraint CAD modeling approach from a SysML model. This automates the integration of abstract system descriptions with design models to foster a coherent virtual product development.||
|C. Binder; A. CalÃ ; J. Vollmar; C. Neureiter; A. LÃ¼der|Model-driven Engineering of flexible Production Systems with the RAMI Toolbox|2023|IEEE|2023 IEEE 21st International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10217882|10.1109/INDIN51400.2023.10217882|Tradition manufacturing is undergoing a significant change, mainly promoted by emerging technologies like Cyber-physical Systems (CPS) or the Industrial Internet of Things (IIoT), leading to new automated production. The rising number of dynamically interconnected elements leads to an increasing complexity in such systems, which accompanies new challenges during systems engineering and thus leads to reaching the limits of contemporary methods. While the community has recognized this, new approaches recently arose to find solutions for particular parts of this problem. However, as the need for a holistic approach emerges, the Reference Architecture Model Industry 4.0 (RAMI 4.0) has been standardized as a promising framework. While this domain-specific architecture framework is missing specifications to address all aspects of such critical infrastructure, this paper thus proposes a new modeling methodology promoting model-driven engineering (MDE) of current or future production systems based on the peculiarities of RAMI 4.0. To enable mutual architecture development across the entire system hierarchy and all stakeholders, the aspects of model-based systems engineering (MBSE) are considered. The proposed step-by-step guideline is thereby made applicable by a modeling framework called RAMI Toolbox that ensures the engineering of both greenfield and brownfield systems. Finally, the approach, including all artifacts, is evaluated based on a real-world case study proposed by Siemens.||
|Kirchhof JC,Michael J,Rumpe B,Varga S,Wortmann A|Model-driven digital twin construction: synthesizing the integration of cyber-physical systems with their information systems|2020|Association for Computing Machinery|Proceedings of the 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems|https://doi.org/10.1145/3365438.3410941;http://dx.doi.org/10.1145/3365438.3410941|10.1145/3365438.3410941|Digital twins emerge in many disciplines to support engineering, monitoring, controlling, and optimizing cyber-physical systems, such as airplanes, cars, factories, medical devices, or ships. There is an increasing demand to create digital twins as representation of cyber-physical systems and their related models, data traces, aggregated data, and services. Despite a plethora of digital twin applications, there are very few systematic methods to facilitate the modeling of digital twins for a given cyber-physical system. Existing methods focus only on the construction of specific digital twin models and do not consider the integration of these models with the observed cyber-physical system. To mitigate this, we present a fully model-driven method to describe the software of the cyber-physical system, its digital twin information system, and their integration. The integration method relies on MontiArc models of the cyber-physical system's architecture and on UML/P class diagrams from which the digital twin information system is generated. We show the practical application and feasibility of our method on an IoT case study. Explicitly modeling the integration of digital twins and cyber-physical systems eliminates repetitive programming activities and can foster the systematic engineering of digital twins.|software architecture, model-driven software engineering, information systems, digital twins, cyber-physical systems|MODELS '20
|Moreno N.; Toro-GÃ¡lvez L.; Troya J.; Canal C.|Modeling Urban Digital Twins over the Cloud-to-Thing Continuum|2022|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183835179&partnerID=40&md5=4a69bd8a809e6ca22abb5a5613815dfb||The interest in the development of smart cities and the proliferation of digital twins as a powerful information processing technology have lead to the definition of Urban Digital Twins (UDTs). UDTs model city aspects such as transportation, water supply or air pollution, together with their inherent complexity. For addressing this complexity, in this paper we propose the use of models distributed over the Cloud-to-Thing Continuum, in order to take advantage of the flexibility, scalability and computational capacity of digital services through the multiple physical infrastructures offered by this environment. Following this philosophy, we have modelled a distributed digital twin of the public bus service of the city of Malaga and the users who travel on it. We have validated the model against the real system using the USE tool, and used it to perform simulations and inferences. Â© 20023 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).||
|Wei X.; Wan S.|Multi-dimensional Model-driven Robot Digital Twin System|2023|Scopus|2023 2nd International Symposium on Sensor Technology and Control, ISSTC 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176229642&doi=10.1109%2fISSTC59603.2023.10280970&partnerID=40&md5=447be33b218e6b8611674083ba29da53|10.1109/ISSTC59603.2023.10280970|In order to achieve the goal of accurately simulating physical entities and meet the service and application requirements of digital twins, a multidimensional model-driven approach for digital twin robots is proposed in this paper. Firstly, the geometric model of the robot is constructed based on the physical space. Secondly, the constraints and physical characteristics of the robot's physical model are determined using the Denavit-Hartenberg (D-H) method. Then, the kinematic model is built based on the D-H parameters provided by the physical model to determine the behavioral model. Finally, an experimental platform is established with a virtual space update rate of 100 Hz, and trajectory verification is conducted, with relative position errors of 0.34%, 0.41%, and 0.22% for the X, Y, and Z axes respectively. The results demonstrate the effectiveness and applicability of this method in digital twin systems.  Â© 2023 IEEE.||
