sep=|
ID|Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
|Huang, YN; Dhouib, S; Medinacelli, LP; Malenfant, J|Enabling Semantic Interoperability of Asset Administration Shells Through an Ontology-based Modeling Method|2022|ACM|ACM/IEEE 25TH INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022 COMPANION||10.1145/3550356.3561606|Digital twin technology establishes the future development vision for Industry 4.0, and is also an important exploration direction for the Model-Driven Engineering (MDE) paradigm. Because it builds a more flexible and communicative production system through models that spans life cycle, hierarchy and architecture. The standard proposed under the concept of Industry 4.0, the Asset Administration Shell (AAS), provides a syntactic interoperability interface for all assets involved in smart factories. However, there is still a need to fill the gap regarding semantic interoperability, in order to allow efficient interactions between Industry 4.0 components. Ontologies are a good candidate because they provide formal semantics expressed using a knowledge representation language, and in addition, there are many associated mature tools for reasoning and inference. Therefore, we propose a modeling approach that provides semantic interoperability for AAS-based digital twins using ontologies.||
|Huang Y,Dhouib S,Medinacelli LP,Malenfant J|Enabling semantic interoperability of asset administration shells through an ontology-based modeling method|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings|https://doi.org/10.1145/3550356.3561606;http://dx.doi.org/10.1145/3550356.3561606|10.1145/3550356.3561606|Digital twin technology establishes the future development vision for Industry 4.0, and is also an important exploration direction for the Model-Driven Engineering (MDE) paradigm. Because it builds a more flexible and communicative production system through models that spans life cycle, hierarchy and architecture. The standard proposed under the concept of Industry 4.0, the Asset Administration Shell (AAS), provides a syntactic interoperability interface for all assets involved in smart factories. However, there is still a need to fill the gap regarding semantic interoperability, in order to allow efficient interactions between Industry 4.0 components. Ontologies are a good candidate because they provide formal semantics expressed using a knowledge representation language, and in addition, there are many associated mature tools for reasoning and inference. Therefore, we propose a modeling approach that provides semantic interoperability for AAS-based digital twins using ontologies.|smart manufacturing, semantic interoperability, ontology, model-driven engineering, industry 4.0, digital twins, asset administration shell|MODELS '22
|Michael, J; Schwammberger, M; Wortmann, A|Explaining Cyberphysical System Behavior With Digital Twins|2024||IEEE SOFTWARE||10.1109/MS.2023.3319580|We present a model-driven software architecture that combines the wealth of data, information, and models intrinsic to digital twins with techniques for the self-explainability of software systems to support domain experts in configuring, deploying, operating, and maintaining them.||
|B. Caesar; N. Jansen; M. Weigand; A. Fay; B. Rumpe|Extracting Hardware Reconfiguration Models Based on Knowledge Synthesis from STEP Files|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350592|10.1109/MODELS-C59198.2023.00077|Today's industrial manufacturing challenges force manufacturers to optimize and increase the flexibility of their facilities. In practice, this requires analyzing, preparing for adaptation, and adapting brownfield manufacturing systems. The digital twin, a digital representation of a manufacturing system, is a key enabler for efficiency, flexibility, and sustainability. Unfortunately, the analysis and preparation of brownfield systems for adaptation, as well as the creation of digital twins, are challenging and time-consuming tasks. This paper presents an approach to automatically create digital models of systems based on 3D CAD models. To this end, the CAD data, stored as a STEP file, is analyzed to extract relevant information for a subsequent graph analysis, which is used to identify components, their dependencies, and the resulting functional modules. Finally, the gained knowledge is transformed into feature models that can be used as a digital model for configuration selection to support automatic reconfiguration planning of brownfield manufacturing systems. The developed approach is evaluated based on an industrial use case of a soft gripper system.||
|Caesar, B; Jansen, N; Weigand, M; Fay, A; Rumpe, B|Extracting Hardware Reconfiguration Models based on Knowledge Synthesis from STEP Files|2023|IEEE|2023 ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION, MODELS-C||10.1109/MODELS-C59198.2023.00077|Today's industrial manufacturing challenges force manufacturers to optimize and increase the flexibility of their facilities. In practice, this requires analyzing, preparing for adaptation, and adapting brownfield manufacturing systems. The digital twin, a digital representation of a manufacturing system, is a key enabler for efficiency, flexibility, and sustainability. Unfortunately, the analysis and preparation of brownfield systems for adaptation, as well as the creation of digital twins, are challenging and time-consuming tasks. This paper presents an approach to automatically create digital models of systems based on 3D CAD models. To this end, the CAD data, stored as a STEP file, is analyzed to extract relevant information for a subsequent graph analysis, which is used to identify components, their dependencies, and the resulting functional modules. Finally, the gained knowledge is transformed into feature models that can be used as a digital model for configuration selection to support automatic reconfiguration planning of brownfield manufacturing systems. The developed approach is evaluated based on an industrial use case of a soft gripper system.||
|Z. Li; L. Liu; B. Sun; L. Zhang|Fault Diagnosis and Task Evaluation of Satellite Power subsystem Based on Digital Twin Modeling and Simulation|2023|IEEE|2023 CAA Symposium on Fault Detection, Supervision and Safety for Technical Processes (SAFEPROCESS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295826|10.1109/SAFEPROCESS58597.2023.10295826|Aiming at the problem of satellite power subsystem supply capacity imbalance caused by complex operating conditions, device faults or performance degradation during satellite on-orbit tasks, which is difficult to evaluate, a satellite power subsystem task capability evaluation method based on digital companion flight is proposed. By monitoring the consistency of digital companion flight telemetry and on-orbit actual telemtry to monitoring the occurrence of faults, and subsequently initiate model driven inference for fault diagnosis. Finally, using the simulation analysis of the digital twin model under faults, the task capability of the satellite power subsystem can be estimated before the satellite actually turns on certain power loads, so as to avoid the unexpected failure of the satellite payload task and the serious consequences of system damage. The effectiveness of the fault diagnosis and task evaluation method is verified by experiments based on actual telemetry data.||
|Vierhauser, M; Garmendia, A; Stadler, M; Wimmer, M; Cleland-Huang, J|GRuM-A flexible model-driven runtime monitoring framework and its application to automated aerial and ground vehicles|2023||JOURNAL OF SYSTEMS AND SOFTWARE||10.1016/j.jss.2023.111733|Runtime monitoring is critical for ensuring safe operation and for enabling self-adaptive behavior of Cyber-Physical Systems (CPS). Monitors are established by identifying runtime properties of interest, creating probes to instrument the system, and defining constraints to be checked at runtime. For many systems, implementing and setting up a monitoring platform can be tedious and time-consuming, as generic monitoring platforms do not adequately cover domain-specific monitoring requirements. This situation is exacerbated when the System under Monitoring (SuM) evolves, requiring changes in the monitoring platform. Most existing approaches lack support for the automated generation and setup of monitors for diverse technologies and do not provide adequate support for dealing with system evolution. In this paper, we present GRuM (Generating CPS Runtime Monitors), a framework that combines model-driven techniques and runtime monitoring, to automatically generate a customized monitoring platform for a given SuM. Relevant properties are captured in a Domain Model Fragment, and changes to the SuM can be easily accommodated by automatically regenerating the platform code. To demonstrate the feasibility and performance we evaluated GRuM against two different systems using TurtleBot robots and Unmanned Aerial Vehicles. Results show that GRuM facilitates the creation and evolution of a runtime monitoring platform with little effort and that the platform can handle a substantial amount of events and data.(c) 2023 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).||
|N. Braunisch; M. Ristin-Kaufmann; R. Lehmann; M. Wollschlaeger; H. W. van de Venn|Generation of Digital Twins for Information Exchange Between Partners in the Industrie 4.0 Value Chain|2023|IEEE|2023 IEEE 21st International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218306|10.1109/INDIN51400.2023.10218306|In Industry 4.0, the digital twin is represented as an Asset Administration Shell. The Asset Administration Shell meta-model is used to develop this digital twin. A developer needs ready-made exchange formats and data schemas to be able to work efficiently with libraries in his programming languages. The existing representations of the metamodel in XML, JSON and RDF, in their current form, have been created manually by individual working group members. This process is error-prone and inconsistent in the enforcement of serialization rules, leading to many manual re-implementations of the Asset Administration Shell in each representation. We present an approach to automatically generate the different data schemas for information exchange between partners in the Industry 4.0 value chain, based on the intermediate representation of the formalized meta-model. The approach enables a practical and simple development process of and is scalable across different exchange formats and their future changes.||
|Braunisch, N; Ristin-Kaufmann, M; Lehmann, R; Wollschlaeger, M; van de Venn, HW|Generation of digital twins for information exchange between partners in the Industrie 4.0 value chain|2023||2023 IEEE 21ST INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS, INDIN||10.1109/INDIN51400.2023.10218306|In Industry 4.0, the digital twin is represented as an Asset Administration Shell. The Asset Administration Shell meta-model is used to develop this digital twin. A developer needs ready-made exchange formats and data schemas to be able to work efficiently with libraries in his programming languages. The existing representations of the metamodel in XML, JSON and RDF, in their current form, have been created manually by individual working group members. This process is error-prone and inconsistent in the enforcement of serialization rules, leading to many manual re-implementations of the Asset Administration Shell in each representation. We present an approach to automatically generate the different data schemas for information exchange between partners in the Industry 4.0 value chain, based on the intermediate representation of the formalized meta-model. The approach enables a practical and simple development process of and is scalable across different exchange formats and their future changes.||
|Muñoz, P|How Alike are my Physical and Digital Twins?|2022|ACM|ACM/IEEE 25TH INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022 COMPANION||10.1145/3550356.3552393|A digital twin is a virtual replica of a system defined at a certain level of fidelity, and synchronized at a specific frequency. Digital twins are often used to replicate physical systems whose simulations are usually computationally costly. One of the solutions proposed in the literature to this problem is to define a hierarchy of multi-fidelity digital twins, where we use one twin or another depending on the specific purpose. However, one of the challenges of this proposal is the need to determine whether these twins are equivalent to each other and the physical system according to their purpose. In this work, we explore different methods to measure this equivalence by analyzing the state and behavior of the twins using high-level software models.||
|Muñoz P|How alike are my physical and digital twins?|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings|https://doi.org/10.1145/3550356.3552393;http://dx.doi.org/10.1145/3550356.3552393|10.1145/3550356.3552393|A digital twin is a virtual replica of a system defined at a certain level of fidelity, and synchronized at a specific frequency. Digital twins are often used to replicate physical systems whose simulations are usually computationally costly. One of the solutions proposed in the literature to this problem is to define a hierarchy of multi-fidelity digital twins, where we use one twin or another depending on the specific purpose. However, one of the challenges of this proposal is the need to determine whether these twins are equivalent to each other and the physical system according to their purpose. In this work, we explore different methods to measure this equivalence by analyzing the state and behavior of the twins using high-level software models.|simulation, multi-fidelity, fidelity, digital twins, conformance testing|MODELS '22
||IEEE International Conference on Automation Science and Engineering|2018|Scopus|IEEE International Conference on Automation Science and Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059978498&partnerID=40&md5=dd5dc8db398a64081381ec0f36fd94e6||The proceedings contain 249 papers. The topics discussed include: digital twin for legacy systems: simulation model testing and validation; efficient sampling procedure for selecting the largest stationary probability of a Markov chain; user force-dependent variable impedance control in human-robot interaction; an automatic visual inspection method based on statistical approach for defect detection of ship hull surfaces; an automatic visual inspection method based on statistical approach for defect detection of ship hull surfaces; model-driven consistency preservation in AutomationML; SMT solvers for job-shop scheduling problems: models comparison and performance evaluation; embedded architecture of a hydraulic demolition machine for robotic teleoperation in the construction sector; ultrasound-guided involuntary motion compensation of kidney stones in percutaneous nephrolithotomy surgery; and real-time implementation of nonlinear model predictive control for mechatronic systems using a hybrid model.||
||ITBPM 2021 - Proceedings of the 1st Italian Forum on Business Process Management, co-located with the 19th International Conference of Business Process Management, BPM 2021|2021|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116043932&partnerID=40&md5=58a183a374dde45a44263b02a5ef8983||The proceedings contain 12 papers. The topics discussed include: leveraging multi-view deep learning for next activity prediction; business process event log anomaly detection based on statistical leverage; RePROSitory: a repository platform for sharing business PROcess models and logS; human behavior as a process model: which language to use?; ChorChain: a model-driven framework for choreography-based systems using blockchain; towards the application of process mining for supporting the home hospitalization service; rule mining with RuM; digital twins composition via Markov decision processes; and big data pipeline discovery through process mining: challenges and research directions.||
|Cheng, Y; Huang, XL; Xu, YH|Implementation of Model-driven Complex System Engineering Development System|2018|DESTECH PUBLICAT INC|2018 INTERNATIONAL CONFERENCE ON ELECTRICAL, CONTROL, AUTOMATION AND ROBOTICS (ECAR 2018)|||This paper summarizes the related technologies of model-driven complex system engineering development system and establishes a framework for the development system. Then, expounds the implementation process of the development system in detail and emphasizes the key path points of how to achieve the model-driven system research and development capability. Finally, the author puts forward two suggestions for the application and promotion of the development system.||
|Oakes, BJ; Parsai, A; Van Mierlo, S; Demeyer, S; Denil, J; De Meulenaere, P; Vangheluwe, H|Improving Digital Twin Experience Reports|2021||PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING AND SOFTWARE DEVELOPMENT (MODELSWARD)||10.5220/0010236101790190|Digital twins (DTs) are prevalent throughout industrial domains as evidenced by the rapid pace of experience reports in the literature. However, there remains disagreement about the precise definition of a DT and the essential characteristics in the DT paradigm, such as the scope of the system-under-study and the time-scale of its communication with the DT. These experience reports could therefore be hampering further classification and research insights by not reporting all of these relevant details about the DT solutions. We address these concerns by providing a conceptual structure for DTs as a common understanding and checklist for researchers and practitioners to precisely describe the characteristics and capabilities of their DT solutions. We express five experience reports using our structure to demonstrate its applicability and role as a guideline to improve the reporting of characteristics and increase the clarity of future experience reports.||
|H. Kohen; D. Dori|Incorporating Hardware-in-the-Loop Simulation into Object-Process Methodology|2020|IEEE|2020 IEEE International Systems Conference (SysCon)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275904|10.1109/SysCon47679.2020.9275904|We have designed and developed a way to incorporate Hardware-in-the-Loop (HIL) simulation into Model-Based Systems Engineering (MBSE) using Object-Process Methodology (OPM) ISO 19450. Implementing the HIL simulation in OPCloud, an OPM cloud-based conceptual and computational modeling framework, has enabled us to demonstrate industrial-strength capabilities. We describe the architecture of this OPM-HIL combined system and report on results with a real case study, in which the modeling encompasses stages starting with conceptual design and ending with HIL simulation and testing. This combination can serve as a basis for a model-driven systems operating system.||
|Schöne, R; Mey, J; Ebert, S; Götz, S; Assmann, U|Incremental Causal Connection for Self-Adaptive Systems Based on Relational Reference Attribute Grammars|2022|ACM|PROCEEDINGS OF THE 25TH INTERNATIONAL ACM/IEEE CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022||10.1145/3550355.3552460|Even though model-driven engineering reduces complexity during the development of self-adaptive systems and models@run.time enables using them during runtime, connecting models to different external systems still involves manual work. Those connections are essential to the complete system, as they enable external systems to react to changes in the internal model and vice versa. In our case, the model is based on Relational Reference Attribute Grammars, an extension of Attribute Grammars to enable conceptual models at runtime while retaining their benefits of modular specification and an incremental evaluation scheme. We present an approach to enable concise specification of the causal connection and needed transformations to match required formats or semantics. To show its applicability, a case study showing the coordination of multiple industrial robot arms using models is presented. We show that using our approach, connections can be specified more concisely while maintaining the same efficiency as hand-written code. The artefact comprising all source code and an executable version of the case studies is available at https://doi.org/10.5281/zenodo.7009758.||
|Michael J,Pfeiffer J,Rumpe B,Wortmann A|Integration challenges for digital twin systems-of-systems|2022|Association for Computing Machinery|Proceedings of the 10th IEEE/ACM International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems|https://doi.org/10.1145/3528229.3529384;http://dx.doi.org/10.1145/3528229.3529384|10.1145/3528229.3529384|Research and industry leverage digital twins to monitor and control (cyber-physical) systems in various domains. For their efficient engineering, these twins need to become Systems-of-Systems (SoS), in which digital twins of smaller systems (e.g., a production machine) become parts of digital twins of larger systems (e.g., a factory). Yet, research on digital twins as SoS largely ignores reusing digital twins in SoS. Based on our experience in engineering digital twins with experts from various domains related to production systems engineering, we present insights on the challenges of composing and integrating that need to be addressed for efficient engineering of digital twins as SoS. These insights may guide future research on engineering digital twins as well as practitioners considering the challenges in building and composing digital twin systems-of-systems.|systems-of-systems, model-driven software engineering, digital twins, composition|SESoS '22
|Barosan I.; Van Der Heijden J.|Integration of SysML models in a 3D environment for Virtual Testing and Validation|2022|Scopus|ACM International Conference Proceeding Series|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134887348&doi=10.1145%2f3531056.3542784&partnerID=40&md5=98ab5b1e40d67c34799620bf2b755310|10.1145/3531056.3542784|Model-Driven Systems Engineering has been presented as a promising approach for developing complex systems. To address the complexity of systems, it is necessary to ensure that knowledge is transferred properly between projects, teams, and engineers. To avoid specification omissions and misinterpretations to surface in projects, clear communication is needed during the system's development. The introduction of SysML and systems modeling was intended to improve the communication of design intent among stakeholders and engineers. System models have multiple diagrams that are all interconnected and interrelated, such that they represent a consistent view of a system. To comprehend the structure and the behavior of a complex system, proper visualization of the SysML models is needed. There are mature commercial tools that offers support to SysML modeling, and forming the major platforms for developing the SysML models. However, the current SysML modeling tools use 2-dimensional views to visualize the models, which limits the comprehension of a complex system. To overcome this limitation, the SysML models have to integrate into a 3D virtual environment. In this paper, we present the first step towards this solution by introducing the architecture and the implementation of a conversion layer, that converts a SysML model to a 3D representation. To validate the conversion layer a prototype is presented, which converts a SysML model developed with IBM Rhapsody into a 3D representation in the Unity Game Engine. The performed test showed that the complexity of the models can be comprehended more efficiently in 3D than in a 2D environment. Moreover, visualizing the SysML models in 3D offers a better understanding and insight into the structure and the behavior of a system. Coupling the 3D representation of the SysML models with the 3D CAD representation of the modeled system, as in the Digital Twin case, offers new ways of capturing the design of a complex system.  Â© 2022 Owner/Author.||
|Ji, SY|Interactive Smart Space for Single-Person Households Using Electroencephalogram through Fusion of Digital Twin and Artificial Intelligence|2021||ENERGIES||10.3390/en14227771|The core technology for building a smart space includes the capability to analyse the space for users using various sensors. The purpose of this study was to propose a personalised interactive smart space implementation model driven by the fusion of digital twin (DT) and artificial intelligence (AI) based on electroencephalogram (EEG) data. This study utilised a handheld EEG sensor to identify a user's emotion information and focused on the connection with the space. A smart space for single-person households that responds to EEG-based biometric information was designed for an interactive space that can improve the current emotional state of the space user. The technical characteristics of DT and AI were analysed to control spatial changes according to the user's emotional state and to address safety-related issues. Furthermore, a fusion mechanism for DT and AI was developed for intelligent motor control to change the dimensions of the space in order to improve the EEG state of the user. In addition, using an AI model that converts EEG data into emotional state information, the user's emotional state was analysed, and key issues related to the spatial dimensions and change of space that induce psychological stability were investigated.||
|Ji S.Y.|Interactive smart space for single-person households using electroencephalogram through fusion of digital twin and artificial intelligence|2021|Scopus|Energies|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119719989&doi=10.3390%2fen14227771&partnerID=40&md5=b5547249348ed327a0db7e99ba1b7c6b|10.3390/en14227771|The core technology for building a smart space includes the capability to analyse the space for users using various sensors. The purpose of this study was to propose a personalised interactive smart space implementation model driven by the fusion of digital twin (DT) and artificial intelligence (AI) based on electroencephalogram (EEG) data. This study utilised a handheld EEG sensor to identify a userâ€™s emotion information and focused on the connection with the space. A smart space for single-person households that responds to EEG-based biometric information was designed for an interactive space that can improve the current emotional state of the space user. The technical characteristics of DT and AI were analysed to control spatial changes according to the userâ€™s emotional state and to address safety-related issues. Furthermore, a fusion mechanism for DT and AI was developed for intelligent motor control to change the dimensions of the space in order to improve the EEG state of the user. In addition, using an AI model that converts EEG data into emotional state information, the userâ€™s emotional state was analysed, and key issues related to the spatial dimensions and change of space that induce psychological stability were investigated. Â© 2021 by the author. Licensee MDPI, Basel, Switzerland.||
|Hueso M.; Ãlvarez R.; MarÃ­ D.; Ribas-Ripoll V.; Lekadir K.; Vellido A.|Is generative artificial intelligence the next step toward a personalized hemodialysis?|2023|Scopus|Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181395946&doi=10.24875%2fRIC.23000162&partnerID=40&md5=0dd6118b264d6b6a33466ee4a0c7ca7f|10.24875/RIC.23000162|Artificial intelligence (AI) generative models driven by the integration of AI and natural language processing technologies, such as OpenAI's chatbot generative pre-trained transformer large language model (LLM), are receiving much public attention and have the potential to transform personalized medicine. Dialysis patients are highly dependent on technology and their treatment generates a challenging large volume of data that has to be analyzed for knowledge extraction. We argue that, by integrating the data acquired from hemodialysis treatments with the powerful conversational capabilities of LLMs, nephrologists could personalize treatments adapted to patients' lifestyles and preferences. We also argue that this new conversational AI integrated with a personalized patient-computer interface will enhance patients' engagement and self-care by providing them with a more personalized experience. However, generative AI models require continuous and accurate updates of data, and expert supervision and must address potential biases and limitations. Dialysis patients can also benefit from other new emerging technologies such as Digital Twins with which patients' care can also be addressed from a personalized medicine perspective. In this paper, we will revise LLMs potential strengths in terms of their contribution to personalized medicine, and, in particular, their potential impact, and limitations in nephrology. Nephrologists' collaboration with AI academia and companies, to develop algorithms and models that are more transparent, understandable, and trustworthy, will be crucial for the next generation of dialysis patients. The combination of technology, patient-specific data, and AI should contribute to create a more personalized and interactive dialysis process, improving patients' quality of life.||
|Wu D.; Zhang T.; Zhang X.|Job Shop Rescheduling Under Recessive Disturbance Based on Digital Twin; [æ‰°åŠ¨ç´¯ç§¯ä¸‹åŸºäºŽæ•°å­—å­ªç”Ÿçš„è½¦é—´é‡è°ƒåº¦]|2022|Scopus|Xitong Fangzhen Xuebao / Journal of System Simulation|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127352383&doi=10.16182%2fj.issn1004731x.joss.21-0110&partnerID=40&md5=95dae53d8931336e0ccc181796937011|10.16182/j.issn1004731x.joss.21-0110|A new shop rescheduling model driven by digital twin is proposed to solve the problems of disturbance cumulative rescheduling. A scheduling parameter updating method is proposed and a random probability distribution is used to describe the distribution of scheduling parameters to improve the accuracy of scheduling parameters. An implicit disturbance detection model is built based on Siamese Network using real-time data as input to realize the start time of rescheduling. The sample data for scheduling knowledge mining are extracted from the historical scheduling scenarios. Through the Pseudo-Siamese CNN, the mapping relationship between the Process state and machine state is obtained, which is applied to production online rescheduling. Simulation experiments show the feasibility of the proposed digital twin driven shop rescheduling model. Â© 2022, The Editorial Board of Journal of System Simulation. All right reserved.||
|Kholkar D,Roychoudhury S,Kulkarni V,Reddy S|Learning to Adapt – Software Engineering for Uncertainty|2022|Association for Computing Machinery|Proceedings of the 15th Innovations in Software Engineering Conference|https://doi.org/10.1145/3511430.3511449;http://dx.doi.org/10.1145/3511430.3511449|10.1145/3511430.3511449|Modern businesses are being subjected to an unprecedented variety of change drivers that cannot be predicted such as new regulations, emerging business models, and changing needs of stakeholders. This creates new demands on enterprises to meet stated goals in a dynamic and uncertain environment that translate to demands on the enterprise’s software systems. Software systems however are currently designed to deliver a fixed set of goals and assumed to operate in a static environment, falling short in addressing the need for continuous adaptation under uncertainty. State-of-the-art adaptation architectures like MAPE-K have been applied to meeting non-functional requirements in a dynamic environment using a static repository of knowledge. This paper articulates the need for architecting software systems that learn from their own operation to dynamically extend existing knowledge, and utilize the knowledge to meet stated functional goals in an uncertain environment.|adaptation architecture, digital twin, knowledge modeling, learning, model driven engineering, run time models, software adaptation, software engineering, uncertainty|ISEC '22
|Kholkar D.; Roychoudhury S.; Kulkarni V.; Reddy S.|Learning to adapt - Software engineering for uncertainty|2022|Scopus|ACM International Conference Proceeding Series|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125650506&doi=10.1145%2f3511430.3511449&partnerID=40&md5=ed1310debc7eea1fb32a448e2b435b12|10.1145/3511430.3511449|Modern businesses are being subjected to an unprecedented variety of change drivers that cannot be predicted such as new regulations, emerging business models, and changing needs of stakeholders. This creates new demands on enterprises to meet stated goals in a dynamic and uncertain environment that translate to demands on the enterprise's software systems. Software systems however are currently designed to deliver a fixed set of goals and assumed to operate in a static environment, falling short in addressing the need for continuous adaptation under uncertainty. State-of-the-art adaptation architectures like MAPE-K have been applied to meeting non-functional requirements in a dynamic environment using a static repository of knowledge. This paper articulates the need for architecting software systems that learn from their own operation to dynamically extend existing knowledge, and utilize the knowledge to meet stated functional goals in an uncertain environment.  Â© 2022 ACM.||
|B. Wally; J. VyskoÄil; P. NovÃ¡k; C. Huemer; R. Å indelÃ¡Å™; P. Kadera; A. Mazak-Huemer; M. Wimmer|Leveraging Iterative Plan Refinement for Reactive Smart Manufacturing Systems|2021|IEEE|IEEE Transactions on Automation Science and Engineering|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190077|10.1109/TASE.2020.3018402|Industry 4.0 production systems must support flexibility in various dimensions, such as for the products to be produced, for the production processes to be applied, and for the available machinery. In this article, we present a novel approach to design and control smart manufacturing systems. The approach is reactive, that is responds to unplanned situations and implements an iterative refinement technique, that is, optimizes itself during runtime to better accommodate production goals. For realizing these advances, we present a model-driven methodology and we provide a prototypical implementation of such a production system. In particular, we employ Planning Domain Definition Language (PDDL) as our artificial intelligence environment for automated planning of production processes and combine it with one of the most prominent Industry 4.0 standards for the fundamental production system model: IEC 62264. We show how to plan the assembly of small trucks from available components and how to assign specific production operations to available production resources, including robotic manipulators and transportation system shuttles. Results of the evaluation indicate that the presented approach is feasible and that it is able to significantly strengthen the flexibility of production systems during runtime. Note to Practitionersâ€”Smart production is an umbrella for a number of shifts and initiatives that deal with digitization of manufacturing/production systems and related issues and potentials. In this work, we present an approach for utilizing automated planning for creating production plans. This is in contrast to the traditional approach, where recipes are programmed into the production system ahead-of-time. However, automated planning relies on specific languages and tools that are hard to master by nonexperts, which is a factor that strongly limited the utilization of plan-driven approaches for industrial automation in practice. Thus, we propose to generate planning tasks automatically with model-driven engineering techniques. We are utilizing the industrial standard IEC 62264 for the description of the production system, and the academic standard Planning Domain Definition Language (PDDL) for planning. PDDL is handled completely transparent to the user, that is the user is shielded from its complexity by employing the IEC 62264 model as the sole frontend.||
|N. Kahani; M. Bagherzadeh; R. Ahmadi; J. Dingel|Leveraging modeling concepts and techniques to address challenges in network management|2023|IEEE|2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343752|10.1109/MODELS58315.2023.00021|Managing a large enterprise network is a challenging task that involves configuring and monitoring a large number of networking devices from different vendors. To simplify network management, modeling techniques have been extensively applied to model network configurations and monitoring data. The most recent proposed solution in this context are OpenConfig models, which enable vendor-neutral automation. However, adopting networking models requires significant effort and cooperation from various stakeholders.The focus of this paper is to explore the challenges associated with adopting networking models, specifically OpenConfig models, from three primary viewpoints: network engineers, internet service/content providers, and networking software/hardware vendors. We also discuss possible solutions via application of software modeling techniques to aid in the successful adoption of networking models.||
|Nast B.; Sandkuhl K.; Paulus S.; Schiller H.|MIoTA: Modeling IoT applications for air conditioning facilities with ADOxx|2023|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176132049&partnerID=40&md5=fe5b54d802300398a7ede5e938ba551a||The development of Internet of Things (IoT) applications is a multifaceted and demanding exercise that requires developers to navigate through several complicated tasks and challenges. Primary issues in this area stem from the absence of standardization and the complexity and heterogeneity inherent to the IoT landscape. Model-Driven Development (MDD) is considered an effective technique for IoT application development. We argue that there is a need for methodologies of MDD that encompass system development and integration, as well as organizational aspects. To compensate for this lack, this work introduces MIoTA (Modeling IoT Applications for Air Conditioning Facilities), a modeling method supporting IoT application development in the field of air conditioning facilities. The ADOxx-based MIoTA tool was developed in an industrial use case. It contains a Domain-Specific Modeling Language (DSML) and various functionalities to support the modeling and development processes, so no specific IT skills are required at the application level. The approach has been evaluated practically within the case study and with quality criteria in previous work. Â© 2023 Copyright for this paper by its authors.||
|MuÃ±oz P.|Measuring the fidelity of digital twin systems|2022|Scopus|Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142936449&doi=10.1145%2f3550356.3558516&partnerID=40&md5=35a6abee139e7e727ec4fad217bbe31b|10.1145/3550356.3558516|A digital twin is a virtual replica of a system at a certain level of fidelity, synchronized at a specific frequency. Digital twins often replicate physical systems whose simulations are usually computationally costly. One of the solutions to this problem proposed in the literature is to define a hierarchy of multi-fidelity digital twins, where we use one twin or another depending on the specific purpose. However, one of the challenges of this proposal is the need to determine whether the different twins are equivalent to each other and the physical system. In this thesis, we explore different methods to measure this equivalence by analyzing the state and behavior of the twins with the aid of high-level software models. Â© 2022 ACM.||
