;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
143;Enhancing digital twins through reinforcement learning;Digital Twins are core enablers of smart and autonomous manufacturing systems. Although they strive to represent their physical counterpart as accurately as possible, slight model or data errors will remain. We present an algorithm to compensate for those residual errors through Reinforcement Learning (RL) and data fed back from the manufacturing system. When learning, the Digital Twin acts as teacher and safety policy to ensure minimal performance. We test the algorithm in a sheet metal assembly context, in which locators of the fixture are optimally adjusted for individual assemblies. Our results show a fast adaption and improved performance of the autonomous system.;IEEE Computer Societyhelp@computer.org;Conference Proceeding;IEEE International Conference on Automation Science and Engineering;2019-08-01;https://api.elsevier.com/content/abstract/scopus_id/85072946861
144;Development of Digital Twin for Load Center on the Example of Distribution Network of an Urban District;The paper proposes a concept of building a digital twin based on the reinforcement learning method. This concept allows implementing an accurate digital model of an electrical network with bidirectional automatic data exchange, used for modeling, optimization, and control. The core of such a model is an agent (potential digital twin). The agent, while constantly interacting with a physical object (electrical grid), searches for an optimal strategy for active network management, which involves short-term strategies capable of controlling the power supplied by generators and/or consumed by the load to avoid overload or voltage problems. Such an agent can verify its training with the initial default policy, which can be considered as a teacher's advice. The effectiveness of this approach is demonstrated on a test 77-node scheme and a real 17-node network diagram of the Akademgorodok microdistrict (Irkutsk) according to the data from smart electricity meters.;EDP Sciences;Conference Proceeding;E3S Web of Conferences;2020-11-23;https://api.elsevier.com/content/abstract/scopus_id/85097646193
145;Behavior-Centered Digital-Twin Design for Dynamic Cyber-Physical System Development;Digital Twins are digital models of Cyber-Physical Systems to enable not only continuous monitoring but also active functional improvement of networked services, physical products, machines and devices. This capacity is of utmost importance when recognizing and exploring business opportunities in terms of organizational and technology innovations, as well as enriching the scope of system-relevant applications. Before being operated in their target ecosystems, such as smart cities, Cyber-Physical Systems can be validated and be run as Digital Twin through executable behavior models. The development of these models captures both, the horizontal, and the vertical integration of CPS components, thus allowing to consider specific system qualities, such as pollution effects of traffic. This article investigates methodological and technological aspects of developing and operating Digital Twins along system transformation processes. We consider integration depth and breadth, connectivity, organizational intelligence, validation, and implementation variability in the context of human-centered modeling and development. The approach enriches the understanding of digital twins towards digital representation of Cyber-Physical Systems allowing for dynamic allocation of physical and digital parts according to operational conditions. An exemplary case study in traffic management demonstrates the feasibility and practicability of the communication-centered approach.;Riga Technical University;Journal;Complex Systems Informatics and Modeling Quarterly;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85141817900
146;Advancement of Digital Twin in Irrigation and Smart Farming;"Agriculture and food production has been immensely impacted by digitalization; paving the way for advanced data processing techniques and technologies possible in the field of agriculture. The aim of Smart farming is to extract information from agricultural entities to resolve issues and challenges faced with regard to rising demand, food security, and climate change. Digital Twin is a concept that has the potential to increase production and efficiency while reducing the use of energy and other materials. The potential for digital twins to succeed in sustainable agriculture is enormous. Since the agriculture sector is dynamic and complicated, it needs an advanced management system. The necessity for automatic and self-reliant agriculture set up at the initial level is critical due to the frequent occurrence of natural disasters like floods and diseases. Due to problems with soil-based systems such as erosion, heavy manual labor, water availability, and productivity issues, soilless agriculture is becoming more and more popular. Digital techniques are expected to increase the optimization of processes and assist in agricultural decision-making.";Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;2nd International Conference on Sustainable Computing and Data Communication Systems, ICSCDS 2023 - Proceedings;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85159082967
147;Towards Model-Driven Digital Twin Engineering: Current Opportunities and Future Challenges;Digital Twins have emerged since the beginning of this millennium to better support the management of systems based on (real-time) data collected in different parts of the operating systems. Digital Twins have been successfully used in many application domains, and thus, are considered as an important aspect of Model-Based Systems Engineering (MBSE). However, their development, maintenance, and evolution still face major challenges, in particular: (i) the management of heterogeneous models from different disciplines, (ii) the bi-directional synchronization of digital twins and the actual systems, and (iii) the support for collaborative development throughout the complete life-cycle. In the last decades, the Model-Driven Engineering (MDE) community has investigated these challenges in the context of software systems. Now the question arises, which results may be applicable for digital twin engineering as well. In this paper, we identify various MDE techniques and technologies which may contribute to tackle the three mentioned digital twin challenges as well as outline a set of open MDE research challenges that need to be addressed in order to move towards a digital twin engineering discipline.;Springer Science and Business Media Deutschland GmbHinfo@springer-sbm.com;Book Series;Communications in Computer and Information Science;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85094117399
148;Using UML and OCL Models to Realize High-Level Digital Twins;Digital twins constitute virtual representations of physically existing systems. However, their inherent complexity makes them difficult to develop and prove correct. In this paper we explore the use of UML and OCL, complemented with an executable language, SOIL, to build and test digital twins at a high level of abstraction. We also show how to realize the bidirectional connection between the UML models of the digital twin in the USE tool with the physical twin, using an architectural framework centered on a data lake. We have built a prototype of the framework to demonstrate our ideas, and validated it by developing a digital twin of a Lego Mindstorms car. The results allow us to show some interesting advantages of using high-level UML models to specify virtual twins, such as simulation, property checking and some other types of tests.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Companion Proceedings - 24th International Conference on Model-Driven Engineering Languages and Systems, MODELS-C 2021;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85123990225
149;Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML;In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0).;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;IEEE International Conference on Emerging Technologies and Factory Automation, ETFA;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85122922012
150;Information modeling for cyber-physical production system based on digital twin and AutomationML;Production systems play an important role in intelligent manufacturing. A large number of manufacturing resources are designed and developed with virtual (digital) ones, which will be associated with the physical ones throughout their lifecycle. With the recent emergence of information and communications technologies (ICTs), such as internet of things, big data, virtual reality, artificial intelligence, and 5G, the interconnection and interaction between physical resources and virtual ones become possible in production systems. Digital twin (DT) shows great potential to realize the cyber-physical production system (CPPS) in the era of Industry 4.0. In this paper, we present our vision on integrating various physical resources into CPPS via DT and AutomationML. To elaborate on how to apply ICTs, this paper firstly explores a generic architecture of CPPS based on DT. DT is a virtual and authoritative representation of physical manufacturing resource, since DT includes various models and manufacturing big data of resource. The proposed architecture is illustrated in detail as follows: (1) physical layer, (2) network layer, (3) virtual layer, and (4) application layer. A case of expert fault diagnose for aircraft engine is presented using the proposed information fusion in the architecture. Secondly, this paper proposes an approach of information modeling for CPPS based on AutomationML. Various manufacturing services can be encapsulated and defined in the standardized format (AutomationML), and then the corresponding virtual manufacturing resources (DTs) will be integrated into CPPS. Finally, this paper describes a case of information modeling for blisk machining and demonstrates the modeling approach in real-life scenarios for support manufacturing resource sharing via DT. Furthermore, the conclusion and further work is briefly summarized.;Springer;Journal;International Journal of Advanced Manufacturing Technology;2020-03-01;https://api.elsevier.com/content/abstract/scopus_id/85081887346
151;Model-based generation of run-time data collection systems exploiting AutomationML;Production system operators need support for collecting and pre-processing data on production systems consisting of several system components, as foundation for optimization and defect detection. Traditional approaches based on hard-coded programming of such run-time data collection systems take time and effort, and require both domain and technology knowledge. In this article, we introduce the AML-RTDC approach, which combines the strengths of AutomationML (AML) data modeling and model-driven engineering, to reduce the manual effort for realizing the run-time data collection (RTDC) system. We evaluate the feasibility of the AML-RTDC approach with a demonstration case about a lab-sized production system and a use case based on real-world requirements.;De Gruyter Oldenbourghbear@kams.or.kr;Journal;At-Automatisierungstechnik;2018-10-25;https://api.elsevier.com/content/abstract/scopus_id/85055572325
152;Digital Twin Data Modeling with AutomationML and a Communication Methodology for Data Exchange;In the context of the Cyber Physical Systems toward the realization of a Digital Twin system for future manufacturing and product service systems we propose the use of AutomationML to model attributes related to the Digital Twin. Also, we propose that this model is very useful for data exchange between different systems that are connected with the Digital Twin. We present a case study where a industrial component was modeled and simulated to prove that our methodology works.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/85006391498
153;A Methodology for Digital Twin Modeling and Deployment for Industry 4.0;"The digital twin (DT) is a virtual representation of a physical object, which has been proposed as one of the key concepts for Industry 4.0. The DT provides a virtual representation of products along their lifecycle that enables the prediction and optimization of the behavior of a production system and its components. A methodology design using model-driven engineering (MDE) is proposed that strives toward being both flexible and generic. This approach is presented at two levels: first, a DT is modeled as a composition of basic components that provide basic functionalities, such as identification, storage, communication, security, data management, human-machine interface (HMI), and simulation; second, an aggregated DT is defined as a hierarchical composition of other DTs. A generic reference architecture based on these concepts and a concrete implementation methodology are proposed using AutomationML. This methodology follows an MDE approach that supports most of the DT features currently proposed in the literature. A case study has been developed, the proposed ideas are being evaluated with industrial case studies, and some of the preliminary results are described in this article. With the case study, it is possible to verify that the proposed methodology supports the creation and the deployment process of a DT.";Institute of Electrical and Electronics Engineers Inc.;Journal;Proceedings of the IEEE;2021-04-01;https://api.elsevier.com/content/abstract/scopus_id/85098780861
154;Taming the Complexity of Digital Twins;Current digital twin standards are based on architectures that have been shown to produce unnecessary accidental complexity. New standards are therefore needed to support the efficient implementation of digital twins and their seamless integration with other systems.;IEEE Computer Society;Journal;IEEE Software;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85120072713
155;A machine learning digital twin approach for critical process parameter prediction in a catalyst manufacturing line;Digital twins (DTs) are rapidly changing how manufacturing companies leverage the large volumes of data they generate daily to gain a competitive advantage and optimize their supply chains. When coupled with recent developments in machine learning (ML), DTs have the potential to generate invaluable insights for process manufacturing companies to help them optimize their manufacturing processes. However, this potential has yet to be fully exploited due to the challenges that process manufacturing companies face in developing and implementing DTs in their organizations. Although DTs are receiving increasing attention in both industry and academia, there is limited literature on how to apply them in the process industry. To address this gap, this paper presents a framework for developing ML-based DTs to predict critical process parameters in real time. The proposed framework is tested through a case study at an international process manufacturing company in which it was used to collect and process plant data, build accurate predictive models for two critical process parameters, and develop a DT application to visualize the models’ predictions. The case study demonstrated the usefulness of the proposed DT–ML framework in the sense that it provided the company with more accurate predictions than the models it previously applied. The study provides insights into the value of applying ML-based DT in the process industry and sheds light on some of the challenges associated with the application of this technology.;Elsevier B.V.;Journal;Computers in Industry;2023-10-01;https://api.elsevier.com/content/abstract/scopus_id/85164238444
156;Enabling semantic interoperability of asset administration shells through an ontology-based modeling method;Digital twin technology establishes the future development vision for Industry 4.0, and is also an important exploration direction for the Model-Driven Engineering (MDE) paradigm. Because it builds a more flexible and communicative production system through models that spans life cycle, hierarchy and architecture. The standard proposed under the concept of Industry 4.0, the Asset Administration Shell (AAS), provides a syntactic interoperability interface for all assets involved in smart factories. However, there is still a need to fill the gap regarding semantic interoperability, in order to allow efficient interactions between Industry 4.0 components. Ontologies are a good candidate because they provide formal semantics expressed using a knowledge representation language, and in addition, there are many associated mature tools for reasoning and inference. Therefore, we propose a modeling approach that provides semantic interoperability for AAS-based digital twins using ontologies.;Association for Computing Machinery, Inc;Conference Proceeding;Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings;2022-10-23;https://api.elsevier.com/content/abstract/scopus_id/85142934810
157;KNOWLEDGE STRUCTURES OVER SIMULATION UNITS;Modern cyber-physical applications, such as those adopting the Digital Twin paradigm, typically connect simulators with data-rich components and domain knowledge, both often formalized as knowledge graphs. Engineering such applications poses challenges to developers. This paper presents a language-based integration of knowledge graphs and simulators for object-oriented languages. We use Functional Mock-Up Objects (FMOs) as a programming layer to encapsulate simulators compliant with the FMI standard into OO structures and integrate FMOs into the class and type systems. We show how FMOs can be integrated into knowledge graphs by means of semantical lifting, and used to ensure structural properties of cyber-physical applications. We provide a prototype implementation of the proposed integration and discuss how it can be realized in other languages. Finally, the use of FMOs in practice is illustrated by two case studies.;The Society for Modeling and Simulation International;Conference Proceeding;Simulation Series;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85146968117
158;Digital Twin Reconfiguration Using Asset Models;Digital twins need to adapt to changes in the physical system they reflect. In this paper, we propose a solution to dynamically reconfigure simulators in a digital twin that exploits formalized asset models for this purpose. The proposed solution uses (1) semantic reflection in the programs orchestrating the simulators of the digital twin, and (2) semantic web technologies to formalize domain constraints and integrate asset models into the digital twin, as well as to validate semantically reflected digital twin configurations against these domain constraints on the fly. We provide an open-source proof-of-concept implementation of the proposed solution.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85142758544
159;Programming and Debugging with Semantically Lifted States;We propose a novel integration of programming languages with semantic technologies. We create a semantic reflection mechanism by a direct mapping from program states to RDF knowledge graphs. This mechanism enables several promising novel applications including the use of semantic technology, including reasoning, for debugging and validating the sanity of program states, and integration with external knowledge graphs. Additionally, by making the knowledge graph accessible from the program, method implementations can refer to state semantics rather than objects, establishing a deep integration between programs and semantics. This allows the programmer to use domain knowledge formalized as, e.g., an ontology directly in the program’s control flow. We formalize this integration by defining a core object based programming language that incorporates these features. A prototypical interpreter is available for download.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85111141938
160;A data-level fusion approach for degradation modeling and prognostic analysis under multiple failure modes;Operating units, in practice, often suffer from multiple modes of failure, and each failure mode has a distinct influence on the service life cycle path of a unit. The rapid development of sensor and communication technologies has enabled multiple sensors to simultaneously monitor and track the health status of a unit in real time. However, one challenging question that remains to be resolved is how to leverage data from multiple sensors for better degradation modeling and prognostic analysis, especially when there are multiple failure modes. Currently, many of the existing approaches in prognostics either (a) fail to capture the dependency between sensors and instead focus on analyzing each sensor independently or (b) fail to incorporate the failure-mode diagnosis for better degradation modeling and prognostics during condition monitoring. To address the limitations in the existing literature, we propose a data-level fusion methodology to construct a composite failure-mode index, named FM-INDEX, via the fusion of multiple sensor data. Our goal is to utilize the FM-INDEX to better characterize the failure mode of an operating unit in real time, thus leading to better degradation modeling and prognostic analysis. A case study that involves the degradation data set of an aircraft gas turbine engine with two potential failure modes is conducted to numerically evaluate the performance of our proposed method compared to other techniques in the related literature.;American Society for Qualityhelp@asq.org;Journal;Journal of Quality Technology;2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85055025482
161;A digital twin-driven approach for the assembly-commissioning of high precision products;"High precision products (HPPs) with multidisciplinary coupling are widely used in aerospace, marine, chemical and other fields. Since the internal structure of HPPs is complex and compact, the assembly process requires high precision and involves multidisciplinary coupling. Traditional assembly process of HPPs is based on manual experience, which results in low assembly efficiency and poor-quality consistency. Given the above problems, this research proposes a digital twin-driven assembly-commissioning approach for HPPs. Firstly, this paper introduces the theoretical framework of digital twin-driven assembly-commissioning. Secondly, we introduce the construction method of assembly-commissioning total factor information model based on digital twin technology; the fusion method of twin data and the interoperability method between digital twin models; in addition, the assembliability prediction and assembly-commissioning process optimization methods. Finally, a case study product is used to verify the effectiveness and feasibility of the proposed method.";Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-02-01;https://api.elsevier.com/content/abstract/scopus_id/85069044841
162;A Digital Twin approach based on nonparametric Bayesian network for complex system health monitoring;This paper proposes a Digital Twin approach for health monitoring. In this approach, a Digital Twin model based on nonparametric Bayesian network is constructed to denote the dynamic degradation process of health state and the propagation of epistemic uncertainty. Then, a real-time model updating strategy based on improved Gaussian particle filter (GPF) and Dirichlet process mixture model (DPMM) is presented to enhance the model adaptability. On one hand, for those parameters in the nonparametric Bayesian network with prior models, the improved GPF is used to update them in real time. On the other hand, for parameters lacking a prior model, DPMM is proposed to learn hidden variables, which adaptively update the model structure and greatly reduce uncertainty. Experiments on the electro-optical system are conducted to validate the feasibility of the Digital Twin approach and verify the effectiveness of the nonparametric Bayesian network. The results of comparative experiments prove that the Digital Twin approach based on nonparametric Bayesian Network has a good model self-learning ability, which improves the accuracy of health monitoring.;Elsevier B.V.;Journal;Journal of Manufacturing Systems;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85089534296
163;Remaining useful life estimation - A review on the statistical data driven approaches;Remaining useful life (RUL) is the useful life left on an asset at a particular time of operation. Its estimation is central to condition based maintenance and prognostics and health management. RUL is typically random and unknown, and as such it must be estimated from available sources of information such as the information obtained in condition and health monitoring. The research on how to best estimate the RUL has gained popularity recently due to the rapid advances in condition and health monitoring techniques. However, due to its complicated relationship with observable health information, there is no such best approach which can be used universally to achieve the best estimate. As such this paper reviews the recent modeling developments for estimating the RUL. The review is centred on statistical data driven approaches which rely only on available past observed data and statistical models. The approaches are classified into two broad types of models, that is, models that rely on directly observed state information of the asset, and those do not. We systematically review the models and approaches reported in the literature and finally highlight future research challenges. © 2011 Elsevier B.V. All rights reserved.;Elsevier B.V.;Journal;European Journal of Operational Research;2011-08-16;https://api.elsevier.com/content/abstract/scopus_id/79955584653
164;Design and Implementation of Smart Manufacturing Systems Through AR for Data-Driven Digital Twin System;Modification of size, residual stress, and surface roughness have an enormous impact on a complex mechanical product’s final machining quality. Machine quality can be ensured using Digital Twin (DT) technology by checking the real-time machining process. The virtual–real separation display method is the most modern DT System (DTS). It results in the ineffective transmission of the necessary restricting the use of the DTS by processing data on-site technicians to support field processing. Augmented Reality (AR) monitoring the manufacturing process approach to solve this problem is proposed based on the DT. First, the dynamic multi-view for AR is built using data from multiple sources. Second, real-time monitoring of complex product’s intermediate processes incorporates AR to encourage communication between the users of the DT machining system. The outcome of the system can prevent errors that cannot be fixed. An application case for observing will be used to confirm the viability and the efficacy of the proposed method.;Springer;Journal;SN Computer Science;2023-09-01;https://api.elsevier.com/content/abstract/scopus_id/85166225404
165;Digital twin-driven product design, manufacturing and service with big data;Nowadays, along with the application of new-generation information technologies in industry and manufacturing, the big data-driven manufacturing era is coming. However, although various big data in the entire product lifecycle, including product design, manufacturing, and service, can be obtained, it can be found that the current research on product lifecycle data mainly focuses on physical products rather than virtual models. Besides, due to the lack of convergence between product physical and virtual space, the data in product lifecycle is isolated, fragmented, and stagnant, which is useless for manufacturing enterprises. These problems lead to low level of efficiency, intelligence, sustainability in product design, manufacturing, and service phases. However, physical product data, virtual product data, and connected data that tie physical and virtual product are needed to support product design, manufacturing, and service. Therefore, how to generate and use converged cyber-physical data to better serve product lifecycle, so as to drive product design, manufacturing, and service to be more efficient, smart, and sustainable, is emphasized and investigated based on our previous study on big data in product lifecycle management. In this paper, a new method for product design, manufacturing, and service driven by digital twin is proposed. The detailed application methods and frameworks of digital twin-driven product design, manufacturing, and service are investigated. Furthermore, three cases are given to illustrate the future applications of digital twin in the three phases of a product respectively.;Springer London;Journal;International Journal of Advanced Manufacturing Technology;2018-02-01;https://api.elsevier.com/content/abstract/scopus_id/85015707925
166;A hybrid framework combining data-driven and model-based methods for system remaining useful life prediction;Remaining useful life prediction is one of the key requirements in prognostics and health management. While a system or component exhibits degradation during its life cycle, there are various methods to predict its future performance and assess the time frame until it does no longer perform its desired functionality. The proposed data-driven and model-based hybrid/fusion prognostics framework interfaces a classical Bayesian model-based prognostics approach, namely particle filter, with two data-driven methods in purpose of improving the prediction accuracy. The first data-driven method establishes the measurement model (inferring the measurements from the internal system state) to account for situations where the internal system state is not accessible through direct measurements. The second data-driven method extrapolates the measurements beyond the range of actually available measurements to feed them back to the model-based method which further updates the particles and their weights during the long-term prediction phase. By leveraging the strengths of the data-driven and model-based methods, the proposed fusion prognostics framework can bridge the gap between data-driven prognostics and model-based prognostics when both abundant historical data and knowledge of the physical degradation process are available. The proposed framework was successfully applied on lithium-ion battery remaining useful life prediction and achieved a significantly better accuracy compared to the classical particle filter approach.;Elsevier Ltd;Journal;Applied Soft Computing Journal;2016-07-01;https://api.elsevier.com/content/abstract/scopus_id/84964614154
167;A hybrid predictive maintenance approach for CNC machine tool driven by Digital Twin;As a typical manufacturing equipment, CNC machine tool (CNCMT) is the mother machine of industry. Fault of CNCMT might cause the loss of precision and affect the production if troubleshooting is not timely. Therefore, the reliability of CNCMT has a big significance. Predictive maintenance is an effective method to avoid faults and casualties. Due to less consideration of the status variety and consistency of CNCMT in its life cycle, current methods cannot achieve accurate, timely and intelligent results. To realize reliable predictive maintenance of CNCMT, a hybrid approach driven by Digital Twin (DT) is studied. This approach is DT model-based and DT data-driven hybrid. With the proposed framework, a hybrid predictive maintenance algorithm based on DT model and DT data is researched. At last, a case study on cutting tool life prediction is conducted. The result shows that the proposed method is feasible and more accurate than single approach.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-10-01;https://api.elsevier.com/content/abstract/scopus_id/85082683374
168;Connotation, architecture and trends of product digital twin;Digital twin technology is considered as the core and crucial technology to fulfill cyber-physical systems. Product digital twin is one of applications of digital twin technology in the process of product development. However, the research on it is still in its infancy and there are only few unsystematic research findings presented. The concept of digital twin technology based on review of digital twin background and the architecture for product digital twin based on systematic analysis of its connotation were proposed. The implementation approach of product digital twin in the stage of product design, manufacturing and service was investigated. The evolving trends of product digital twin concerning its features in the future were predicted.;CIMS;Journal;Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS;2017-04-01;https://api.elsevier.com/content/abstract/scopus_id/85021844855
169;Shaping the digital twin for design and production engineering;The digitalization of manufacturing fuels the application of sophisticated virtual product models, which are referred to as digital twins, throughout all stages of product realization. Particularly, more realistic virtual models of manufactured products are essential to bridge the gap between design and manufacturing and to mirror the real and virtual worlds. In this paper, we propose a comprehensive reference model based on the concept of Skin Model Shapes, which serves as a digital twin of the physical product in design and manufacturing. In this regard, model conceptualization, representation, and implementation as well as applications along the product life-cycle are addressed.;Elsevier USA;Journal;CIRP Annals - Manufacturing Technology;2017-01-01;https://api.elsevier.com/content/abstract/scopus_id/85018723536
170;Digital twin workshop: a new paradigm for future workshop;With the integration and extensive applications for new generation of information technologies (such as cloud computing, internet of things, big data, mobile internet, artificial intelligence) in manufacturing industry, a number of countries had put forward their national advanced manufacturing development strategies, such as Industry 4.0 in Germany, Industrial Internet and manufacturing system based on Cyber-Physical Systems (CPS) in USA, as well as Made in China 2025 and Internet Plus Manufacturing in China. Although each of these strategies was proposed under different circumstances, one of the common purposes of these strategies was to achieve the interconnection, interoperability between physical world and the information world of manufacturing and the intelligent operation of manufacturing. As one of bottlenecks to achieve this purpose, the communication and interaction between the physical world and the information world of manufacturing must be solved. To solve the problem, a novel concept of Digital Twin Workshop (DTW) based on digital twin was proposed. Complementary to the concept, the characteristics, architecture, system composition, operating mechanism and enabling key technologies were also elaborated and discussed respectively. On this basis, the theory and implementation of the communication and interaction between physical and information world of workshop based on workshop digital twin data were discussed.;CIMS;Journal;Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS;2017-01-01;https://api.elsevier.com/content/abstract/scopus_id/85016456422
171;A generic tri-model-based approach for product-level digital twin development in a smart manufacturing environment;Smart manufacturing, as an emerging manufacturing paradigm, leverages massive in-context data from manufacturing systems for intelligent decision makings. In such context, Cyber-Physical Systems (CPS) play a key role in digitizing manufacturing systems and integrating multiple systems together for collaborative works. Amongst different levels of smartness and connectedness of CPS, Digital Twin (DT), as an exact digital copy of a physical object or system including its properties and relationship with the environment, has a significant impact on realizing smart manufacturing. A DT constantly synchronizes with its physical system and provides real-time high-fidelity simulations of the system and offers ubiquitous control over the system. Despite its great advantages, few works have been discussed about DT reference models, let alone a generic manner to establish it for smart manufacturing. Aiming to fill the gap, this research introduces a generic CPS system architecture for DT establishment in smart manufacturing with a novel tri-model-based approach (i.e. digital model, computational model and graph-based model) for product-level DT development. The tri-model works concurrently to simulate real-world physical behaviour and characteristics of the digital model. To validate the proposed architecture and approach, a case study of an open source 3D printer DT establishment is further conducted. Conclusions and future works are also highlighted to provide insightful knowledge to both academia and industries at last.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-08-01;https://api.elsevier.com/content/abstract/scopus_id/85079352073
172;In-process tool condition forecasting based on a deep learning method;It is widely acknowledged that machining precision and surface integrity are greatly affected by cutting tool conditions. In order to enable early cutting tool replacement and proactive actions, tool wear conditions should be estimated in advance and updated in real-time. In this work, an approach to in-process tool condition forecasting is proposed based on a deep learning method. A long short-term memory network is designed to forecast multiple flank wear values based on historical data. A residual convolutional neural network is built to enable in-process tool condition monitoring, using raw signals acquired during the machining process. The integration of them enables in-process tool condition forecasting. Median-based correction and mean-based correction are adopted to improve the accuracy. IEEE PHM 2010 challenge data has been used to illustrate and validate this approach. Experimental study and quantitative comparisons showed that future flank wear values could be precisely forecasted during the machining process. The proposed approach contributes to prompt and reliable cutting tool condition forecasting, which will support the decision-making about cutting tool replacement in data-driven smart manufacturing.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-08-01;https://api.elsevier.com/content/abstract/scopus_id/85078671065
173;Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues;This paper reviews the recent development of Digital Twin technologies in manufacturing systems and processes, to analyze the connotation, application scenarios, and research issues of Digital Twin-driven smart manufacturing in the context of Industry 4.0. To understand Digital Twin and its future potential in manufacturing, we summarized the definition and state-of-the-art development outcomes of Digital Twin. Existing technologies for developing a Digital Twin for smart manufacturing are reviewed under a Digital Twin reference model to systematize the development methodology for Digital Twin. Representative applications are reviewed with a focus on the alignment with the proposed reference model. Outstanding research issues of developing Digital Twins for smart manufacturing are identified at the end of the paper.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-02-01;https://api.elsevier.com/content/abstract/scopus_id/85070213247
174;A Reliability Allocation Method for Mechanical Product Based on Meta-Action;"For a long time, the machinery's reliability allocation methods have followed the electronics', and thus all of the interactions among moving components and parts in machines are neglected. In fact, the allocated results are not reasonable for mechanical products; even the allocation granularity is not appropriate to guide the reliability design. To overcome these problems, this paper proposes an allocation method based on meta-action. By using the function-movement-action method, we decompose the mechanical product into meta-actions. An action is used as the basic unit of reliability control, and all the parts contributing to the action are treated as a whole. The interactions of the parts which contribute to the same action are treated as the internal forces of meta-actions, and others are considered as the interactions between meta-actions by the consideration of common parts in different units. An illustrative example shows the proposed method makes the results more reasonable and more convenient to guide mechanical product designs.";Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Reliability;2020-03-01;https://api.elsevier.com/content/abstract/scopus_id/85068263566
