;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
53;Hybrid learning-based digital twin for manufacturing process: Modeling framework and implementation;Digital twin (DT) and artificial intelligence (AI) technologies are powerful enablers for Industry 4.0 toward sustainable resilient manufacturing. Digital twins of machine tools and machining processes combine advanced digital techniques and production domain knowledge, facilitate the enhancement of agility, traceability, and resilience of production systems, and help machine tool builders achieve a paradigm shift from one-time products provision to on-going service delivery. However, the adaptability and accuracy of digital twins at the shopfloor level are restricted by heterogeneous data sources, modeling precision as well as uncertainties from dynamical industrial environments. This article proposes a novel modeling framework to address these inadequacies by in-depth integrating AI techniques and machine tool expertise using aggregated data along the product development process. A data processing procedure is constructed to contextualize metadata sources from the design, planning, manufacturing, and quality stages and link them into a digital thread. On this consistent data basis, a modeling pipeline is presented to incorporate production and machine tool prior knowledge into AI development pipeline, while considering the multi-fidelity nature of data sources in dynamic industrial circumstances. In terms of implementation, we first introduce our existing work for building digital twins of machine tool and manufacturing process. Within this infrastructure, we developed a hybrid learning-based digital twin for manufacturing process following proposed modeling framework and tested it in an external industrial project exemplarily for real-time workpiece quality monitoring. The result indicates that the proposed hybrid learning-based digital twin enables learning uncertainties of the interaction of machine tools and machining processes in real industrial environments, thus allows estimating and enhancing the modeling reliability, depending on the data quality and accessibility. Prospectively, it also contributes to the reparametrization of model parameters and to the adaptive process control.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2023-08-01;https://api.elsevier.com/content/abstract/scopus_id/85148320496
54;Modular approach to kinematic reliability analysis of industrial robots;The robot kinematic reliability analysis methods based on parts or the whole machine have defects in accuracy and efficiency. Therefore, the paper proposes an efficient method to calculate and evaluate the kinematic reliability of industrial robots based on motion function modules (MFMs). Taking MFMs as the basic analysis units, the paper focuses on the influence of the uncertainty of intermediate MFMs on robot kinematic reliability. Based on the differential linearization error model and multivariate Gaussian distribution method, the transfer and accumulation of errors in the joint motion layer and the functional layer are described. And then, the summation method is proposed to calculate and evaluate the kinematic reliability of industrial robots. Through the error sum functions, the error variables are integrated into the appropriate motion module layer. It can effectively reduce the number of uncertain parameters in the kinematic reliability model, and then reduce the operation cost. In the case study, a TA6R robot is taken as an example to verify the accuracy and practicability of the proposed method.;Elsevier Ltd;Journal;Reliability Engineering and System Safety;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85138468520
55;Structural performance prediction based on the digital twin model: A battery bracket example;Battery bracket for new energy commercial vehicles is subjected to variable loads and battery temperature changes both during the design road test phase and in-service operation. Therefore, their structural performance must be evaluated in real-time for reliability design and health monitoring. With the rapid development of industrial digitization, the digital twin has become an indispensable technology. This paper proposes a digital twin approach for predictive monitoring of the performance of mechanical structures. Taking the structural performance for the battery bracket of new energy commercial vehicles as an example, this paper builds a unit-level digital twin model—DTMAR. It comprises the numerical model, NN-RSR model, and hybrid machine learning model. The results reveal that the DTMAR model can efficiently and accurately calculate and predict the structural performance. This can not only provide constructive guidance for optimal design of the next generation product structure, but also aid in evaluating the structural reliability of the battery bracket of new energy commercial vehicles and improve their driving safety.;Elsevier Ltd;Journal;Reliability Engineering and System Safety;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85139312312
56;A bio-inspired LIDA cognitive-based Digital Twin architecture for unmanned maintenance of machine tools;Affected by COVID-19, the maintenance process of machine tools is significantly hindered, while unmanned maintenance becomes an emerging trend in such background. So far, three challenges, namely, the dependence on maintenance experts, the dynamic maintenance environments, and unsynchronized interactions between physical and information sides, exist as the main obstacles in its widespread applications. In order to fill this gap, a bio-inspired LIDA cognitive-based Digital Twin architecture is proposed, so as to achieve unmanned maintenance of machine tools through a self-constructed, self-evaluated, and self-optimized manner. A three phases process in the architecture, including the physical phase, virtual phase, and service phase, is further introduced to support the cognitive cycle for unmanned maintenance of machine tools. An illustrative example is depicted in the unmanned fault diagnosis on the rolling bearing of a drilling platform, which validates the feasibility and advantages of the proposed architecture. As an explorative study, it is wished that this work provides useful insights for unmanned maintenance of machine tools in a dynamic production environment.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2023-04-01;https://api.elsevier.com/content/abstract/scopus_id/85146253579
57;A multi-agent and cloud-edge orchestration framework of digital twin for distributed production control;The demands for mass individualization and networked collaborative manufacturing are increasing, bringing significant challenges to effectively organizing idle distributed manufacturing resources. To improve production efficiency and applicability in the distributed manufacturing environment, this paper proposes a multi-agent and cloud-edge orchestration framework for production control. A multi-agent system is established both at the cloud and the edge to achieve the operation mechanism of cloud-edge orchestration. By leveraging Digital Twin (DT) technology and Industrial Internet of Things (IIoT), real-time status data of the distributed manufacturing resources are collected and processed to perform the decision-making and manufacturing execution by the corresponding agent with permission. Based on the generated data of distributed shop floors and factories, the cloud production line model is established to support the optimal configuration of the distributed idle manufacturing resources by applying a systematic evaluation method and digital twin technology, which reflects the actual manufacturing scenario of the whole production process. In addition, a rescheduling decision prediction model for distributed control adjustment on the cloud is developed, which is driven by Convolutional Neural Network (CNN) combined with Bi-directional Long Short-Term Memory (BiLSTM) and attention mechanism. A self-adaptive strategy that makes the real-time exceptions results available on the cloud production line for holistic rescheduling decisions is brought to make the distributed manufacturing resources intelligent enough to address the influences of different degrees of exceptions at the edge. The applicability and efficiency of the proposed framework are verified through a design case.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2023-08-01;https://api.elsevier.com/content/abstract/scopus_id/85147843969
58;Intelligent tool wear prediction based on Informer encoder and stacked bidirectional gated recurrent unit;Tool wear prediction is critical to the safety of the machining environment and the reliability of machining quality. To achieve accurate prediction, we propose a novel deep learning-based model with the backbone of the Informer encoder and a stacked bidirectional gated recurrent unit (IE-SBiGRU) network. A long temporal feature sequence with abundant information is initially derived from multichannel sensor signals. Compared to convolutional and recurrent neural network based approaches, the proposed model realizes a global inceptive field of long input sequence without multi-layer stacks and parallel computing of long-range dependencies, respectively. In comparison with the Transformer encoder, the Informer encoder reduces the attention matrix sparsity of the global temporal features, and the dominant feature map is selected with increased computing efficiency. A stacked bidirectional gated recurrent unit network (SBiGRU) is then employed to strengthen the local correlation of the halving cascading features sequence. Finally, the global max pooling (GMP) layer is used to substantially lower the fully connected layer's dimension, and the predicted tool wear values are generated. The PHM2010 benchmark dataset and local experimental dataset are used to demonstrate the high accuracy of the proposed model. Ablation studies are also conducted to indicate the effectiveness of model modules and recommended hyperparameters.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2022-10-01;https://api.elsevier.com/content/abstract/scopus_id/85129938697
59;Conceiving a Digital Twin for a Flexible Manufacturing System;Digitization and virtualization represent key factors in the era of Industry 4.0. Digital twins (DT) can certainly contribute to increasing the efficiency of various productive sectors as they can contribute to monitoring, managing, and improvement of a product or process throughout its life cycle. Although several works deal with DTs, there are gaps regarding the use of this technology when a Flexible Manufacturing System (FMS) is used. Existing work, for the most part, is concerned with simulating the progress of manufacturing without providing key production data in real-time. Still, most of the solutions presented in the literature are relatively expensive and may be difficult to implement in most companies, due to their complexity. In this work, the digital twin of an FMS is conceived. The specific module of an ERP (Enterprise Resources Planning) system is used to digitize the physical entity. Production data is entered according to tryouts performed in the FMS. Sensors installed in the main components of the FMS, CNC (computer numerical control) lathe, robotic arm, and pallet conveyor send information in real-time to the digital entity. The results show that simulations using the digital twin present very satisfactory results compared to the physical entity. In time, information such as production rate, queue management, feedstock, equipment, and pallet status can be easily accessed by operators and managers at any time during the production process, confirming the MES (manufacture execution system) efficiency. The low-cost hardware and software used in this work showed its feasibility. The DT created represents the initial step towards designing a metaverse solution for the manufacturing unit in question, which should operate in the near future as a smart and autonomous factory model.;MDPI;Journal;Applied Sciences (Switzerland);2022-10-01;https://api.elsevier.com/content/abstract/scopus_id/85139958384
60;A hierarchical training-convolutional neural network with feature alignment for steel surface defect recognition;Steel is a basic material, and vision-based defect recognition is important for quality. Recently, deep learning, especially convolutional neural network (CNN), has become a research hotspot. However, steel defects have poor class separation, which is similar to the background, and different defects show similar textures. This causes some defects unrecognizable and influences production greatly. Thus, current CNNs still need to be improved. With this goal, this paper proposes a hierarchical training-CNN with feature alignment. The proposed method introduces a feature alignment, which maps the unrecognizable defects to the recognizable area, and a hierarchical training strategy is used to integrate the feature alignment into the training process. With these improvements, the proposed method achieves improved performance. The recognition results on a public dataset achieve 100%, which outperforms the other CNNs. And it has been developed into a real-world case successfully, which is significantly improved.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2023-06-01;https://api.elsevier.com/content/abstract/scopus_id/85143615357
61;A novel health prognosis method for system based on improved degenerated Hidden Markov model;Health prognosis for power system is considered as a crucial process of condition-based maintenance. In order to solve the problem of large deviation between Hidden Markov Model and actual system health diagnosis, this paper developed an improved Degenerated Hidden Markov Model (DGHMM) with a core of the quasi power relation. First, the model adopts the degradation factors described the process of recession for equipment continuous decreasing in performance. Compared with the conventional exponential accelerated degradation, the quasi power relation accelerated degradation can better describe the process that the performance of the system decreases gradually with the increase of service age. Then, the improved genetic algorithm can replace the conventional EM algorithm for parameters estimation, which overcomes the limitation that the EM algorithm is easy to fall into local optimization. At the same time, in terms of the limitation of life prognosis problem as a result of the Hidden Markov Model must obey exponential distribution, an algorithm named greed approximation based on approximation algorithm and Viterbi algorithm can be proposed to seek maximum probability remaining observation for the purpose of seeking maximum probability dynamically surplus state path to predict the residual life of system. Finally, the proposed method is validated and evaluated with the data set of caterpillar hydraulic pumps. The results show that the method of system health diagnosis and life prognosis based on the improved degraded hidden Markov model is more effective in describing system degeneration and the accuracy of equipment state diagnosis, and is also feasible in the prediction of residual life.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85133246372
62;Modeling Methods of 3D Model in Digital Twins;To understand the current application and development of 3D modeling in Digital Twins (DTs), abundant literatures on DTs and 3D modeling are investigated by means of literature review. The transition process from 3D modeling to DTs modeling is analyzed, as well as the current application of DTs modeling in various industries. The application of 3D DTs modeling in the fields of smart manufacturing, smart ecology, smart transportation, and smart buildings in smart cities is analyzed in detail, and the current limitations are summarized. It is found that the 3D modeling technology in DTs has broad prospects for development and has a huge impact on all walks of life and even human lifestyles. At the same time, the development of DTs modeling relies on the development and support capabilities of mature technologies such as Big Data, Internet of Things, Cloud Computing, Artificial Intelligence, and game technology. Therefore, although some results have been achieved, there are still limitations. This work aims to provide a good theoretical support for the further development of 3D DTs modeling.;Tech Science Press;Journal;CMES - Computer Modeling in Engineering and Sciences;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85148225357
63;A digital twin defined autonomous milling process towards the online optimal control of milling deformation for thin-walled parts;Thin-walled parts are widely used in the aerospace industry, where the milling deformation of the parts caused by their thin-walled draping and extremely large size ratio characteristics as well as high material removal rate has been the most common quality issue that greatly affects the assembly performance and operation safety of aerospace equipment. Hence, effective management of milling deformation for a thin-walled part will significantly improve its quality, which, however, is still made difficult by the lack of a real-time deformation perception, optimization, and control method. To bridge this gap, a novel online optimal control method of milling deformation for thin-walled parts is proposed by incorporating digital twins into the milling process of thin-walled parts. To this end, a reference framework of the milling process digital twin (MPDT) for thin-walled parts are designed, where the autonomous operation logic of MPDT for online optimal control of milling deformation is further clarified. On that basis, three key enabling technologies of MPDT are introduced from the perspective of multidimensional high-fidelity MPDT modeling, knowledge-driven low-latency milling deformation simulation, and online optimal control of milling deformation, which provide an insight into the industrial implementation of MPDT. Eventually, a MPDT prototype system is implemented, where its application and evaluation results demonstrate the feasibility and effectiveness of the proposed approach.;Springer Science and Business Media Deutschland GmbH;Journal;International Journal of Advanced Manufacturing Technology;2023-02-01;https://api.elsevier.com/content/abstract/scopus_id/85144218896
64;A Digital Twin-Based State Monitoring Method of Gear Test Bench;The gear test bench is important equipment for analyzing gear performance, detecting gear quality, and providing basic data for gear design and machining. In order to monitor the running state of the gear test bench, predict its running performance both timely and effectively, and guarantee its stable operation, a digital twin-based state monitoring method of the gear test bench is proposed in this paper. The state monitoring system of the gear test bench based on the digital twin model is constructed to simulate its normal running state in real time. On this basis, through the acquisition of physical information of the gear test bench, the developing of the state monitoring system, and the simulation of the digital twin model, the real-time state monitoring of the normal operation gear test bench is realized. The test results of the closed power flow gear test bench show that the digital twin simulation results of the gear test bench are basically consistent with it. The proposed state monitoring system can map the normal running state of the gear test bench, so as to realize the running state monitoring of the gear test bench.;MDPI;Journal;Applied Sciences (Switzerland);2023-03-01;https://api.elsevier.com/content/abstract/scopus_id/85149980339
65;Digitising a Machine Tool for Smart Factories;Smart factory development renders an incredible opportunity for the manufacturing industry to join the Fourth Industrial Revolution (Industry 4.0). However, an incredible number of conventional CNC machine tools are populating the world’s factories. Replacing these machines is an expensive process. This task might be considered unliftable by most small businesses. An inexpensive digitalisation of Machine Tool 3.0 to an Industry 4.0-compatible tool might be one way for small businesses to keep up with the progress and stay competitive. The developed framework uses recent advances in the open-source community to transform a conventional CNC machine into Machine Tool 4.0. The suggested approach opens up a way to bypass the proprietary computer numerical control and enable connectivity and efficient data communication with the machine tool. At almost no cost, the provided strategy converts an average CNC machine into a machine tool with the full spectrum of accessibility and interoperability of Machine Tool 4.0. The proposed solution can enable small- and medium-sized enterprises to step up and propel them into the Industry 4.0 era.;MDPI;Journal;Machines;2022-11-01;https://api.elsevier.com/content/abstract/scopus_id/85149326326
66;Digital twin-driven fatigue life prediction framework of mechanical structures using a power density theory: Application to off-road vehicle front axle housing;Accurate fatigue life prediction is beneficial for fatigue maintenance of complex mechanical structures of off-road vehicles. For fatigue life prediction of mechanical structures subjected to non-stationary random loads during operation, this paper proposes a digital twin-driven fatigue life prediction method for mechanical structures. The core consists of improved fatigue theory, stress online measurement, and fatigue damage verification. In this study, a digital twin (DT) prediction framework containing multiple correction factors is established, in which the actual stress values in the physical world and the stress predictions of the estimated twin model can be obtained in real time. The remaining strength degradation of the structure and material can be compared to correct the prediction accuracy of fatigue analysis. In addition, based on the power density theory, combined with the short-time Fourier transform, a fatigue life analysis method that can comprehensively calculate the effect of load amplitude and frequency on fatigue is proposed. A test case has been demonstrated using a front axle housing of the off-road vehicle. The difference between the results predicted by the method in this paper and the actual fatigue results in failure time is only 2.65 h, with a relative error of only 3.95 %. In terms of failure location, the relative error is only 3.15 %.;Elsevier B.V.;Journal;Measurement: Journal of the International Measurement Confederation;2023-10-01;https://api.elsevier.com/content/abstract/scopus_id/85165641918
67;A methodology for equipment condition simulation and maintenance threshold optimization oriented to the influence of multiple events;The core of condition-based maintenance is the accurate evaluation of equipment state. For various equipment, performance degradation or regression caused by factors, such as unexpected shock, failure, and work stress withdrawal, is typical. Accordingly, the law on incorporating impulse, failure, maintenance, and regression events based on natural condition evolution is analyzed. Moreover, a mathematical model and simulation algorithm of equipment condition evolution are devised. Then, considering safety, availability, and economy, the optimal maintenance threshold is determined based on the condition evolution process, providing new technical support to the field of maintenance decision-making. Finally, the effectiveness of the proposed model and algorithm is proved. The improved conformance of the stochastic process to actual situations considering the influence of multiple events is thus demonstrated. Further, a new concept for equipment maintenance management is presented.;Elsevier Ltd;Journal;Reliability Engineering and System Safety;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85139592422
68;Investigation of the microstructure and friction mechanism of novel CoCrCu0.2FeMo x high-entropy alloy coating using plasma arc cladding;To explore the effect of the Mo element on the microstructure and frictional properties of the coating, we prepared novel CoCrCu0.2FeMox (ie., x values in molar ratio, where x = 0.1, 0.2, 0.3) high-entropy alloy coatings on the surface of 304 stainless steel substrate by using plasma arc cladding technology in this work. By using scanning electron microscope, X-ray diffractometer, microhardness tester and three-dimensional laser measurement microscope, we analyzed the effect of Mo element on the phase structure, microscopic morphology, microhardness and friction properties of the coatings. The friction mechanism of the coatings was carefully investigated. The experimental results show that the CoCrCu0.2FeMox high-entropy alloy coatings are composed of Face-Centered Cubic phase (FCC phase) and δ phase (rich Mo, Cr). The microscopic morphology of the alloy changes gradually from branch crystal to eutectic structure with the increase of Mo content. At the same time, the hardness of the coatings increased, while the wear volume, wear rate and average surface roughness decreased. When the Mo content is increased to 0.3, the delamination of the oxide layer is effectively reduced. The friction mechanism changed from abrasive wear, oxidation wear and fatigue spalling to abrasive wear.;Springer;Journal;Journal of Materials Science;2022-11-01;https://api.elsevier.com/content/abstract/scopus_id/85141347967
69;Prognostics and health management via long short-term digital twins;Current digital twin-based Prognostics and Health Management (PHM) research mainly focuses on prediction with a few parameters or a single event. However, when the relationship between moving parts of equipment is complex, both instantaneous failure and long-period degradation should be considered. Existing research is challenging to describe the dynamic evolution of the health status of the target object at varied time scales. In addition, data characteristics at different time scales are difficult to be captured simultaneously by current methods. This paper proposes an innovative dual time scale digital twin modeling and analysis method. According to the PHM business rules, the time series signals are decomposed into fine-grained scales and adaptively constructed into short time scale and long time scale digital twins. The generated events of different scales pay attention to the temporal characteristics and uncertainties, and interactive mapping of events at different scales is realized in cyberspace. Events at a short time scale focus on the real-time occurrence of anomalies, and long-term events track equipment degradation and trends. The interaction and collaboration between different time scale models are also discussed. Finally, the paper uses the state monitoring of large cranes in iron and steel enterprises to verify the proposed method. The results show that this modeling method can reduce the uncertainty and incompleteness of system monitoring in a complex system. Real-time performance and reliability of equipment health diagnosis have been effectively improved.;Elsevier B.V.;Journal;Journal of Manufacturing Systems;2023-06-01;https://api.elsevier.com/content/abstract/scopus_id/85162753116
70;Modeling production disorder: Procedures for digital twins of flexibility-driven manufacturing systems;While the achievement of mix flexibility is a key driver of competitive advantage for a manufacturing organization, it also represents a source of disruption on the shop floor that may compromise managers' ability to diagnose problems, predict behavior, and make decisions adequately. Given this challenge, the digital twin emerges as a potential tool to reestablish managers’ operational visibility. Its architecture allows for a manufacturing system model to be continuously updated and for management support services to be promptly delivered. Although some studies explore the use of the digital twin to solve specific flexibility-related challenges, the literature lacks a normative and systematic approach to guide the application of this technological architecture in a comprehensive set of flexibility scenarios. To address this gap, based on the normative knowledge acquired from the literature and subject-matter experts, we present procedures to design, implement, and use the digital twin within organizations that suffer flexibility-driven disruptions. We demonstrate the application of these procedures through a case in a large automotive parts manufacturer. Results show that the procedures effectively operationalize a digital twin architecture aimed at contributing to the achievement of a flexible production strategy.;Elsevier B.V.;Journal;International Journal of Production Economics;2023-06-01;https://api.elsevier.com/content/abstract/scopus_id/85151011335
71;A hybrid-driven probabilistic state space model for tool wear monitoring;Tool wear monitoring (TWM) is essential to improve product quality and maintain machining safety. Within recent years, numerous techniques have been developed for TWM, including data-driven methods and physics-based models. However, traditional data-driven methods are highly dependent on measured data. The physics-based models are difficult to model complex machining processes. To solve these problems, a hybrid-driven probabilistic state space model is proposed to improve the accuracy and robustness of TWM. In this work, a sensitive feature extraction scheme is first constructed to eliminate interferences and redundancies for improving monitoring efficiency. Subsequently, the Gaussian process is innovatively developed to integrate the data mining and physical model from a probabilistic perspective. On this basis, the particle filter is then utilized to estimate the model parameters and estimate tool wear conditions. Finally, an adaptive wear state recognition method is further established for the predictive maintenance of cutting tools. The practical data obtained from milling experiments are used to validate the effectiveness of the proposed methodology. The results show that the proposed hybrid-driven method effectively improves tool wear prediction accuracy to over 97.7%, while the constructed probabilistic model successfully evaluates the prediction results with over 95% confidence. Therefore, the developed methodology may provide a promising way for tool health management to improve economic efficiency and maintain machining safety.;Academic Press;Journal;Mechanical Systems and Signal Processing;2023-10-01;https://api.elsevier.com/content/abstract/scopus_id/85166636913
72;Digital twin-driven fault diagnosis for CNC machine tool;Traditional data-driven fault diagnosis methods require a massive amount of data to train diagnosis models. However, the complex and coupled structure of CNC machine tools makes it difficult to obtain enough usable data. Current data generation methods ignore actual operating conditions and have imbalance, which reduces the accuracy of fault diagnosis. To tackle these problems, this paper presents a digital twin-driven fault diagnosis method for CNC machine tools. Firstly, a digital twin model of a CNC machine tool is established and validated. Then, a twin model library is constructed to include multiple twin models under different fault status. A model data fusion method is presented, using the decision tree algorithm Classification and Regression Tree (CART) to train a model selector and actual sensor data as input to select the optimal model from the library and realize fault diagnosis with the model. Finally, taking the CNC machine tool spindle as an example, the stiffness deterioration of the spindle during operation is effectively diagnosed, which verifies the effectiveness and feasibility of the proposed method.;Springer Science and Business Media Deutschland GmbH;Journal;International Journal of Advanced Manufacturing Technology;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85136568506
73;Design and research of digital twin machine tool simulation and monitoring system;The numerical control machine tool is an important part of manufacturing. The speed and accuracy of the machine tool simulation and the monitoring of machine physical model movement, model collision, and operation health are the most common bottlenecks. The previous studies on these problems are discrete and poor in real time. In this paper, combined with the digital twin (DT) technology, a perception-monitor-feedback system architecture is constructed. Based on the improved Gilbert–Johnson–Keerthi (GJK) distance algorithm, the collision information of tool and machine tool can be better detected during the simulation and monitoring of machine tool movement, and the more real workpiece shape can be displayed. Based on the model synchronous motion driven by the production perception data and its potential information extraction, the tool wear online monitoring is carried out. The tool wear online monitoring is performed based on the production perception data–driven model synchronous movement and extraction of its potential information. Finally, the usability and efficiency of the system are verified by an example of a typical shaft part processed by a numerical control machine tool.;Springer Science and Business Media Deutschland GmbH;Journal;International Journal of Advanced Manufacturing Technology;2023-02-01;https://api.elsevier.com/content/abstract/scopus_id/85133425671
74;A multi-level modelling and fidelity evaluation method of digital twins for creating smart production equipment in Industry 4.0;Rapid advances in new-generation information technologies have been the main driving force for the transformation of manufacturing enterprises in Industry 4.0. Digital twin (DT), as a key technology to promote intelligent manufacturing, has shown great potential for manufacturing enterprises to create an industrial intelligence-driven production equipment through in-depth integration of cyber-physical systems. However, the lack of a systematic effective DT modelling method with a supporting evaluation metric is the most important factor restricting the application of DT in manufacturing enterprises. To bridge the gap, this paper proposes a novel multi-level modelling and fidelity evaluation (MLM&FE) method of DT for creating smart production equipment in manufacturing enterprises, which could help enterprises establish an industrial intelligence-driven production environment to quickly respond to changes in the customised global market, thus greatly improving competitiveness of the enterprises. Specifically, this paper firstly designs a reference framework for DT-enhanced smart production equipment, on which an MLM&FE architecture is proposed. Then, key implementation methodologies and tools for MLM&FE are introduced from the perspective of data space modelling, virtual space modelling, knowledge space modelling, model integration and evaluation. Finally, the developed smart production equipment prototype demonstrates the feasibility and effectiveness of DT MLM&FE.;Taylor and Francis Ltd.;Journal;International Journal of Production Research;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85168090382
75;A Data Augmentation Boosted Dual Informer Framework for the Performance Degradation Prediction of Aero-Engines;The prediction of performance degradation for the aero-engine is crucial to its health management, but the handling of the dynamic spatiotemporal dependence between condition monitoring (CM) data of multiple sensors and the status of performance degradation is nontrivial. Most previous prediction models of performance degradation treat different health stages equally in the training process, although the data in the initial degradation stage are relatively sparse and more important for training a decent prediction model. To bridge this gap, we propose a data-augmentation-boosted dual Informer framework (named DARWIN) for predicting the performance degradation of aero-engines. First, we present a degradation time-series data augmentation model based on Informer to increase the amount of degradation data, making it possible to emphasize the importance of data in the initial degradation stage in the following prediction stage. Second, we design a padding strategy for the run-to-failure (RtF) data so as to preserve the integrity of the degradation context comprehensively. Third, we invoke another Informer model for predicting the performance degradation in which a generative decoder is implemented to get predictions in one forward process instead of the recursive manner for fast computation speed and avoid error accumulation. On the benchmark C-MAPSS datasets, DARWIN yields a 27% accuracy improvement compared with the state-of-the-art method, Informer, in the performance degradation prediction of aero-engines. Furthermore, we demonstrate the feasibility of DARWIN on a fleet of eight turbofan engines under real flight conditions, thereby confirming its applicability.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Sensors Journal;2023-06-01;https://api.elsevier.com/content/abstract/scopus_id/85159674579
76;A Graph-Based Model Reduction Method for Digital Twins;Digital twin technology is the talking point of academia and industry. When defining a digital twin, new modeling paradigms and computational methods are needed. Developments in the Internet of Things and advanced simulation and modeling techniques have provided new strategies for building complex digital twins. The digital twin is a virtual entity representation of the physical entity, such as a product or a process. This virtual entity is a collection of computationally complex knowledge models that embeds all the information of the physical world. To that end, this article proposes a graph-based representation of the virtual entity. This graph-based representation provides a method to visualize the parameter and their interactions across different modeling domains. However, the virtual entity graph becomes inherently complex with multiple parameters for a complex multidimensional physical system. This research contributes to the body of knowledge with a novel graph-based model reduction method that simplifies the virtual entity analysis. The graph-based model reduction method uses graph structure preserving algorithms and Dempster–Shaffer Theory to provide the importance of the parameters in the virtual entity. The graph-based model reduction method is validated by benchmarking it against the random forest regressor method. The method is tested on a turbo compressor case study. In the future, a method such as graph-based model reduction needs to be integrated with digital twin frameworks to provide digital services by the twin efficiently.;Multidisciplinary Digital Publishing Institute (MDPI);Journal;Machines;2023-07-01;https://api.elsevier.com/content/abstract/scopus_id/85166206936
77;Leakage Fault Diagnosis of Two Parallel Cylinders in Pneumatic System with a Minimal Number of Sensors;The low investment cost is one of the core competitiveness advantages of pneumatic power systems. With increasingly pressing intelligent manufacturing, it is meaningful to investigate the feasibility of implementing fault diagnoses of pneumatic systems with a minimal number of low-cost sensors. In this study, a typical pneumatic circuit with two parallel-installed cylinders is taken as an example. The pressure, flow rate, and exergy data collected from upstream sensors are used for diagnosing the leakage faults in two downstream cylinders with the help of different machine learning methods. The features of data are extracted with stacked auto-encoders. Gaussian process classifier, support vector machine, and k-nearest neighbor are used for classifying faults. The results show that it is feasible to detect and diagnose downstream multi-faults with one or two upstream sensors. In terms of the working conditions presented in this study, the average accuracy of diagnosis with exergy data is the highest, followed by flow-rate data and pressure data. The support vector machine performs the best among the three machine learning methods.;Multidisciplinary Digital Publishing Institute (MDPI);Journal;Electronics (Switzerland);2023-08-01;https://api.elsevier.com/content/abstract/scopus_id/85167776996
78;Digital Twin Modelling Method of Five-Axis Machine Tool for Predicting Continuous Trajectory Contour Error;The CNC machine tool is the passive executor of machining code. It cannot predict the machining accuracy during machining. If the error is found to be out of tolerance after processing, it will not only scrap the parts, but also greatly affect the processing efficiency. This phenomenon is very prominent when machining sculptured surface parts with five-axis machine tools. Therefore, this paper proposes a Digital Twin (DT) modeling method of five-axis machine tools for predicting Continuous Trajectory Contour Error (CTCE) caused by tracking errors and geometric errors. The DT consists of three parts: the Setpoints Trajectory (ST) model, the Actual Trajectory (AT) model considering tracking errors and geometric errors and the CTCE model. For a specific machine tool, according to the basic geometric information of the machine tool (tool length, kinematic chain information, etc.) and 41 geometric errors, the DT can be established. Inputting the Setpoints Positions (SPs) and the Linear Encoder Detection Positions (LEDPs), the DT can be used to predict the Tool-Tip Position Trajectory (TTPT) contour error and the Tool Orientation Trajectory (TOT) contour error. In order to verify the proposed method experimentally, the KMC400S U five-axis machine tool is selected to establish its DT by which the contour error of the S-shaped trajectory are predicted offline. Then, the DMU50 five-axis machine tool is selected to establish its DT to predict the contour error of the circular trajectory in real time. Combined with the deep motion mechanism, this paper proposes a DT modeling method for the vertical application scene of parts machining accuracy prediction, which is of great significance to developing the DT application theory and ensuring the machining accuracy of parts.;MDPI;Journal;Processes;2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85144875845
79;Joint dynamic dispatching and preventive maintenance for unrelated parallel machines with equipment health considerations;A decomposed dynamic dispatching and preventive maintenance (D-DDPM) framework is presented to overcome the computational challenges of solving large DDPM problems. Stochastic deterioration of machine health is explicitly considered. By efficient allocation of individual machines capacity under different machine health, the D-DDPM framework decomposes the global DDPM problems into single-machine DDPM problems while ensuring throughput optimality. Intelligent machine agents are then designed to solve the single-machine DDPM problems efficiently and to perform real-time decisions for individual machines. After the decomposition, the overall computational complexity grows only linearly with the number of machines and the proposed framework could be adopted in large systems. In the numerical study, the D-DDPM framework is near-optimal in small systems that have optimal DDPM solutions. In which, the computation time is reduced by 90.72% and the average cycle time is within 6% of optimal. For large systems without optimal DDPM solutions, numerical results show that the D-DDPM maintains throughput optimality and reduces average cycle time by up to 90% against other control policies.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Semiconductor Manufacturing;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85147304978
