"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Semantic Interoperability of Digital Twins: Ontology-based Capability Checking in AAS Modeling Framework","Y. Huang; S. Dhouib; L. P. Medinacelli; J. Malenfant","Université Paris-Saclay CEA, List, Palaiseau, France; Université Paris-Saclay CEA, List, Palaiseau, France; Université Paris-Saclay CEA, List, Palaiseau, France; Laboratoire d'Informatique de Paris 6 (LIP6) CNRS, Sorbonne Université, Paris, France",2023 IEEE 6th International Conference on Industrial Cyber-Physical Systems (ICPS),"24 May 2023","2023","","","1","8","Industry 4.0 currently prepares a major shift towards extreme flexibility into production lines management. Digital Twins are one of the key enabling technologies for Industry 4.0. However, the interoperability gap among digital representation of Industry 4.0 assets is still one of the obstacles to the development and adoption of digital twins. If the Asset Administration Shell (AAS), the standard proposed to represent the I4.0 components, caters for syntactic interoperability, a more semantic kind of interoperability is deeply needed to develop flexible and adaptable production lines. In our work, we overcome the limitation of current syntactic-only resource matching algorithms by implementing semantic interoperability based on ontologies i.e., by transforming AAS-based plant models into MaRCO (Manufacturing Resource Capability Ontology) instances and then query the expanded ontology to find the needed resources. This article presents this ontology-based approach as the first step towards the design and implementation of an automated I4.0 flexible plant supervision and control system based on model-driven engineering (MDE) within the “Papyrus for Manufacturing” toolset. We show how an MDE approach can aggregate around digital twin modeling tools from the Papyrus platform both I4.0 technologies and AI (Knowledge Representation and Reasoning) tools. Our platform aligns modeling and ontological elements to get the best of both worlds. This method has two main advantages: (1) to provide semantic descriptions for digital twin models, (2) to complement model-driven engineering tools with automated reasoning. This paper showcases this approach through a robotic cell use case.","2769-3899","979-8-3503-1125-9","10.1109/ICPS58381.2023.10128003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128003","Digital Twins;Industry 4.0;Asset Administration Shell;Semantic Interoperability;Ontology;Model-Based Engineering","Adaptation models;Unified modeling language;Semantics;Production;Ontologies;Cognition;Digital twins","","3","","24","IEEE","24 May 2023","","","IEEE","IEEE Conferences"
"Urban Intelligence: Toward the Digital Twin of Matera and Catania","G. Castelli; A. Cesta; M. Ciampi; R. De Benedictis; G. De Pietro; M. Diez; G. Felici; R. Malvezzi; B. Masini; R. Pellegrini; A. Scalas; G. Stecca; L. Strambini; G. Tognola; P. Ravazzani; E. F. Campana","Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET) National Research Council (CNR), Rome, Italy; Institute of Cognitive Sciences and Technologies (ISTC) National Research Council (CNR), Rome, Italy; Institute for High Performance Computing and Networking (ICAR) National Research Council (CNR), Naples, Italy; Institute of Cognitive Sciences and Technologies (ISTC) National Research Council (CNR), Rome, Italy; Institute for High Performance Computing and Networking (ICAR) National Research Council (CNR), Naples, Italy; Institute of Marine Engineering (INM) National Research Council (CNR), Rome, Italy; Institute for Systems Analysis and Computer Science (IASI) National Research Council (CNR), Rome, Italy; Engineering, ICT and Technology for Energy and National Research Council (CNR), Rome, Italy; Institute of Electronics, Computer and Telecommunication Engineering (IEIIT) National Research Council (CNR), Bologna, Italy; Institute of Marine Engineering (INM) National Research Council (CNR), Rome, Italy; Institute for Applied Mathematics and Information Technologies (IMATI) National Research Council (CNR), Genoa, Italy; Institute for Systems Analysis and Computer Science “Antonio Ruberti” (IASI) National Research Council (CNR), Rome, Italy; Institute of Electronics, Computer and Telecommunication Engineering (IEIIT) (CNR), Pisa, Italy; Institute of Electronics, Computer and Telecommunication Engineering (IEIIT) National Research Council (CNR), Bologna, Italy; Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET) National Research Council (CNR), Rome, Italy; Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET) National Research Council (CNR), Rome, Italy",2022 Workshop on Blockchain for Renewables Integration (BLORIN),"3 Feb 2023","2022","","","132","137","The Urban Intelligence (UI) paradigm conceived by CNR consists of an ecosystem of digital technologies joined within a Digital Twin (DT) of the city aimed at improving the city governance towards goals addressed also by the UN Agenda 2030, such as urban environment, sustainability and resilience, wellbeing and quality of life, local development, and social inclusion. In particular, UI provides a set of candidate policies in complex scenarios, and supports policy makers and stakeholders in designing shared, evidence-based, and integrated solutions. UI is being applied for the first time to two Italian cities, Matera and Catania, paving the way for a deeper scientific framing of the paradigm, as well as for the technological development and testing of the core UI ecosystem in real-life situations. The paper introduces the UI key-concepts and components, illustrates the ongoing experimentations in these pilot cities related to the development of two DTs on parts of the urban areas, and presents some initial results.","","978-1-6654-7249-4","10.1109/BLORIN54731.2022.10028437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10028437","digital twin;decision making;urban governance;multidisciplinary analysis and optimization;data lake management;wireless sensing;data/model driven learning and reasoning;know-how integration","Renewable energy sources;Urban areas;Ecosystems;Lakes;Digital twins;Sensors;Stakeholders","","1","","17","IEEE","3 Feb 2023","","","IEEE","IEEE Conferences"
"Combining Low-Code Programming and SDL-Based Modeling with Snap! in the Industry 4.0 Context","X. P. i. Palomés; P. Tuset-Peiró; P. F. i. Casas","Computer Science, Multimedia and Telecommunications Department, Universitat Oberta de Catalunya (UOC), Barcelona, Spain; Computer Science, Multimedia and Telecommunications Department, Universitat Oberta de Catalunya (UOC), Barcelona, Spain; Statistics and Operation Research Department, Universitat Politècnica de Catalunya BarcelonaTech (UPC), Barcelona, Spain",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","741","750","One of the main challenges to implement Industry 4.0 technologies within the industrial fabric is the lack of suitable concrete models and tools that demonstrate the potential benefits of embracing the digital transformation process. To overcome this challenge, over the past years, various Industry 4.0 automation and robotics providers have presented solutions based on visual block programming languages, which follow an emerging low-code approach to reduce the entry barriers of digital technologies. However, block-based low-code tools typically lack the formality introduced by specification languages, limiting their ability to model the industrial processes formally. Taking this into account, in this article, we present the combination of specification languages and visual block programming languages to enable industrial users to test and/or build their own Digital Twin models at a suitable abstraction level and with low entry barriers. In particular, we combine SDL and Snap! to create SDL4Snap!, an open-source and web-based tool that facilitates the implementation and validation of Digital Twin prototypes. Overall, the resulting tool has the potential to reduce the entry barrier to Digital Twins in small and medium enterprises, which are part of the late majority and laggard groups regarding the adoption of digital technologies in the context of Industry 4.0.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643622","low code;Industry 4.0;interdisciplinary;SDL;Snap!;Simulation;Digital Twin","Visualization;Limiting;Service robots;Digital twin;Prototypes;Programming;Model driven engineering","","2","","56","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"DataTime: a Framework to smoothly Integrate Past, Present and Future into Models","G. Lyan; J. -M. Jézéquel; D. Gross-Amblard; B. Combemale","Keolis Rennes, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France",2021 ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems (MODELS),"11 Nov 2021","2021","","","134","144","Models at runtime have been initially investigated for adaptive systems. Models are used as a reflective layer of the current state of the system to support the implementation of a feedback loop. More recently, models at runtime have also been identified as key for supporting the development of full-fledged digital twins. However, this use of models at runtime raises new challenges, such as the ability to seamlessly interact with the past, present and future states of the system. In this paper, we propose a framework called DataTime to implement models at runtime which capture the state of the system according to the dimensions of both time and space, here modeled as a directed graph where both nodes and edges bear local states (ie. values of properties of interest). DataTime provides a unifying interface to query the past, present and future (predicted) states of the system. This unifying interface provides i) an optimized structure of the time series that capture the past states of the system, possibly evolving over time, ii) the ability to get the last available value provided by the system's sensors, and iii) a continuous micro-learning over graph edges of a predictive model to make it possible to query future states, either locally or more globally, thanks to a composition law. The framework has been developed and evaluated in the context of the Intelligent Public Transportation Systems of the city of Rennes (France). This experimentation has demonstrated how DataTime can deprecate the use of heterogeneous tools for managing data from the past, the present and the future, and facilitate the development of digital twins.","","978-1-6654-3495-9","10.1109/MODELS50736.2021.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9592190","Models at Runtime;Digital Twins;Data Analysis;Intelligent Public Transportation Systems","Adaptation models;Analytical models;Runtime;Digital twin;Urban areas;Time series analysis;Tools","","2","","18","IEEE","11 Nov 2021","","","IEEE","IEEE Conferences"
"Proof of Concept for a Roundtrip Engineering IS for the New Enterprise in the Industry 4.0 Era","A. Chiș; A. -M. Ghiran; R. A. Buchmann","Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania; Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania; Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania",2022 24th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC),"25 May 2023","2022","","","212","215","Traditionally, enterprises had relied on information systems (IS) as a medium to represent reality, but recently, there is a growing trend among IS scholars admitting that contemporary environment is calling for a change in the view about the IS' implications in our lives. They acknowledge that our world is increasingly shaped by what is created and performed in various digital environments. In this view, we ask how conceptual modelling (as a particular manifestation of IS) could be used to shape this new environment while continue being used as a means to represent the domain of discourse. This work at hand presents a proof-of-concept for the new enterprise systems where conceptual modelling plays a key role and the modelling tool acts as a transition layer between physical and digital realities.","2470-881X","978-1-6654-6545-8","10.1109/SYNASC57785.2022.00040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130866","information systems;conceptual modelling;digital twin;physical twin;model-driven process execution","Shape;Scientific computing;Computational modeling;Market research;Numerical models;Fourth Industrial Revolution;Information systems","","","","15","IEEE","25 May 2023","","","IEEE","IEEE Conferences"
"Extracting Hardware Reconfiguration Models Based on Knowledge Synthesis from STEP Files","B. Caesar; N. Jansen; M. Weigand; A. Fay; B. Rumpe","Institute of Automation Technology, Helmut-Schmidt-University, Hamburg, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Institute of Automation Technology, Helmut-Schmidt-University, Hamburg, Germany; Institute of Automation Technology, Helmut-Schmidt-University, Hamburg, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany",2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"22 Dec 2023","2023","","","434","443","Today's industrial manufacturing challenges force manufacturers to optimize and increase the flexibility of their facilities. In practice, this requires analyzing, preparing for adaptation, and adapting brownfield manufacturing systems. The digital twin, a digital representation of a manufacturing system, is a key enabler for efficiency, flexibility, and sustainability. Unfortunately, the analysis and preparation of brownfield systems for adaptation, as well as the creation of digital twins, are challenging and time-consuming tasks. This paper presents an approach to automatically create digital models of systems based on 3D CAD models. To this end, the CAD data, stored as a STEP file, is analyzed to extract relevant information for a subsequent graph analysis, which is used to identify components, their dependencies, and the resulting functional modules. Finally, the gained knowledge is transformed into feature models that can be used as a digital model for configuration selection to support automatic reconfiguration planning of brownfield manufacturing systems. The developed approach is evaluated based on an industrial use case of a soft gripper system.","","979-8-3503-2498-3","10.1109/MODELS-C59198.2023.00077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350592","CAD data;Reconfiguration;Graph Analysis;Adaptation;Reengineering;Digital Twin;Digital Model","Solid modeling;Analytical models;Adaptation models;Three-dimensional displays;Feature extraction;Digital twins;Planning","","","","38","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
"Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML","C. Binder; A. Calà; J. Vollmar; C. Neureiter; A. Lüder","Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg, Austria; Siemens Technology, Munich, Germany; Siemens Technology, Erlangen, Germany; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg, Austria; Otto-v.-Guericke University, Magdeburg, Germany",2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),"30 Nov 2021","2021","","","1","6","In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0).","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613172","Reference Architecture Model Industrie 4.0 (RAMI 4.0);Model-based Systems Engineering (MBSE);Industrial Internet of Things (IIoT);AutomationML;Model-driven Architecture (MDA)","Manufacturing industries;Computer architecture;Tools;Market research;Software;Internet of Things;Modeling","","4","","25","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Generation of Digital Twins for Information Exchange Between Partners in the Industrie 4.0 Value Chain","N. Braunisch; M. Ristin-Kaufmann; R. Lehmann; M. Wollschlaeger; H. W. van de Venn","TU Dresden, Institute of Applied Computer Science; Zurich University of Applied Sciences (ZHAW), Institute of Mechatronic Systems (IMS); TU Dresden, Institute of Applied Computer Science; TU Dresden, Institute of Applied Computer Science; Zurich University of Applied Sciences (ZHAW), Institute of Mechatronic Systems (IMS)",2023 IEEE 21st International Conference on Industrial Informatics (INDIN),"22 Aug 2023","2023","","","1","6","In Industry 4.0, the digital twin is represented as an Asset Administration Shell. The Asset Administration Shell meta-model is used to develop this digital twin. A developer needs ready-made exchange formats and data schemas to be able to work efficiently with libraries in his programming languages. The existing representations of the metamodel in XML, JSON and RDF, in their current form, have been created manually by individual working group members. This process is error-prone and inconsistent in the enforcement of serialization rules, leading to many manual re-implementations of the Asset Administration Shell in each representation. We present an approach to automatically generate the different data schemas for information exchange between partners in the Industry 4.0 value chain, based on the intermediate representation of the formalized meta-model. The approach enables a practical and simple development process of and is scalable across different exchange formats and their future changes.","2378-363X","978-1-6654-9313-0","10.1109/INDIN51400.2023.10218306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218306","Asset Administration Shell;Meta-Model;Schema Generation;Industry 4.0;Model-driven","Industries;Computer languages;XML;Manuals;Resource description framework;Libraries;Digital twins","","4","","27","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"Model-Driven Dataset Generation for Data-Driven Battery SOH Models","K. S. Sidahmed Alamin; F. Daghero; G. Pollo; D. J. Pagliari; Y. Chen; E. Macii; M. Poncino; S. Vinco","Politecnico Di Torino, Turin, Italy; Politecnico Di Torino, Turin, Italy; Politecnico Di Torino, Turin, Italy; Politecnico Di Torino, Turin, Italy; IMEC, Leuven, Belgium; Politecnico Di Torino, Turin, Italy; Politecnico Di Torino, Turin, Italy; Politecnico Di Torino, Turin, Italy",2023 IEEE/ACM International Symposium on Low Power Electronics and Design (ISLPED),"19 Sep 2023","2023","","","1","6","Estimating the State of Health (SOH) of batteries is crucial for ensuring the reliable operation of battery systems. Since there is no practical way to instantaneously measure it at run time, a model is required for its estimation. Recently, several data-driven SOH models have been proposed, whose accuracy heavily relies on the quality of the datasets used for their training. Since these datasets are obtained from measurements, they are limited in the variety of the charge/discharge profiles. To address this scarcity issue, we propose generating datasets by simulating a traditional battery model (e.g., a circuit-equivalent one). The primary advantage of this approach is the ability to use a simulatable battery model to evaluate a potentially infinite number of workload profiles for training the data-driven model. Furthermore, this general concept can be applied using any simulatable battery model, providing a fine spectrum of accuracy/complexity tradeoffs. Our results indicate that using simulated data achieves reasonable accuracy in SOH estimation, with a 7.2 % error relative to the simulated model, in exchange for a 27X memory reduction and a $\approx 2000\mathrm{X}$ speedup.","","979-8-3503-1175-4","10.1109/ISLPED58423.2023.10244587","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10244587","Battery modeling;digital twin;automotive","Training;Estimation;Battery charge measurement;Time measurement;Data models;Batteries;Digital twins","","","","22","IEEE","19 Sep 2023","","","IEEE","IEEE Conferences"
"Digital Twins Driving Model Based on Petri Net in Industrial Pipeline","Y. Dai; Y. Shi; Z. Zhang; R. Tao; F. Fang","Donghua University, Shanghai, China; Donghua University, Shanghai, China; Donghua University, Shanghai, China; Donghua University, Shanghai, China; Donghua University, Shanghai, China",2020 International Conference on Artificial Intelligence and Electromechanical Automation (AIEA),"13 Oct 2020","2020","","","283","291","Online simulation systems are mostly model-driven without considering about real-time interactive controlling with physical systems. In order to enhance the two-way interaction control capability of digital twins and physical systems, this paper proposes a digital twin-driven model based on Petri Net. It defines a state incremental update place for enhancing the ability of real-time simulation, and defines a feedback control structure to control the function of opening and closing the real industrial pipelines. Taking the industrial parameters of the suit processing line as experimental data, the feasibility of online synchronization communication and feedback control of the digital twin driven model and the actual production line was verified.","","978-1-7281-8288-9","10.1109/AIEA51086.2020.00067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9221484","Digital Twins;driving model;Petri Net;simulate","Digital twin;Pipelines;Petri nets;Process control;Production;Machining;Real-time systems","","2","","13","IEEE","13 Oct 2020","","","IEEE","IEEE Conferences"
"Digital Twins Based Intelligent State Prediction Method for Maneuvering-Target Tracking","J. Liu; J. Yan; D. Wan; X. Li; S. Al-Rubaye; A. Al-Dulaimi; Z. Quan","School of Computer Science and Technology, Guangxi University of Science and Technology, Liuzhou, China; School of Electronic Engineering, Guangxi University of Science and Technology, Liuzhou, China; Center for Data Science and Artificial Intelligence, Guangdong University of Finance, Guangzhou, China; Shandong Key Laboratory of Medical Physics and Image Processing, School of Physics and Electronics, Shandong Normal University, Jinan, China; School of Aerospace, Transport and Manufacturing, Cranfield University, Bedford, U.K.; Research and Development Department, EXFO, Montreal, Canada; Guangdong-Hong Kong Joint Laboratory for Big Data Imaging and Communication, Shenzhen, China",IEEE Journal on Selected Areas in Communications,"26 Oct 2023","2023","41","11","3589","3606","Maneuvering-target tracking has always been an important and challenge work because the unknown and changeable motion-models can easily lead to the failure of model-driven target tracking. Recently, many neural network methods are proposed to improve the tracking accuracy by constructing direct mapping relationships from noisy observations to target states. However, limited by the coverage of training data, those data-driven methods suffer other problems, such as weak generalization abilities and unstable tracking effects. In this paper, a digital twin system for maneuvering-target tracking is built, and all kinds of simulated data are created with different motion-models. Based on those data, the features of noisy observations and their relationship to target states are found by two specially designed neural networks: one eliminates the observation noises and the other one predicts the target states according to the noise-limited observations. Combining the above two networks, the state prediction method is proposed to intelligently predict targets by understanding the information of motion-model hidden in noisy observations. Simulation results show that, in comparison with the state-of-the-art model-driven and data-driven methods, the proposed method can correctly and timely predict the motion-models, increase the tracking generalization ability and reduce the tracking root-mean-squared-error by over 50% in most of maneuvering-target tracking scenes.","1558-0008","","10.1109/JSAC.2023.3310109","National Natural Science Foundation of China(grant numbers:62061003,61971149); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2021A1515011657); Liuzhou Science and Technology Plan Project(grant numbers:2021ADB0102); Guangxi Natural Science Foundation(grant numbers:2022GXNSFBA035642); Guangdong Provincial Department of Science and Technology, China(grant numbers:2020B1212030002); Shenzhen Science and Technology Innovation Commission, China; Basic Ability Enhancement Program for Young and Middle-Aged Teachers of Guangxi(grant numbers:2022KY0325); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234393","Maneuvering-target tracking;digital twins;neural network","Target tracking;Data models;Noise measurement;Digital twins;Trajectory;Estimation;Feature extraction","","","","23","IEEE","30 Aug 2023","","","IEEE","IEEE Journals"
"Digital Twin Service Unit for AC Motor Stator Inter-Turn Short Circuit Fault Detection","V. Rjabtšikov; A. Rassõlkin; B. Asad; T. Vaimann; A. Kallaste; V. Kuts; S. Jegorov; M. Stępień; M. Krawczyk","Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Power Electronics, Electrical Drives and Robotics, Silesian University of Technology, Gliwice, Poland; Department of Power Electronics, Electrical Drives and Robotics, Silesian University of Technology, Gliwice, Poland",2021 28th International Workshop on Electric Drives: Improving Reliability of Electric Drives (IWED),"22 Mar 2021","2021","","","1","5","A modern trend for industry digitalization brings new demands for the development and application of the modeling and simulation approach. It is already not enough to have only a virtual representation of the object and run it independently from the physical object. The Digital Twin (DT) aspect indicates a connection between the physical object and the corresponding virtual twin established by generating real-time data using sensors. The DT represents physical object operation throughout its life cycle, making it an essential tool for improving that object's reliability. In this paper, an application of the DT service unit for AC motor stator inter-turn short circuit fault detection is presented. According to real-time measurements, Linux Robot Operation System (ROS) simulates AC electrical machine-specific behavior in case of unbalanced stator currents and notify about possible fault appearance and propagation. Fault, such as discussed in the paper (AC machine stator inter-turn) is considered one of the most prevalent possible electrical motor failure.","","978-1-6654-1456-2","10.1109/IWED52055.2021.9376328","Estonian Research Council(grant numbers:PSG453); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9376328","Industry applications;Motor drives;Model-driven development","Machine learning algorithms;Fault detection;Signal processing algorithms;Stators;Electrical fault detection;Real-time systems;Integrated circuit reliability","","9","","18","IEEE","22 Mar 2021","","","IEEE","IEEE Conferences"
"Survey and Practice on Architecture and Deployment Method of Digital Twin System for Intelligent Substation","W. Li; B. Li; H. Gao; C. Peng; W. Zhang; Y. Li; X. Ji","Beijing Key Laboratory of Research and System Evaluation of Power Dispatching Automation Technology China Electric Power Research Institute, Beijing, China; School of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, China; School of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, China; School of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Beijing Key Laboratory of Research and System Evaluation of Power Dispatching Automation Technology China Electric Power Research Institute, Beijing, China; Beijing Key Laboratory of Research and System Evaluation of Power Dispatching Automation Technology China Electric Power Research Institute, Beijing, China; Beijing Key Laboratory of Research and System Evaluation of Power Dispatching Automation Technology China Electric Power Research Institute, Beijing, China",2023 7th International Symposium on Computer Science and Intelligent Control (ISCSIC),"26 Jan 2024","2023","","","183","190","This article studies the architecture and deployment of a digital twin system for intelligent substations. Firstly, the development status of smart grid digital twins was investigated and summarized from typical architectures, key technologies, and application directions. Then, based on modern information technology, we proposed the architecture and deployment method of the intelligent substation digital twin system. The proposed system consists of a data collection layer, a model driven layer, and a twin application layer, which respectively elaborate on the specific content and advantages, and supplement the complete deployment method of the system. The intelligent substation digital twin system effectively promotes the digitization and intelligence of substations, providing a new construction and management mode, and has potential application prospects in promoting equipment status perception, deterioration trend analysis, and fault handling in the power industry.","","979-8-3503-4298-7","10.1109/ISCSIC60498.2023.00046","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10409651","digital twin;intelligent substations;modern information technology;equipment status perception","Surveys;Substations;Computer architecture;Market research;Power industry;Digital twins;Smart grids","","1","","38","IEEE","26 Jan 2024","","","IEEE","IEEE Conferences"
"Simulation Method in Automotive, Aviation and Maritime Industries for Digital Twin: A Brief Survey","R. Mao; Y. Li; H. Zhang","Ocean College, Jiangsu University of Science and Technology, Zhenjiang, China; Ocean College, Jiangsu University of Science and Technology, Zhenjiang, China; Department of Ocean Operations and and Civil Engineering, Norwegian University of Science and Technology, Ålesund, Norway",2023 IEEE 18th Conference on Industrial Electronics and Applications (ICIEA),"11 Sep 2023","2023","","","1442","1447","In this work, a brief survey of simulation methods used to create digital twins (DTs) or assist DTs in the automotive, aviation, and marine industries is presented. The simulation methods are classified as model-driven, data-driven, and hybrid methods. In addition, simulation methods in these three industries are studied from the phases of design, manufacturing, and operation. The similarities, differences and characteristics of the simulation methods applied to the automotive, aviation and maritime industries are discussed and summarized from several aspects. Model-driven approaches are used more frequently than the other two methods in design and manufacturing phases, while hybrid methods have great potential to support different operations of DT-related studies in the reviewed three industries. In addition, issues of prognostics and health management (PHM) such as fault diagnosis, remaining useful life (RUL) has recently been more inclined to be studied using data-driven approaches. According to our analysis we believe that as DT technology evolves, the hybrid approach will become the mainstream strategy for DT-based modeling.","2158-2297","979-8-3503-1220-1","10.1109/ICIEA58696.2023.10241843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10241843","simulation method;digital twin;automotive;aviation;maritime","Industries;Surveys;Fault diagnosis;Analytical models;Systematics;Design methodology;Manufacturing","","","","36","IEEE","11 Sep 2023","","","IEEE","IEEE Conferences"
"Knowledge driven rapid development of white box digital twins for industrial plant systems","A. B.; S. R.C.; B. B.; R. Dhakshinamoorthy; S. A.; N. S.","TCS Research, Pune, India; TCS Research, Pune, India; TCS Research, Pune, India; TCS Ltd., Chennai, India; TCS Ltd., Chennai, India; TCS Ltd., Chennai, India",IECON 2021 – 47th Annual Conference of the IEEE Industrial Electronics Society,"10 Nov 2021","2021","","","1","6","Industrial systems like power plants need a significant domain and engineering expertise for their efficient operations. Experts make decisions for multiple operational objectives such as minimizing cost, maximizing productivity, ensuring compliance to environmental conditions, etc. However, deciding strategies to achieve an objective can be highly non-trivial as it may lead to conflicting outcomes concerning other objectives. Modern digital twin(DT) technologies make it possible to build systems to support such decision-making to validate critical decisions. DTs are developed as one-off solutions for individual plants in the current practice, requiring high efforts and domain knowledge. Our work demonstrates the use of a knowledge-driven approach to reduce DT development efforts significantly. The main contribution of our work is an end-to-end architecture that allows us to explicate, structure, and reuse domain knowledge to semi-automate DT development for industrial plants. We integrate technologies like semantic web, model-driven engineering, and formal methods to realize the architecture. Our approach to developing a DT supporting a fault management scenario in a power plant reduced 70% development time and 50% manual efforts.","2577-1647","978-1-6654-3554-3","10.1109/IECON48115.2021.9589912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589912","knowledge-driven;digital twins;fault management;FMEA;transition system;state machines;domain-knowledge","Semantic Web;Productivity;Industrial electronics;Digital twin;Decision making;Manuals;Model driven engineering","","1","","15","IEEE","10 Nov 2021","","","IEEE","IEEE Conferences"
