sep=,
"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Liu X.; Tang L.; Zeng H.; Liu Y.; Zhang X.","Liu, Xiaoxiang (57241509300); Tang, Liang (57188667551); Zeng, Haibo (57209835087); Liu, Yubai (58394887300); Zhang, Xinbang (57774901700)","57241509300; 57188667551; 57209835087; 58394887300; 57774901700","Smart Design and Simulation of Aerospace Control System Based on Digital Twin; [航天控制系统基于数字孪生的智慧设计仿真]","2019","Xitong Fangzhen Xuebao / Journal of System Simulation","31","3","","377","384","7","15","10.16182/j.issn1004731x.joss.18-FZ0524","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068462316&doi=10.16182%2fj.issn1004731x.joss.18-FZ0524&partnerID=40&md5=d10a1c1f324e5f5e8aedd5c31595ef24","Beijing Institute of Control Engineering, Beijing, 100190, China; Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China","Liu X., Beijing Institute of Control Engineering, Beijing, 100190, China, Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China; Tang L., Beijing Institute of Control Engineering, Beijing, 100190, China, Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China; Zeng H., Beijing Institute of Control Engineering, Beijing, 100190, China, Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China; Liu Y., Beijing Institute of Control Engineering, Beijing, 100190, China, Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China; Zhang X., Beijing Institute of Control Engineering, Beijing, 100190, China, Science and Technology on Space Intelligent Control Laboratory, Beijing, 100190, China","In accordance with the demand for intelligent development of spacecraft, and on the basis of the existing model-driven aerospace control design and simulation system, the new technological architectures using the digital twin and digital thread technique are carried out to achieve intelligent scheme design, simulation verification and in-orbit analysis. Employing the intelligent interconnection concept of cyber-physical systems, the space-ground integrated big data analysis and knowledge automation system are proposed. Based on this, the practical application scenarios are put forward through the full development flow and the entire life cycle. Not only it covers the smart application of information technology, more importantly, this novel design and simulation system emphasizes the development concept of facing knowledge and promoting innovation to meet the more complex task requirements in the future. © 2019, The Editorial Board of Journal of System Simulation. All right reserved.","Acta Simulata Systematica Sinica","","","","","","Article","Final","","Scopus","2-s2.0-85068462316"
"Cimino C.; Leva A.; Ferretti G.","Cimino, Chiara (57210824444); Leva, Alberto (7003469278); Ferretti, Gianni (56227784200)","57210824444; 7003469278; 56227784200","Ensuring consistency in scalable-detail models for DT-based control","2021","IFAC-PapersOnLine","54","1","","313","318","5","1","10.1016/j.ifacol.2021.08.158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120716456&doi=10.1016%2fj.ifacol.2021.08.158&partnerID=40&md5=3a1c779354593dceb1eee406c2c3e588","DEIB, Politecnico di Milano, Italy","Cimino C., DEIB, Politecnico di Milano, Italy; Leva A., DEIB, Politecnico di Milano, Italy; Ferretti G., DEIB, Politecnico di Milano, Italy","Digital Twins (DTs for short) are a powerful aid for creating, assessing and maintaining control strategies. This use of DTs however requires that the physical entities to control be described at different levels of detail. For example, simple I/O models are used to compute parameters of modulating controllers, more time-accurate ones may be required to set up and assess logic controls, high-accuracy, possibly nonlinear ones may serve for overall strategy verification, and for software-in-the-loop testing, also the host computing/network architecture needs representing. In such a complex scenario, guaranteeing that all the descriptions of all elements are consistent with one another is a relevant problem. We discuss this matter and propose a solution, in the form of a modelling paradigm where - as a novel contributions - relationships (in a sense analogous to what the term means in database theory) can be instated and enforced. This allows to create and maintain knowledge based made of interrelate data and models, embracing all the major DT interpretations proposed so far in the literature, or said more explicitly, combining data-driven and model-driven DTs in a single framework. We also provide an illustrative example. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)","Elsevier B.V.","","17th IFAC Symposium on Information Control Problems in Manufacturing INCOM 2021","7 June 2021 through 9 June 2021","Budapest","146678","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85120716456"
"Kirchhof J.C.; Michael J.; Rumpe B.; Varga S.; Wortmann A.","Kirchhof, Jörg Christian (57004585200); Michael, Judith (55341586200); Rumpe, Bernhard (55861872700); Varga, Simon (57202442251); Wortmann, Andreas (56581745100)","57004585200; 55341586200; 55861872700; 57202442251; 56581745100","Model-driven digital twin construction: Synthesizing the integration of cyber-physical systems with their information systems","2020","Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2020","","","","90","101","11","65","10.1145/3365438.3410941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096992990&doi=10.1145%2f3365438.3410941&partnerID=40&md5=64495c7202b22c1680cb2de9c3ac73ef","Rwth Aachen University, Germany","Kirchhof J.C., Rwth Aachen University, Germany; Michael J., Rwth Aachen University, Germany; Rumpe B., Rwth Aachen University, Germany; Varga S., Rwth Aachen University, Germany; Wortmann A., Rwth Aachen University, Germany","Digital twins emerge in many disciplines to support engineering, monitoring, controlling, and optimizing cyber-physical systems, such as airplanes, cars, factories, medical devices, or ships. There is an increasing demand to create digital twins as representation of cyber-physical systems and their related models, data traces, aggregated data, and services. Despite a plethora of digital twin applications, there are very few systematic methods to facilitate the modeling of digital twins for a given cyber-physical system. Existing methods focus only on the construction of specific digital twin models and do not consider the integration of these models with the observed cyber-physical system. To mitigate this, we present a fully model-driven method to describe the software of the cyber-physical system, its digital twin information system, and their integration. The integration method relies on MontiArc models of the cyber-physical system's architecture and on UML/P class diagrams from which the digital twin information system is generated. We show the practical application and feasibility of our method on an IoT case study. Explicitly modeling the integration of digital twins and cyber-physical systems eliminates repetitive programming activities and can foster the systematic engineering of digital twins. © 2020 ACM.","Association for Computing Machinery, Inc","ACM SIGSOFT; HCL; IEEE Computer Society Technical Council on Software Engineering (TCSE); IncQueryLabs; Microsoft","23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2020","18 October 2020 through 23 October 2020","Virtual, Online","164265","Conference paper","Final","","Scopus","2-s2.0-85096992990"
"","","","1st International Conference on Systems Modelling and Management, ICSMM 2020","2020","Communications in Computer and Information Science","1262 CCIS","","","","","196","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094099845&partnerID=40&md5=9f65206a63c199da22d00bf4b7cc1778","","","The proceedings contain 13 papers. The special focus in this conference is on Systems Modelling and Management. The topics include: Exploring Validity Frames in Practice; Suitability of Optical Character Recognition (OCR) for Multi-domain Model Management; simplified View Generation in a Deep View-Based Modeling Environment; grapeL: Combining Graph Pattern Matching and Complex Event Processing; a Model-Driven Mutation Framework for Validation of Test Case Migration; towards Consistency Checking Between a System Model and Its Implementation; towards Model-Driven Digital Twin Engineering: Current Opportunities and Future Challenges; reusable Data Visualization Patterns for Clinical Practice; a Model Based Slicing Technique for Process Mining Healthcare Information; validity Frame Driven Computational Design Synthesis for Complex Cyber-Physical Systems; industrial Plant Topology Models to Facilitate Automation Engineering.","Springer Science and Business Media Deutschland GmbH","","1st International Conference on Systems Modelling and Management, ICSMM 2020","25 June 2020 through 26 June 2020","Bergen ","250379","Conference review","Final","","Scopus","2-s2.0-85094099845"
"Schade S.; Ogilvie L.A.; Kessler T.; Schütte M.; Wierling C.; Lange B.M.; Lehrach H.; Yaspo M.-L.","Schade, Sophia (55614741600); Ogilvie, Lesley A. (35784783600); Kessler, Thomas (26326806700); Schütte, Moritz (56596335700); Wierling, Christoph (6507006904); Lange, Bodo M. (9238690500); Lehrach, Hans (57050399800); Yaspo, Marie-Laure (7003645815)","55614741600; 35784783600; 26326806700; 56596335700; 6507006904; 9238690500; 57050399800; 7003645815","A data- and model-driven approach for cancer treatment. German version; [Ein daten- und modellgesteuerter Ansatz zur Behandlung maligner Tumoren]","2019","Onkologe","25","","","109","115","6","1","10.1007/s00761-019-00652-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070840995&doi=10.1007%2fs00761-019-00652-1&partnerID=40&md5=74617799c01f82fa2fdfbd826c42dcbc","Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Max Planck Institute for Molecular Genetics, Berlin, Germany","Schade S., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Ogilvie L.A., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Kessler T., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Schütte M., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Wierling C., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Lange B.M., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany; Lehrach H., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany, Max Planck Institute for Molecular Genetics, Berlin, Germany; Yaspo M.-L., Alacris Theranostics GmbH, Max-Planck-Str. 3, Berlin, 12489, Germany, Max Planck Institute for Molecular Genetics, Berlin, Germany","We are unique and so are our diseases. Our genomes, disease histories, behavior, and lifestyles are all different. It is not too surprising, therefore, that we often respond differently to the drugs we receive. Cancer, in particular, is a complex and heterogeneous disease, originating in patients with different genomes, in cells with different epigenomes, formed and evolving on the basis of random processes, with the response to therapy not only depending on the individual cancer cell but also on many features of the patient. Selection of an optimal therapy will therefore require a deep molecular analysis comprising both the patient and their tumor (e.g., comprehensive molecular tumor analysis [CMTA]), and much better personalized prediction of response to possible therapies. Currently, we are at an inflection point in which advances in technology, decreases in the costs of sequencing and other molecular analyses, and increases in computing power are converging, forming the foundation to build a data-driven approach to personalized oncology. Here, we discuss the deep molecular characterization of individual tumors and patients as the basis of not only current precision oncology but also of computational models (‘digital twins’), forming the foundation of a truly personalized therapy selection of the future. © 2019, The Author(s).","Springer Verlag","","","","","","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85070840995"
"Lehner D.; Wolny S.; Mazak-Huemer A.; Wimmer M.","Lehner, Daniel (57212391238); Wolny, Sabine (57189046675); Mazak-Huemer, Alexandra (57219502927); Wimmer, Manuel (14030698000)","57212391238; 57189046675; 57219502927; 14030698000","Towards a Reference Architecture for Leveraging Model Repositories for Digital Twins","2020","IEEE International Conference on Emerging Technologies and Factory Automation, ETFA","2020-September","","9212109","1077","1080","3","9","10.1109/ETFA46521.2020.9212109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093356602&doi=10.1109%2fETFA46521.2020.9212109&partnerID=40&md5=a2a09220d3edf2de05fceb51ceef57f0","Johannes Kepler University Linz, Christian Doppler Labratory for Model-Integrated Smart Production (CDL-MINT), Institute for Business Informatics - Software Engineering, Science Park 3, Linz, 4020, Austria; Institute for Subsurface Engineering - Digital Transformation in Tunnelling, Montanuniversität Leoben, Erzherzog-Johann-Strasse 3/III, Leoben, 8700, Austria","Lehner D., Johannes Kepler University Linz, Christian Doppler Labratory for Model-Integrated Smart Production (CDL-MINT), Institute for Business Informatics - Software Engineering, Science Park 3, Linz, 4020, Austria; Wolny S., Johannes Kepler University Linz, Christian Doppler Labratory for Model-Integrated Smart Production (CDL-MINT), Institute for Business Informatics - Software Engineering, Science Park 3, Linz, 4020, Austria; Mazak-Huemer A., Institute for Subsurface Engineering - Digital Transformation in Tunnelling, Montanuniversität Leoben, Erzherzog-Johann-Strasse 3/III, Leoben, 8700, Austria; Wimmer M., Johannes Kepler University Linz, Christian Doppler Labratory for Model-Integrated Smart Production (CDL-MINT), Institute for Business Informatics - Software Engineering, Science Park 3, Linz, 4020, Austria","In the area of Cyber-Physical Systems (CPS), the degree of complexity continuously increases mainly due to new key-enabling technologies supporting those systems. One way to deal with this increasing complexity is to create a digital representation of such systems, a so-called Digital Twin (DT), which virtually acts in parallel ideally across the entire life-cycle of a CPS. For this purpose, the DT uses simulated or real-time data to mimic operations, control, and may modify the CPS's behaviour at runtime. However, building such DTs from scratch is not trivial, mainly due to the integration needed to deal with heterogeneous systems residing in different technological spaces. In order to tackle this challenge, Model-Driven Engineering (MDE) allows to logically model a CPS with its physical components. Usually, in MDE such ""logical models""are created at design time which keep them detached from the deployed system during runtime. Instead of building bilateral solutions between each runtime environment and every engineering tool, a dedicated integration layer is needed which can deal with both, design and runtime aspects. Therefore, we present a reference architecture that allows on the one side to query data from model repositories to enrich the running system with design-time knowledge, and on the other side, to be able to reasoning about system states at runtime in design-time models. We introduce a model repository query and management engine as mediator and show its feasibility by a demonstration case. © 2020 IEEE.","Institute of Electrical and Electronics Engineers Inc.","IEEE Industrial Electronics Society (IES); Institute of Computer Technology from TU Wien; The Institute of Electrical and Electronics Engineers (IEEE)","25th IEEE International Conference on Emerging Technologies and Factory Automation, ETFA 2020","8 September 2020 through 11 September 2020","Vienna","163774","Conference paper","Final","","Scopus","2-s2.0-85093356602"
"Rivera L.F.; Müller H.A.; Villegas N.M.; Tamura G.; Jiménez M.","Rivera, Luis F. (57205679579); Müller, Hausi A. (7404943303); Villegas, Norha M. (37016683400); Tamura, Gabriel (41562190700); Jiménez, Miguel (57198326445)","57205679579; 7404943303; 37016683400; 41562190700; 57198326445","On the Engineering of IoT-Intensive Digital Twin Software Systems","2020","Proceedings - 2020 IEEE/ACM 42nd International Conference on Software Engineering Workshops, ICSEW 2020","","","","631","638","7","17","10.1145/3387940.3392195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093092203&doi=10.1145%2f3387940.3392195&partnerID=40&md5=ef97a6c62c8feab8c5a482a95493fd62","University of Victoria, Victoria, BC, Canada; Universidad Icesi, Cali, Valle del Cauca, Colombia","Rivera L.F., University of Victoria, Victoria, BC, Canada; Müller H.A., University of Victoria, Victoria, BC, Canada; Villegas N.M., Universidad Icesi, Cali, Valle del Cauca, Colombia; Tamura G., Universidad Icesi, Cali, Valle del Cauca, Colombia; Jiménez M., University of Victoria, Victoria, BC, Canada","Digital Twins (DT) are software systems representing different aspects of a physical or conceptual counterpart - -the real twin, which is instrumented with several sensors or computing devices that generate, consume and transfer data to its DT with different purposes. In other words, DT systems are, to a large extent, IoT-intensive systems. Indeed, by exploiting and managing IoT data, artificial intelligence, and big data and simulation capabilities, DTs have emerged as a promising approach to manage the virtual manifestation of real-world entities throughout their entire lifecycle. Their proliferation will contribute to realizing the long-craved convergence of virtual and physical spaces to augment things and human capabilities. In this context, despite the proposal of noteworthy contributions, we argue that DTs have not been sufficiently investigated from a software engineering perspective. To address this, in this paper we propose GEMINIS, an architectural reference model that adopts self-adaptation, control, and model-driven engineering techniques to specify the structural and behavioural aspects of DTs and enable the evolution of their internal models. Moreover, we introduce an approach for engineering IoT-intensive Digital Twin Software Systems (DTSS) using GEMINIS' capabilities to deal with uncertain conditions that are inherent to the nature of mirrored physical environments and that might compromise the fidelity of a DT. With GEMINIS and the proposed approach, we aim to advance the engineering of DTSS as well as IoT and cyber-physical systems by providing practitioners with guidelines to model and specify inherent structural and behavioural characteristics of DTs, addressing common design concerns.  © 2020 ACM.","Association for Computing Machinery, Inc","ACM SIGSOFT; Association for Computing Machinery (ACM); IEEE Computer Society; IEEE Technical Council on Software Engineering (TCSE); Korean Institute of Information Scientists and Engineers","42nd IEEE/ACM International Conference on Software Engineering Workshops, ICSEW 2020","27 June 2020 through 19 July 2020","Seoul","163291","Conference paper","Final","","Scopus","2-s2.0-85093092203"
"Binder C.; Cala A.; Vollmar J.; Neureiter C.; Luder A.","Binder, Christoph (57209347880); Cala, Ambra (56439778800); Vollmar, Jan (23981576200); Neureiter, Christian (56768025000); Luder, Arndt (9735061200)","57209347880; 56439778800; 23981576200; 56768025000; 9735061200","Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML","2021","IEEE International Conference on Emerging Technologies and Factory Automation, ETFA","2021-September","","","","","","2","10.1109/ETFA45728.2021.9613172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122922012&doi=10.1109%2fETFA45728.2021.9613172&partnerID=40&md5=95aa613fad640754635409109df0a528","Josef Ressel Center For Dependable System-of-Systems Engineering, Urstein Sued 1, Puch/Salzburg, A-5412, Austria; Siemens Technology, Otto-Hahn-Ring 6, Munich, 81739, Germany; Siemens Technology, Guenther-Scharowsky-Str. 1, Erlangen, 91058, Germany; Otto-v.-Guericke University, Universitatsplatz 2, Magdeburg, D-39106, Germany","Binder C., Josef Ressel Center For Dependable System-of-Systems Engineering, Urstein Sued 1, Puch/Salzburg, A-5412, Austria; Cala A., Siemens Technology, Otto-Hahn-Ring 6, Munich, 81739, Germany; Vollmar J., Siemens Technology, Guenther-Scharowsky-Str. 1, Erlangen, 91058, Germany; Neureiter C., Josef Ressel Center For Dependable System-of-Systems Engineering, Urstein Sued 1, Puch/Salzburg, A-5412, Austria; Luder A., Otto-v.-Guericke University, Universitatsplatz 2, Magdeburg, D-39106, Germany","In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0). © 2021 IEEE.","Institute of Electrical and Electronics Engineers Inc.","IEEE Industrial Electronics Society (IES); Malardalen University; The Institute of Electrical and Electronics Engineers (IEEE)","26th IEEE International Conference on Emerging Technologies and Factory Automation, ETFA 2021","7 September 2021 through 10 September 2021","Virtual, Vasteras","175001","Conference paper","Final","","Scopus","2-s2.0-85122922012"
"Gorodetsky V.I.; Kozhevnikov S.S.; Novichkov D.; Skobelev P.O.","Gorodetsky, V.I. (8961532800); Kozhevnikov, S.S. (55575438600); Novichkov, D. (57212573904); Skobelev, P.O. (16235014800)","8961532800; 55575438600; 57212573904; 16235014800","The Framework for Designing Autonomous Cyber-Physical Multi-agent Systems for Adaptive Resource Management","2019","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11710 LNAI","","","52","64","12","14","10.1007/978-3-030-27878-6_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077128426&doi=10.1007%2f978-3-030-27878-6_5&partnerID=40&md5=9b969af9c464d775847bd9e33ee8fa00","InfoWings Ltd., Lev Tolstoy str., 1/3, Saint Petersburg, 197022, Russian Federation; CIIRC CTU, Jugoslávských Partyzánů 1580/3, Prague, 160 00, Czech Republic; Business Center “Vertical”, office 1201, Smart Solutions, Ltd., Moskovskoye Shosse 17, Samara, 443013, Russian Federation; Samara State Technical University, Molodogvardeyskaya str., 244, Samara, 443100, Russian Federation","Gorodetsky V.I., InfoWings Ltd., Lev Tolstoy str., 1/3, Saint Petersburg, 197022, Russian Federation; Kozhevnikov S.S., CIIRC CTU, Jugoslávských Partyzánů 1580/3, Prague, 160 00, Czech Republic; Novichkov D., Business Center “Vertical”, office 1201, Smart Solutions, Ltd., Moskovskoye Shosse 17, Samara, 443013, Russian Federation; Skobelev P.O., Samara State Technical University, Molodogvardeyskaya str., 244, Samara, 443100, Russian Federation","The paper contributes to design of autonomous cyber-physical multi-agent systems for adaptive resource management providing increase of efficiency of business operating in uncertain and dynamic environment. Evolution of multi-agent systems from purely decision-making support and simulation tool to cyber-physical system including Digital Twins and fully autonomous systems is analyzed. The main paper contribution is the proposed conceptual framework for designing autonomous cyber-physical multi-agent systems for adaptive resource management. It is shown in the paper that, in cyber-physical multi-agent systems for adaptive resource management, the ontology-customized multi-agent engine and ontology-based model of enterprise are forming ontology-driven “Digital Twin” of the enterprise providing opportunity to combine operational scheduling of resources with ongoing real-time simulations and evolutional re-design of configuration of enterprise resources. The functionality and architecture of the autonomous cyber-physical multi-agent systems for adaptive resource management are developed to support for the full cycle of autonomous decision making on resource management. Time metrics for measuring event-based response time and level of adaptability of autonomous cyber-physical multi-agent systems for adaptive resource management are proposed. Results of developments can be applied for smart transport and smart manufacturing, smart agriculture, smart logistics, smart supply chains, etc. © 2019, Springer Nature Switzerland AG.","Springer","","9th International Conference on Industrial Applications of Holonic and Multi-Agent Systems, HoloMAS 2019","26 August 2019 through 29 August 2019","Linz","230259","Conference paper","Final","","Scopus","2-s2.0-85077128426"
"Brockhoff T.; Heithoff M.; Koren I.; Michael J.; Pfeiffer J.; Rumpe B.; Uysal M.S.; Van Der Aalst W.M.P.; Wortmann A.","Brockhoff, Tobias (57196041881); Heithoff, Malte (57438806400); Koren, Istvan (55820473400); Michael, Judith (55341586200); Pfeiffer, Jerome (57206151048); Rumpe, Bernhard (55861872700); Uysal, Merih Seran (35231598300); Van Der Aalst, Wil M. P. (7007153024); Wortmann, Andreas (56581745100)","57196041881; 57438806400; 55820473400; 55341586200; 57206151048; 55861872700; 35231598300; 7007153024; 56581745100","Process Prediction with Digital Twins","2021","Companion Proceedings - 24th International Conference on Model-Driven Engineering Languages and Systems, MODELS-C 2021","","","","182","187","5","28","10.1109/MODELS-C53483.2021.00032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121810059&doi=10.1109%2fMODELS-C53483.2021.00032&partnerID=40&md5=d64f49401d895daf63555963e41203c6","RWTH Aachen University, Process And Data Science, Aachen, Germany; RWTH Aachen University, Software Engineering, Aachen, Germany; Institute For Control Engineering of Machine Tools And Manufacturing Units (ISW), University of Stuttgart, Stuttgart, Germany","Brockhoff T., RWTH Aachen University, Process And Data Science, Aachen, Germany; Heithoff M., RWTH Aachen University, Software Engineering, Aachen, Germany; Koren I., RWTH Aachen University, Process And Data Science, Aachen, Germany; Michael J., RWTH Aachen University, Software Engineering, Aachen, Germany; Pfeiffer J., Institute For Control Engineering of Machine Tools And Manufacturing Units (ISW), University of Stuttgart, Stuttgart, Germany; Rumpe B., RWTH Aachen University, Software Engineering, Aachen, Germany; Uysal M.S., RWTH Aachen University, Process And Data Science, Aachen, Germany; Van Der Aalst W.M.P., RWTH Aachen University, Process And Data Science, Aachen, Germany; Wortmann A., Institute For Control Engineering of Machine Tools And Manufacturing Units (ISW), University of Stuttgart, Stuttgart, Germany","Process discovery from event logs as well as process prediction using process models at runtime are increasingly important aspects to improve the operation of digital twins of complex systems. The integration of process mining functionalities with model-driven digital twin architectures raises the question which models are important for the model-driven engineering of digital twins at designtime and at runtime. Currently, research on process mining and model-driven digital twins is conducted in different research communities. Within this position paper, we motivate the need for the holistic combination of both research directions to facilitate harnessing the data and the models of the systems of the future at runtime. The presented position is based upon continuous discussions, workshops, and joint research between process mining experts and software engineering experts in the Internet of Production excellence cluster. We aim to motivate further joint research into the combination of process mining techniques with model-driven digital twins to efficiently combine data and models at runtime. © 2021 IEEE.","Institute of Electrical and Electronics Engineers Inc.","Association for Computing Machinery (ACM); IEEE Computer Society; IEEE Technical Council on Software Engineering (TCSE); Special Interest Group on Software Engineering (SIGSOFT)","24th International Conference on Model-Driven Engineering Languages and Systems, MODELS-C 2021","10 October 2021 through 15 October 2021","Virtual, Online","175737","Conference paper","Final","","Scopus","2-s2.0-85121810059"
"Zhang K.; Tian J.; Han J.; Yuan Q.","Zhang, Kun (57738188100); Tian, Ji (57737467600); Han, Jing (57738188200); Yuan, Qin (57737467700)","57738188100; 57737467600; 57738188200; 57737467700","A Lightweight Model-driven MES Simulation Framework Based On Probabilistic Finite Automata","2022","2022 7th International Conference on Intelligent Computing and Signal Processing, ICSP 2022","","","","1093","1096","3","2","10.1109/ICSP54964.2022.9778640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131838823&doi=10.1109%2fICSP54964.2022.9778640&partnerID=40&md5=273247eda932ca592c8b72837e067786","Huangshan University Hsu, Huangshan, China","Zhang K., Huangshan University Hsu, Huangshan, China; Tian J., Huangshan University Hsu, Huangshan, China; Han J., Huangshan University Hsu, Huangshan, China; Yuan Q., Huangshan University Hsu, Huangshan, China","In recent years, the concept of digital twin was introduced to the field of intelligent manufacturing. People use simulation technologies to complete the process of physical equipment in virtual space. As the manager of production process data, MES system is an important basis of digital twin in industrial production. Current MES systems are mostly developed for specific domains, often for large enterprises, with high coupling and poor scalability, which are difficult to be applied to smaller production enterprises with low informationization degree. In this paper, we propose a lightweight model-driven MES simulation framework that uses probabilistic finite automata to form a fast modeling for factory as well as to generate production data, and achieves a highly flexible production process simulation through config files; the framework could also be used to build a real MES system for small and medium-sized production enterprises. © 2022 IEEE.","Institute of Electrical and Electronics Engineers Inc.","IEEE","7th International Conference on Intelligent Computing and Signal Processing, ICSP 2022","15 April 2022 through 17 April 2022","Xi'an","179503","Conference paper","Final","","Scopus","2-s2.0-85131838823"
"Margaria T.; Schieweck A.","Margaria, Tiziana (36704777800); Schieweck, Alexander (57191832777)","36704777800; 57191832777","Towards Engineering Digital Twins by Active Behaviour Mining","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13030 LNCS","","","138","163","25","2","10.1007/978-3-030-91384-7_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120864161&doi=10.1007%2f978-3-030-91384-7_8&partnerID=40&md5=d8f5bd1a3f460de4568ba66bb3bed278","Department of Computer Science and Information Systems, University of Limerick, Limerick, Ireland; Lero - The SFI Research Centre for Software, Limerick, Ireland; Confirm - Smart Manufacturing SFI Research Centre, Limerick, Ireland","Margaria T., Department of Computer Science and Information Systems, University of Limerick, Limerick, Ireland, Lero - The SFI Research Centre for Software, Limerick, Ireland, Confirm - Smart Manufacturing SFI Research Centre, Limerick, Ireland; Schieweck A., Department of Computer Science and Information Systems, University of Limerick, Limerick, Ireland, Lero - The SFI Research Centre for Software, Limerick, Ireland, Confirm - Smart Manufacturing SFI Research Centre, Limerick, Ireland","In the context of Confirm, the Irish Research Centre on Smart Manufacturing, field demonstrators are used to show new techniques to industrial partners, various kinds of students, and the general public alike. Considering the robotics demonstrator for the Digital Thread concept used in Confirm, which is a small cyberphysical system based on the UR3 cobot and a web controller for it, we apply Active Automata Learning in order to obtain a Digital Twin for it. Behavior mining done in this fashion is nowadays uncommon, but it has various advantages over, e.g., models obtained with popular AI techniques in that the AAL models are accurate deterministic behavioural explanations for the system behaviour at the chosen level of abstraction, and they may be further amenable to formal verification, e.g., by model checking, in order to establish properties of interest. This extension has the effect of showcasing the Digital Twin concept, the AAL technique, the use of model checking, and the importance of working with formal models that are amenable to these technologies. We then reflect on the nature of the models and their uses and meaning, from the point of view of the comments and questions we receive in the demonstrations. We also consider the use of a feature-based approach to modelling the systems and their interactions, which is a further aspect for which the demonstrator could be used, with a special attention to the aspects of this work, like AAL and the feature based and feature interaction research, that connect directly with the collaboration with and the research of Bengt Jonsson. © 2021, Springer Nature Switzerland AG.","Springer Science and Business Media Deutschland GmbH","","","","","","Book chapter","Final","","Scopus","2-s2.0-85120864161"
