Title;Publication Title;Authors;Publication Year;Document Identifier;Publisher;Abstract
Towards Development Platforms for Digital Twins: A Model-Driven Low-Code Approach;ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS: ARTIFICIAL INTELLIGENCE FOR SUSTAINABLE AND RESILIENT PRODUCTION SYSTEMS, APMS 2021, PT I;"Michael, J; Wortmann, A";;S;;Digital Twins in smart manufacturing must be highly adaptable for different challenges, environments, and system states. In practice, there is a need for enabling the configuration of Digital Twins by domain experts. Low-code approaches seem to be a meaningful solution for configuration purposes but often lack extension options. We propose a model-driven low-code approach for the configuration and reconfiguration of Digital Twins using language plugins. This approach uses model-driven software engineering and software language engineering methods to derive a configurable digital twin implementation. Moreover, we discuss some remaining challenges such as interoperability, language modularity, evolution, integration of assistive services, collaborative development, and web-based debugging.
Process Prediction with Digital Twins;24TH ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION (MODELS-C 2021);"Brockhoff, T; Heithoff, M; Koren, I; Michael, J; Pfeiffer, J; Rumpe, B; Uysal, MS; Van der Aalst, WMP; Wortmann, A";;C;;Process discovery from event logs as well as process prediction using process models at runtime are increasingly important aspects to improve the operation of digital twins of complex systems. The integration of process mining functionalities with model-driven digital twin architectures raises the question which models are important for the model-driven engineering of digital twins at designtime and at runtime. Currently, research on process mining and model-driven digital twins is conducted in different research communities. Within this position paper, we motivate the need for the holistic combination of both research directions to facilitate harnessing the data and the models of the systems of the future at runtime. The presented position is based upon continuous discussions, workshops, and joint research between process mining experts and software engineering experts in the Internet of Production excellence cluster. We aim to motivate further joint research into the combination of process mining techniques with model-driven digital twins to efficiently combine data and models at runtime.
AML4DT: A Model-Driven Framework for Developing and Maintaining Digital Twins with AutomationML;2021 26TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA);"Lehner, D; Sint, S; Vierhauser, M; Narzt, W; Wimmer, M";;C;;As technologies such as the Internet of Things (IoT) and Cyber-Physical Systems (CPS) are becoming ubiquitous, systems adopting these technologies are getting increasingly complex. Digital Twins (DTs) provide comprehensive views on such systems, the data they generate during runtime, as well as their usage and evolution over time. Setting up the required infrastructure to run a Digital Twin is still an ambitious task that involves significant upfront efforts from domain experts, although existing knowledge about the systems, such as engineering models, may be already available for reuse. To address this issue, we present AML4DT, a model-driven framework supporting the development and maintenance of Digital Twin infrastructures by employing AutomationML (AML) models. We automatically establish a connection between systems and their DTs based on dedicated DT models. These DT models are automatically derived from existing AutomationML models, which are produced in the engineering phases of a system. Additionally, to alleviate the maintenance of the DTs, AML4DT facilitates the synchronization of the AutomationML models with the DT infrastructure for several evolution cases. A case study shows the benefits of developing and maintaining DTs based on AutomationML models using the proposed AML4DT framework. For this particular study, the effort of performing the required tasks could be reduced by about 50%.
Implementation of Model-driven Complex System Engineering Development System;2018 INTERNATIONAL CONFERENCE ON ELECTRICAL, CONTROL, AUTOMATION AND ROBOTICS (ECAR 2018);"Cheng, Y; Huang, XL; Xu, YH";;C;;This paper summarizes the related technologies of model-driven complex system engineering development system and establishes a framework for the development system. Then, expounds the implementation process of the development system in detail and emphasizes the key path points of how to achieve the model-driven system research and development capability. Finally, the author puts forward two suggestions for the application and promotion of the development system.
Air Quality Management: An Exemplar for Model-Driven Digital Twin Engineering;24TH ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION (MODELS-C 2021);"Govindasamy, HS; Jayaraman, R; Taspinar, B; Lehner, D; Wimmer, M";;C;;Since its first mentioning in the literature, the concept of Digital Twin has gained traction in both industry and academia. However, there are still many open challenges when applying Digital Twins to industry-scale use cases. Applying Model-Driven Engineering techniques to the creation and maintenance of Digital Twins (also referred to as Model-Driven Digital Twin Engineering) promises automation and consistency throughout the life cycle of a Digital Twin. The exemplar provided in this paper can be used to identify open challenges when it comes to Model-Driven Digital Twin Engineering, and to demonstrate how approaches can solve them. This exemplar applies Digital Twins to an indoor air quality management use case, where CO2, temperature, and humidity values of rooms within a building are measured. These values can be used to derive actions to improve work productivity and reduce the risk for virus infections. We describe three applications that make use of this Digital Twin (i.e., runtime visualization, physical simulation, and ML-based predictions), and provide an online repository with the artefacts of this exemplar.
Closed-Loop Systems Engineering (CLOSE): Integrating Experimentable Digital Twins with the Model-Driven Engineering Process;2018 4TH IEEE INTERNATIONAL SYMPOSIUM ON SYSTEMS ENGINEERING (ISSE);"Di Maio, M; Kapos, GD; Klusmann, N; Atorf, L; Dahmen, U; Schluse, M; Rossmann, J";;C;;A particular problem in the practical application of Model-Based Systems Engineering (MBSE) for the development of complex products is the effective integration of other engineering models. The Model-Driven Engineering Process (MDEP) addresses this by providing clearly defined insert points for domain models and simulation engines. In Closed-Loop Systems Engineering (CLOSE) Experimentable Digital Twins (EDTs) are integrated in the MDEP to realistically simulate how system functions would be executed by physical parts of the developed product. CLOSE thus can reduce the cycle times for analysis, design, development, optimisation, and some of the verification. This paper introduces the basic concept of CLOSE and illustrates its application with a case study.
A MODEL-DRIVEN APPROACH FOR SITUATIONAL INTELLIGENCE & OPERATIONAL AWARENESS;2019 PETROLEUM AND CHEMICAL INDUSTRY CONFERENCE EUROPE (PCIC EUROPE);"Shokooh, S; Nordvik, G";;C;;In order to design, operate, and maintain an oil and gas facility, one must first understand its behavior. A model-driven engineering and operation solution is required to analyze and identify problems early on and then improve design to ensure further problems are less likely. Predictive models are already shaping our experiences. They recommend products and services based on our habits. Predictive models of electrical power networks serve as a digital twin of the system including network topology, engineering parameters, and other pertinent information with real-time data acquired for depicting the actual operation of the system. A clear and thorough understanding of the operational system increases uptime and reduces the number of unnecessary shutdowns. Predictive simulation models help engineers and operators increase their understanding of systems in a cost-effective and repeatable environment by offering Situational Intelligence & Automation. This paper will include the benefits of adding such a system, the challenges that must be overcome and the lessons that have been learned from the implementation of several of these systems. It will also serve as a handbook on justification for a model-driven power management and automation of oil and gas facilities.
A framework for Model-Driven Engineering of resilient software-controlled systems;COMPUTING;"Parri, J; Patara, F; Sampietro, S; Vicario, E";;J;;Emergent paradigms of Industry 4.0 and Industrial Internet of Things expect cyber-physical systems to reliably provide services overcoming disruptions in operative conditions and adapting to changes in architectural and functional requirements. In this paper, we describe a hardware/software framework supporting operation and maintenance of software-controlled systems enhancing resilience by promoting a Model-Driven Engineering (MDE) process to automatically derive structural configurations and failure models from reliability artifacts. Specifically, areflectivearchitecture developed arounddigital twinsenables representation and control of systemConfiguration Itemsproperly derived from SysML Block Definition Diagrams, providing support for variation. Besides, a plurality of distributed analytic agents for qualitative evaluation over executable failure models empowers the system with runtime self-assessment and dynamic adaptation capabilities. We describe the framework architecture outlining roles and responsibilities in a System of Systems perspective, providing salient design traits about digital twins and data analytic agents for failure propagation modeling and analysis. We discuss a prototype implementation following the MDE approach, highlighting self-recovery and self-adaptation properties on a real cyber-physical system for vehicle access control to Limited Traffic Zones.
Supporting Digital Twins for the Retrofit in Aviation by a Model-Driven Data Handling;SYSTEMS;"Laukotka, FN; Krause, D";;J;;Aviation is characterized by many stakeholders, long lifespans of its assets, and high requirements regarding safety, security, and documentation. To meet these requirements as well as customer needs, aircraft are regularly retrofitted with new cabins. During the planning and execution of this cabin retrofit, handling the needed and available data poses a challenge to the engineers. While much of the required data is available in some form, generally there is a lack of a digitally usable dataset of the specific aircraft-a virtual representation of the physical asset is missing. To support the implementation of such a digital twin and, thus, the overall process of retrofitting aircraft, an approach to model-driven data handling tailored to the unique circumstances and requirements of aviation is introduced. The methodology consists of a combination of systems engineering and data science techniques framed by an overarching procedure that iteratively creates and enhances a digitally accessible dataset of the relevant data, hence supporting the retrofit engineers by easing access to needed information. Besides the presentation of the research background and the methodology, a simplified example is shown, demonstrating the approach using abstracted but realistic information provided by partners from the industry.
Model-Driven Development of a Digital Twin for Injection Molding;ADVANCED INFORMATION SYSTEMS ENGINEERING, CAISE 2020;"Bibow, P; Dalibor, M; Hopmann, C; Mainz, B; Rumpe, B; Schmalzing, D; Schmitz, M; Wortmann, A";;C;;Digital Twins (DTs) of Cyber-Physical Production Systems (CPPSs) enable the smart automation of production processes, collection of data, and can thus reduce manual efforts for supervising and controlling CPPSs. Realizing DTs is challenging and requires significant efforts for their conception and integration with the represented CPPS. To mitigate this, we present an approach to systematically engineering DTs for injection molding that supports domain-specific customizations and automation of essential development activities based on a modeldriven reference architecture. In this approach, reactive CPPS behavior is defined in terms of a Domain-Specific Language (DSL) for specifying events that occur in the physical system. The reference architecture connects to the CPPS through a novel DSL for representing OPC-UA bindings. We have evaluated this approach with a DT of an injection molding machine that controls the machine to optimize the Design of Experiment (DoE) parameters between experiment cycles before the products are molded. Through this, our reference implementation of the DT facilitates the time-consuming setup of a DT and the subsequent injection molding activities. Overall, this facilitates to systematically engineer digital twins with reactive behavior that help to optimize machine use.
Generative and Model-driven SDK development for the Industrie 4.0 Digital Twin;2021 26TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA);"Braunisch, N; Ristin-Kaufmann, M; Lehmann, R; Van de Venn, HW";;C;;Industrie 4.0 maps the digital twin as the Asset Administration Shell. To develop this digital twin, the Asset Administration Shell meta-model is used. A developer needs high-quality libraries in their programming languages to build the Asset Administration Shell in efficient and ergonomic way. The existing representations of the meta-model are inconvenient for moving from the specification to realizations in software development. This leads to many, often manual, re-implementations of the Asset Administration Shell in each programming language. We present an approach to automatically generate libraries based on the intermediate representation of the meta-model. The approach allows for practical and simple development process of Industrie 4.0 components, and scales across programming environments and future changes in the meta-model.
Generating customized low-code development platforms for digital twins;JOURNAL OF COMPUTER LANGUAGES;"Dalibor, M; Heithoff, M; Michael, J; Netz, L; Pfeiffer, J; Rumpe, B; Varga, S; Wortmann, A";;J;;A digital twin improves our use of a cyber-physical system and understanding of its emerging behavior. To this effect, a digital twin is to be developed and configured and potentially also operated by domain experts, who rarely have a professional software engineering background and for whom easy access and support, e.g., in form of low-code platforms are missing. In this paper, we report on an integrated method for the model driven engineering of low-code development platforms for digital twins that enables domain experts to create and operate digital twins for cyber-physical systems using the most appropriate modeling languages. The foundation of this method is (1) a code generation infrastructure for information systems combined with (2) an extensible base architecture for self-adaptive digital twins and (3) reusable language components for their configuration. Using this method, software engineers first configure the information system with the required modeling languages to generate the low-code development platform for digital twins before domain experts leverage the generated platform to create digital twins. This two-step method facilitates creating tailored low-code development platforms as well as creating and operating customized digital twins for a variety of applications.
Multisource Model-Driven Digital Twin System of Robotic Assembly;IEEE SYSTEMS JOURNAL;"Li, X; He, B; Zhou, YM; Li, G";;J;;"The digital twin technology effectively fuels improvements in the quality and efficiency of robotic assembly, especially for sophisticated processes. High-quality digitalization requires a comprehensive description and real-time rendering of system, which are challenging. This article aims to demonstrate a novel multisource model-driven digital twin system, which is based on the geometric, physics, and sequential rule descriptions for producing a precise and real-time simulation of a robotic assembly system. In our system, the digital counterpart rendered with virtual reality technology is created and updated by the real environment information. A 3-D graphic model is reconstructed first using the geometric information of surroundings captured by the depth sensor. During interaction, a fast and efficient approach is proposed to generate the contact force and render the object deformation in the virtual environment. The virtual space also provides the sequential rule that is based on the danger field, which helps to constrain the operation of digital twin. At last, the experimental platform is established in which the virtual space is at an update rate of 100 Hz, while the automatic sorting task is performed and verified; the results show the effectiveness and applicability of the method to digital twin system."
Model-driven engineering city spaces via bidirectional model transformations;SOFTWARE AND SYSTEMS MODELING;"Visconti, E; Tsigkanos, C; Hu, ZJ; Ghezzi, C";;J;;"Engineering cyber-physical systems inhabiting contemporary urban spatial environments demands software engineering facilities to support design and operation. Tools and approaches in civil engineering and architectural informatics produce artifacts that are geometrical or geographical representations describing physical spaces. The models we consider conform to the CityGML standard; although relying on international standards and accessible in machine-readable formats, such physical space descriptions often lack semantic information that can be used to support analyses. In our context, analysis as commonly understood in software engineering refers to reasoning on properties of an abstracted model-in this case a city design. We support model-based development, firstly by providing a way to derive analyzable models from CityGML descriptions, and secondly, we ensure that changes performed are propagated correctly. Essentially, a digital twin of a city is kept synchronized, in both directions, with the information from the actual city. Specifically, our formal programming technique and accompanying technical framework assure that relevant information added, or changes applied to the domain (resp. analyzable) model are reflected back in the analyzable (resp. domain) model automatically and coherently. The technique developed is rooted in the theory of bidirectional transformations, which guarantees that synchronization between models is consistent and well behaved. Produced models can bootstrap graph-theoretic, spatial or dynamic analyses. We demonstrate that bidirectional transformations can be achieved in practice on real city models."
Towards a Reference Architecture for Leveraging Model Repositories for Digital Twins;2020 25TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA);"Lehner, D; Wolny, S; Mazak-Huemer, A; Wimmer, M";;C;;In the area of Cyber-Physical Systems (CPS), the degree of complexity continuously increases mainly due to new key-enabling technologies supporting those systems. One way to deal with this increasing complexity is to create a digital representation of such systems, a so-called Digital Twin (DT), which virtually acts in parallel ideally across the entire life-cycle of a CPS. For this purpose, the DT uses simulated or real-time data to mimic operations, control, and may modify the CPS's behaviour at runtime. However, building such DTs from scratch is not trivial, mainly due to the integration needed to deal with heterogeneous systems residing in different technological spaces. In order to tackle this challenge, Model-Driven Engineering (MDE) allows to logically model a CPS with its physical components. Usually, in MDE such logical models are created at design time which keep them detached from the deployed system during runtime. Instead of building bilateral solutions between each runtime environment and every engineering tool, a dedicated integration layer is needed which can deal with both, design and runtime aspects. Therefore, we present a reference architecture that allows on the one side to query data from model repositories to enrich the running system with design-time knowledge, and on the other side, to be able to reasoning about system states at runtime in design-time models. We introduce a model repository query and management engine as mediator and show its feasibility by a demonstration case.
GRuM-A flexible model-driven runtime monitoring framework and its application to automated aerial and ground vehicles;JOURNAL OF SYSTEMS AND SOFTWARE;"Vierhauser, M; Garmendia, A; Stadler, M; Wimmer, M; Cleland-Huang, J";;J;;Runtime monitoring is critical for ensuring safe operation and for enabling self-adaptive behavior of Cyber-Physical Systems (CPS). Monitors are established by identifying runtime properties of interest, creating probes to instrument the system, and defining constraints to be checked at runtime. For many systems, implementing and setting up a monitoring platform can be tedious and time-consuming, as generic monitoring platforms do not adequately cover domain-specific monitoring requirements. This situation is exacerbated when the System under Monitoring (SuM) evolves, requiring changes in the monitoring platform. Most existing approaches lack support for the automated generation and setup of monitors for diverse technologies and do not provide adequate support for dealing with system evolution. In this paper, we present GRuM (Generating CPS Runtime Monitors), a framework that combines model-driven techniques and runtime monitoring, to automatically generate a customized monitoring platform for a given SuM. Relevant properties are captured in a Domain Model Fragment, and changes to the SuM can be easily accommodated by automatically regenerating the platform code. To demonstrate the feasibility and performance we evaluated GRuM against two different systems using TurtleBot robots and Unmanned Aerial Vehicles. Results show that GRuM facilitates the creation and evolution of a runtime monitoring platform with little effort and that the platform can handle a substantial amount of events and data.(c) 2023 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).
Performance Evaluation: Model-Driven or Problem-Driven?;QUANTITATIVE EVALUATION OF SYSTEMS (QEST 2021);Haverkort, BR;;C;;In this paper I address the divide that has emerged between the field of performance evaluation and the field of computer and communication system design. After looking back briefly on the history of the field, I subsequently reflect on the reasons why the field of performance evaluation has become so isolated. I then continue with a set of eight recommendations, based on my experience in performing projects with industry, that will help in reconnecting, and that will result in a better uptake of the newest techniques and tools in the field of design of computer and communication systems. Following these recommendations will probably push scientists a little out of their comfort zone, however, I feel the potential extra reward of seeing our work truly applied is more than worth it.
A software engineering point of view on digital twin architecture;2022 IEEE 27TH INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA);"Bechu, G; Beugnard, A; Cao, CGL; Perez, Q; Urtado, C; Vauttier, S";;C;;Digital twins, along with Internet of Things and Artificial Intelligence, have been identified as one of the key technologies for Industry 4.0. However, the definition of Digital Twin (DT) is still abstract and context-dependent. In this paper, we present a metamodel that supports concrete and operational descriptions of digital twin deployment. This metamodel encompasses the different aspects of deployment, including the definition of hardware and software components that compose the layered cyber-physical architectures of the digital twin, along with the installation and instantiation tasks that compose deployment processes. Multiple configurations can also be defined to support the deployment of a digital twin in different execution contexts. The relevance of this metamodel was evaluated by two case studies. The first consists in deploying the digital twin of a cobot in a simulation environment. The second applies the approach in a home automation environment. In both cases, our metamodel provides complete and precise descriptions of the deployment process and thus constitutes a viable first step towards a modeldriven approach for digital twin deployment.
On the Notion of Digital Twins: A Modeling Perspective;SYSTEMS;Tekinerdogan, B;;J;;A digital twin is a digital replica of a physical entity that can be remotely controlled, which allows for sophisticated control for a variety of reasons. Digital twins are made possible using various technologies such as Internet of Things, sensor technology, artificial intelligence, data science, and machine learning. With this, it represents a new stage in smart systems engineering. Developing digital twin-based systems necessitates a holistic system engineering approach in which modeling is critical. Various studies have been published on the notion of digital twins and its applications in various domains, but a modeling perspective has not been explicitly considered. Hence, this article provides a novel insight on the notion of digital twins from a modeling perspective, describing the evolution of modeling in engineering and likewise providing a rational basis for digital twins as a next logical step in modeling. A metamodel is provided that integrates the key concepts of systems engineering, digital twins, and modeling. While elaborating on the existing evolution of modeling in engineering, it is stated that the next step of digital twins will be artificial twins.
Integration Challenges for Digital Twin Systems-of-Systems;10TH IEEE/ACM INTERNATIONAL WORKSHOP ON SOFTWARE ENGINEERING FOR SYSTEMS-OF-SYSTEMS AND SOFTWARE ECOSYSTEMS (SESOS 2022);"Michael, J; Pfeiffer, J; Rumpe, B; Wortmann, A";;C;;Research and industry leverage digital twins to monitor and control (cyber-physical) systems in various domains. For their efficient engineering, these twins need to become Systems-of-Systems (SoS), in which digital twins of smaller systems (e.g., a production machine) become parts of digital twins of larger systems (e.g., a factory). Yet, research on digital twins as SoS largely ignores reusing digital twins in SoS. Based on our experience in engineering digital twins with experts from various domains related to production systems engineering, we present insights on the challenges of composing and integrating that need to be addressed for efficient engineering of digital twins as SoS. These insights may guide future research on engineering digital twins as well as practitioners considering the challenges in building and composing digital twin systems-of-systems.
A Comparative Study on Digital Twin Models;ADVANCES IN MATERIALS, MACHINERY, ELECTRONICS III;"Liu, Q; Liu, B; Wang, G; Zhang, C";;C;;As the main concept, the Digital Twin (DT) shows its potential not only in industry 4.0 but also in other areas. One of the keys that decide the future of DT been known as its model technology. Through models can integrate features, behaviors, and properties of DT artifacts with efficiency, reusability, and interoperability, in order to build a complete mapping between the physical world and digital world, after that realize the ideal DT. This paper aims at comparing and analyzing the DT models in the scientific literature, retracing them from the initial one to the models in most recent researches. Thus, this study also emphasizes several principles of the DT model technology that is related to future work.
Digital Twin of an Electrical Motor Based on Empirical Performance Model;2020 XI INTERNATIONAL CONFERENCE ON ELECTRICAL POWER DRIVE SYSTEMS (ICEPDS);"Rassolkin, A; Rjabtsikov, V; Vaimann, T; Kallaste, A; Kuts, V; Partyshev, A";;C;;The concept of Digital Twin is creating and maintaining a digital representation of the real physical entity and supporting its performance utilizing simulation and optimization tools, which are fed with real data. Development and implementation of Digital Twin technology is a hot topic in many industry-oriented research projects. However, more detailed studies are needed on design methods for Digital Twins, which allows full synchronization and connectivity between virtual and real environments. This paper presents a development case study of Digital Twin for an electric motor based on an empirical performance model. The paper discusses the way how the data required for the Digital Twin were obtained and present a detailed structural description of the virtual entity. Unity3D is used for physics simulations and visualization of the Digital Twin, because of simple accessible and meticulously detailed documentation highly useful for rapid prototyping in early stages.
A pattern catalog for augmenting Digital Twin models with behavior;AT-AUTOMATISIERUNGSTECHNIK;"Lehner, D; Sint, S; Eisenberg, M; Wimmer, M";;J;;Digital Twins are emerging as a solution to build and extend existing software systems to make better use of data produced by physical systems. For supporting the development of Digital Twins, several software vendors are offering dedicated tool support, often referred to as Digital Twin platforms. The modeling capabilities of these platforms are mostly concerned with structural viewpoints, i.e., providing an overview of available components including their current and historical sensor values. However, behavioral viewpoints did not yet receive much attention on these platforms. As behavioral models are often used during the design processes, e.g., for simulation and synthesis, it would be beneficial for having them included in Digital Twin platforms, e.g., for reasoning on the set of possible next actions or for checking the execution history to perform runtime validation. In this paper, we present a catalog of modeling patterns for augmenting Digital Twin models with behavioral models and their corresponding runtime information without requiring any extension of the code bases of Digital Twin platforms. We demonstrate the presented modeling patterns by applying them to the Digital Twin platform offered by Microsoft, in an additive manufacturing use case of a 3D printer in a production line.
EMF-Syncer: scalable maintenance of view models over heterogeneous data-centric software systems at run time;SOFTWARE AND SYSTEMS MODELING;Boronat, A;;J;;With the increasing presence of cyber-physical systems (CPSs), like autonomous vehicle systems and digital twins, the future of software engineering is predicated on the importance of designing and developing data-centric software systems that can adapt intelligently at run time. CPSs consist of complex heterogeneous software components. Model-driven engineering advocates using software models to tame such complexity, capturing the relevant design concerns of such systems at different levels of abstraction. Yet most of the existing CPSs are engineered without considering MDE practices and tools, facing fundamental challenges when working with data: monitoring the program data at run time, syncing updates between program and model, dealing with heterogeneous data sources, and representing such observed data at run time to facilitate automated analysis. In this work, we introduce the notion of view models to explicitly represent parts of the domain knowledge implicitly embedded in the source code of a software system. This notion is equipped with a scalable bidirectional syncing mechanism that extracts view model instances from program snapshots at run time. The syncing mechanism is proposed from a conceptual point of view, independently of specific implementations and supports incremental view model update and view model maintenance. We show how this syncing mechanism is flexible enough to facilitate the non-intrusive adoption of MDE technology over existing MDE-agnostic heterogeneous data-centric systems. We study the run-time cost implied by the EMF-Syncer , the tool implementing this syncing mechanism for Java applications and view models atop the eclipse modeling framework (EMF) when executing data analytic and transformation tasks over large volumes of data in the presence of data updates at run time. An empirical evaluation of the EMF-Syncer has been conducted with an industry-targeted benchmark for decision support systems, analyzing performance and scalability. The novel syncing mechanism enables new opportunities to adopt MDE technology in heterogeneous data-centric systems.
Dynamic design method of digital twin process model driven by knowledge-evolution machining features;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;"Liu, JF; Zhao, P; Jing, XW; Cao, XW; Sheng, SS; Zhou, HG; Liu, XJ; Feng, F";;J;;Machining plan is the core of guiding manufacturing production and is regarded as one of the keys to ensure the quality of product processing. Existing process design methods are inefficient to quickly handle the machining plan changed induced by the unpredictable events in real-time production. It inevitably causes time and economic losses for the enterprise. In order to express the evolutionary characteristics of product processing, the construction method of digital twin process model (DTPM) is proposed based on the knowledge-evolution machining features. Three key technologies include correlation structure of process knowledge, expression method of the evolution geometric features and the association mechanism between two are solved. On this basis, the construction framework of DTPM is illustrated. Then, the organisation and management mechanism of multi-source heterogeneous data is discussed in detail. At last, a case study of the complex machined part is researched, the results show that the processing time reduced by about 7% and the processing stability improved by 40%. Meanwhile, the implementation scheme, application process and effect of this case are described in detail to provide reference for enterprises.
Digital Twin Service Unit for AC Motor Stator Inter-Turn Short Circuit Fault Detection;2021 28TH INTERNATIONAL WORKSHOP ON ELECTRIC DRIVES: IMPROVING RELIABILITY OF ELECTRIC DRIVES (IWED2021);"Rjabtsikov, V; Rassolkin, A; Asad, B; Vaimann, T; Kallaste, A; Kuts, V; Jegorov, S; Stepien, M; Krawczyk, M";;C;;A modern trend for industry digitalization brings new demands for the development and application of the modeling and simulation approach. It is already not enough to have only a virtual representation of the object and run it independently from the physical object. The Digital Twin (DT) aspect indicates a connection between the physical object and the corresponding virtual twin established by generating real-time data using sensors. The DT represents physical object operation throughout its life cycle, making it an essential tool for improving that object's reliability. In this paper, an application of the DT service unit for AC motor stator inter-turn short circuit fault detection is presented. According to real-time measurements, Linux Robot Operation System (ROS) simulates AC electrical machine-specific behavior in case of unbalanced stator currents and notify about possible fault appearance and propagation. Fault, such as discussed in the paper (AC machine stator inter-turn) is considered one of the most prevalent possible electrical motor failure.
Meta-model-based shop-floor digital twin architecture, modeling and application;ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING;"Yang, XL; Liu, XM; Zhang, H; Fu, L; Yu, YB";;J;;Digital twin is regarded as the virtual counterpart of physical entities, which can mirror the physical behavior and performance. Digital twin technology provides strong support for the achievement of cyber-physical system and intelligent manufacturing. Many investigations have been carried out for the digital twin of specific prod-ucts. However, there are less researches on digital twin in the shop-floor domain, and there is a lack of model-driven digital twin comprehensive architecture. The modeling approach to the full lifecycle of digital twin is not considered enough. This paper proposes a meta-model-based shop-floor digital twin construction approach and a comprehensive architecture. A meta-model based on RAMI 4.0 is constructed, which provide a novel idea for the description of manufacturing resources and their status. The proposed shop-floor digital twin architecture consists of three key implementation elements: the meta-model construction, data modeling (including data interaction between cyber-physical spaces) and constructing different integration level models of shop-floor digital twin based on iteration feedback between the demands and models. The proposed approach is vali-dated through a case study of the fischer learning factory 4.0.
Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML;2021 26TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA);"Binder, C; Cala, A; Vollmar, J; Neureiter, C; Luder, A";;C;;In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0).
Preface of the 15th International Workshop on Models@run.time'21;24TH ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION (MODELS-C 2021);"Gotz, S; Bucchiarone, A; Bencomo, N";;C;;After a break in 2020, this year the 15th edition of the workshop Models@run.time is held at the 24th International Conference on Model Driven Engineering Languages and Systems. The workshop takes place virtually due to the Covid-19 pandemic on the 11th of October 2021. The workshop is organized by Sebastian Glitz, Antonio Bucchiarone and Nelly Bencomo. Here, we present some highlights of the workshop.
Interface Development for Digital Twin of an Electric Motor Based on Empirical Performance Model;IEEE ACCESS;"Rassolkin, A; Rjabtsikov, V; Kuts, V; Vaimann, T; Kallaste, A; Asad, B; Partyshev, A";;J;;The concept of Digital Twin is creating and maintaining a digital representation of the real physical entity and supporting its performance utilizing simulation and optimization tools, which are fed with the real data obtained from the physical equipment. Development and implementation of the Digital Twin technology are one of the main challenges for today's industry, more detailed studies are needed on design methods for Digital Twins. Besides using Digital Twin as a high-quality simulation, one of the commitments is monitoring and maintaining control of the whole system via a constant live link between virtual and physical entities. The related research study presents a detailed structural description of the developed Digital Twin virtual entity and the development of a framework that allows Robot Operating System (ROS) to securely communicate with remote Digital Twins via the Internet and harness ROS's adaptability across vast distances and multiple systems. This paper is an extended version of the authors' International Conference on Electrical Power Drive Systems (ICEPDS20) paper, in which we propose a development case study of Digital Twin for an electric motor based on an empirical performance model.
