"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Real Time Electrical Transient Analyzer Program (ETAP RT) Improvement for Gas Processing & Utilities (GPU) plant, PETRONAS Gas Berhad","N. M. F. B. Nordzi; I. A. B. C. A. Rahman; I. M. H. K. Baharaini; I. M. R. B. M. Tahir","Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia","2022 International Conference on Future Trends in Smart Communities (ICFTSC)","10 Feb 2023","2022","","","188","193","Plant stability in oil and gas or petrochemical facility is crucial aspect that needs to be taken serious considerations. One must understand the plant behavior to operate and maintain the oil and gas facility in safely manners. A model-driven engineering equipped with real time operation solution is required to help plant personnel understand, identify, and analyze problems early on which can help them improve plant operational behavior during critical plant scenario. Predictive simulation models are new digitalization solution that already starting to influence nowadays way of working. It serves as “digital twin” of the system that equipped with reliable network topology, accurate engineering parameter and linking real-time data from existing plant electrical systems to stabilize actual plant operational performance. This paper will provide explanation on design implementation of ETAP Real time system at PETRONAS Facility include with the benefits of adding such a system, and sharing the impact that have been gained that from the implementation of these systems. It will serve as a reference handbook that discusses the importance of real-time model-driven engineering analysis systems on oil and gas facilities.","","979-8-3503-3454-8","10.1109/ICFTSC57269.2022.10040051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10040051","ETAP RT;System Studies Simulations","Analytical models;Oils;Graphics processing units;Predictive models;Reliability engineering;Real-time systems;Model driven engineering","digital twins;industrial plants;personnel;petrochemicals;power engineering computing;production engineering computing;real-time systems","accurate engineering parameter;actual plant operational performance;critical plant scenario;digitalization solution;ETAP Real time system;gas facilit;gas facility;gas processing & utilities plant;linking real-time data;petrochemical facility;PETRONAS Facility;PETRONAS gas;plant behavior;plant electrical systems;plant operational behavior;plant personnel;plant stability;predictive simulation models;real-time model-driven engineering analysis systems;safely manners;serious considerations;time electrical transient analyzer program improvement;time operation solution","","","","4","IEEE","10 Feb 2023","","","IEEE","IEEE Conferences"
"Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML","C. Binder; A. Calà; J. Vollmar; C. Neureiter; A. Lüder","Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg, Austria; Siemens Technology, Munich, Germany; Siemens Technology, Erlangen, Germany; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg, Austria; Otto-v.-Guericke University, Magdeburg, Germany","2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA )","30 Nov 2021","2021","","","1","6","In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0).","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613172","Reference Architecture Model Industrie 4.0 (RAMI 4.0);Model-based Systems Engineering (MBSE);Industrial Internet of Things (IIoT);AutomationML;Model-driven Architecture (MDA)","Manufacturing industries;Computer architecture;Tools;Market research;Software;Internet of Things;Modeling","Internet of Things;manufacturing industries;manufacturing systems;production engineering computing;software architecture;systems engineering","automated model transformation;digital twins;industrial internet-of-things applications;AutomationML;manufacturing industry sector;industry 4.0;centrally managed production systems;decentralized value creation networks;technical implementation;model-based systems engineering;model-driven architecture;reference architecture model industrie 4.0;MBSE;MDA;logical architecture;RAMI 4.0","","4","","25","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Digital Twin Service Unit for AC Motor Stator Inter-Turn Short Circuit Fault Detection","V. Rjabtšikov; A. Rassõlkin; B. Asad; T. Vaimann; A. Kallaste; V. Kuts; S. Jegorov; M. Stępień; M. Krawczyk","Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Power Electronics, Electrical Drives and Robotics, Silesian University of Technology, Gliwice, Poland; Department of Power Electronics, Electrical Drives and Robotics, Silesian University of Technology, Gliwice, Poland","2021 28th International Workshop on Electric Drives: Improving Reliability of Electric Drives (IWED)","22 Mar 2021","2021","","","1","5","A modern trend for industry digitalization brings new demands for the development and application of the modeling and simulation approach. It is already not enough to have only a virtual representation of the object and run it independently from the physical object. The Digital Twin (DT) aspect indicates a connection between the physical object and the corresponding virtual twin established by generating real-time data using sensors. The DT represents physical object operation throughout its life cycle, making it an essential tool for improving that object's reliability. In this paper, an application of the DT service unit for AC motor stator inter-turn short circuit fault detection is presented. According to real-time measurements, Linux Robot Operation System (ROS) simulates AC electrical machine-specific behavior in case of unbalanced stator currents and notify about possible fault appearance and propagation. Fault, such as discussed in the paper (AC machine stator inter-turn) is considered one of the most prevalent possible electrical motor failure.","","978-1-6654-1456-2","10.1109/IWED52055.2021.9376328","Estonian Research Council(grant numbers:PSG453); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9376328","Industry applications;Motor drives;Model-driven development","Machine learning algorithms;Fault detection;Signal processing algorithms;Stators;Electrical fault detection;Real-time systems;Integrated circuit reliability","AC motors;fault diagnosis;stators","AC motor stator inter-turn short circuit fault detection;industry digitalization;virtual twin;physical object operation;DT service unit;AC electrical machine-specific behavior;AC machine stator inter-turn;digital twin service unit;electrical motor failure","","6","","18","IEEE","22 Mar 2021","","","IEEE","IEEE Conferences"
"Urban Intelligence: a Modular, Fully Integrated, and Evolving Model for Cities Digital Twinning","G. Castelli; A. Cesta; M. Diez; M. Padula; P. Ravazzani; G. Rinaldi; S. Savazzi; M. Spagnuolo; L. Strambini; G. Tognola; E. F. Campana","Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET), National Research Council (CNR), Rome, Italy; Institute of Cognitive Sciences and Technologies (ISTC), National Research Council (CNR), Rome, Italy; Institute of Marine Engineering (INM), National Research Council (CNR), Rome, Italy; Construction Technologies Institute (ITC), National Research Council (CNR), Milan, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council, (CNR), Milan, Italy; Institute for Systems Analysis and Computer Science (IASI), National Research Council (CNR), Rome, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council (CNR), Milan, Italy; Institute for Applied Mathematics and Information Technologies (IMATI), National Research Council (CNR), Genoa, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council (CNR), Milan, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council, (CNR), Milan, Italy; Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET), National Research Council (CNR), Rome, Italy","2019 IEEE 16th International Conference on Smart Cities: Improving Quality of Life Using ICT & IoT and AI (HONET-ICT)","21 Nov 2019","2019","","","033","037","The Urban Intelligence (UI) paradigm proposes an ecosystem of technologies to improve urban environment, wellbeing, quality of life and smart city systems. It fosters the definition of a digital twin of the city, namely a cyber-physical counterpart of all the city systems and sub-systems. Here we propose a novel approach to UI that extends available frameworks combining advanced multidisciplinary modelling of the city, simulation and learning tools with numerical optimization techniques, each of them specialized for the digital representation of city systems and subsystems, including not only city infrastructures, but also city users and their interactions. UI provides sets of candidate policies in complex scenarios and supports policy makers and stakeholders in designing sustainable and personalized solutions. The main characteristics of the proposed UI architecture are (a) fully multidisciplinary integration of city layers, (b) connection and evolution with the city, (c) integration of participative strategies to include “human-oriented” information, and (d) modularity of application.","1949-4106","978-1-7281-3971-5","10.1109/HONET.2019.8907962","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8907962","digital twins;decision making;multidisciplinary analysis and optimization;data lake management;wireless sensing;data/model driven learning and reasoning;know-how integration","Urban areas;Sensors;Data models;Computational modeling;Analytical models;Numerical models;Optimization","","","","8","","22","IEEE","21 Nov 2019","","","IEEE","IEEE Conferences"
"DataTime: a Framework to smoothly Integrate Past, Present and Future into Models","G. Lyan; J. -M. Jézéquel; D. Gross-Amblard; B. Combemale","Keolis Rennes, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France; Univ Rennes, CNRS, IRISA, Rennes, France","2021 ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems (MODELS)","11 Nov 2021","2021","","","134","144","Models at runtime have been initially investigated for adaptive systems. Models are used as a reflective layer of the current state of the system to support the implementation of a feedback loop. More recently, models at runtime have also been identified as key for supporting the development of full-fledged digital twins. However, this use of models at runtime raises new challenges, such as the ability to seamlessly interact with the past, present and future states of the system. In this paper, we propose a framework called DataTime to implement models at runtime which capture the state of the system according to the dimensions of both time and space, here modeled as a directed graph where both nodes and edges bear local states (ie. values of properties of interest). DataTime provides a unifying interface to query the past, present and future (predicted) states of the system. This unifying interface provides i) an optimized structure of the time series that capture the past states of the system, possibly evolving over time, ii) the ability to get the last available value provided by the system's sensors, and iii) a continuous micro-learning over graph edges of a predictive model to make it possible to query future states, either locally or more globally, thanks to a composition law. The framework has been developed and evaluated in the context of the Intelligent Public Transportation Systems of the city of Rennes (France). This experimentation has demonstrated how DataTime can deprecate the use of heterogeneous tools for managing data from the past, the present and the future, and facilitate the development of digital twins.","","978-1-6654-3495-9","10.1109/MODELS50736.2021.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9592190","Models at Runtime;Digital Twins;Data Analysis;Intelligent Public Transportation Systems","Adaptation models;Analytical models;Runtime;Digital twin;Urban areas;Time series analysis;Tools","adaptive systems;directed graphs;public transport;time series","DataTime;adaptive systems;full-fledged digital twins;local states;predictive model;Intelligent Public Transportation Systems","","1","","18","IEEE","11 Nov 2021","","","IEEE","IEEE Conferences"
"Proof of Concept for a Roundtrip Engineering IS for the New Enterprise in the Industry 4.0 Era","A. Chiș; A. -M. Ghiran; R. A. Buchmann","Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania; Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania; Business Informatics Research Center, Babeș-Bolyai University, Cluj-Napoca, Romania","2022 24th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)","25 May 2023","2022","","","212","215","Traditionally, enterprises had relied on information systems (IS) as a medium to represent reality, but recently, there is a growing trend among IS scholars admitting that contemporary environment is calling for a change in the view about the IS' implications in our lives. They acknowledge that our world is increasingly shaped by what is created and performed in various digital environments. In this view, we ask how conceptual modelling (as a particular manifestation of IS) could be used to shape this new environment while continue being used as a means to represent the domain of discourse. This work at hand presents a proof-of-concept for the new enterprise systems where conceptual modelling plays a key role and the modelling tool acts as a transition layer between physical and digital realities.","2470-881X","978-1-6654-6545-8","10.1109/SYNASC57785.2022.00040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130866","information systems;conceptual modelling;digital twin;physical twin;model-driven process execution","Shape;Scientific computing;Computational modeling;Market research;Numerical models;Fourth Industrial Revolution;Information systems","information systems;organisational aspects;production engineering computing","conceptual modelling;contemporary environment;digital realities;enterprise systems;industry 4.0 era;information systems;physical realities;roundtrip engineering","","","","15","IEEE","25 May 2023","","","IEEE","IEEE Conferences"
"AAS Capability-Based Operation and Engineering of Flexible Production Lines","Y. Huang; S. Dhouib; J. Malenfant","CEA-List Université Paris-Saclay, Palaiseau, France; CEA-List Université Paris-Saclay, Palaiseau, France; Laboratoire d'Informatique de Paris 6 (LIP6) CNRS, Sorbonne Université, Paris, France","2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA )","30 Nov 2021","2021","","","01","04","Lot-size-one systems as well as plug and produce concepts imply (1) producing increased variety of products in a highly flexible and timely manner, and (2) making commissioning and maintenance more flexible. The speed with which manufacturers, in particular SMEs, can reconfigure the production to a new run and thus respond to clients and avoid costly machine downtime is critical to maintaining commercial success and profit margins. The manufacturing systems of tomorrow must offer a high degree of autonomy, be quickly re-planned to other operations, and cope with a wide variety of unforeseen situations, in a secure and safe manner. In this context, the Asset Administration Shell (AAS) is an emergent standard that leverages the digital twin approach and provides concepts for describing capabilities and skills of I4.0 components in order to automate the reconfiguration process. This article proposes a capability-based operation and engineering approach to tackle the syntactic and semantic interoperability problems in flexible production lines. We demonstrate the implementation of the AAS standard in the open source model-driven workbench Papyrus; then we assess its usability for modeling a production cell use case in order to implement a capability-based reconfiguration approach for flexible production lines.","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613435","Industry 4.0;Interoperability;Digital Twin;Flexible production lines;AAS","Semantics;Production;Syntactics;Maintenance engineering;Usability;Standards;Manufacturing automation","flexible manufacturing systems;open systems;production engineering computing;small-to-medium enterprises","flexible production lines;lot-size-one systems;profit margins;capability-based operation;AAS standard;production cell use case;capability-based reconfiguration approach;manufacturing systems;digital twin approach;asset administration shell;Papyrus workbench;semantic interoperability problems;syntactic interoperability problems","","3","","17","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"An AAS Modeling Tool for Capability-Based Engineering of Flexible Production Lines","Y. Huang; S. Dhouib; J. Malenfant","CEA List, Université Paris-Saclay, Palaiseau, France; CEA List, Université Paris-Saclay, Palaiseau, France; Laboratoire d’Informatique de Paris 6 (LIP6) CNRS, Sorbonne Université, Paris, France","IECON 2021 – 47th Annual Conference of the IEEE Industrial Electronics Society","10 Nov 2021","2021","","","1","6","The future intelligent manufacturing systems should possess a high degree of autonomy, which is able to monitor the entire production process, quickly re-plan operations, and respond to various unforeseen situations in a secure and safe manner. This can achieve rapid response to customers and avoid costly machine downtime, which is crucial to maintaining business success and profitability. The Asset Administration Shell (AAS) is an emerging standard in the I4.0 (Industry 4.0) domain. Based on the concept of digital twins, it provides concepts for describing the digital representation of I4.0 assets including their capabilities and skills. The AAS provides also responses to the challenge of syntactic and semantic interoperability that the flexible and autonomous production lines are facing. In this article, we propose a capability-based operation and engineering approach for flexible production lines. Our approach is relying on the AAS standard which is a very wide and rich specification. Consequently, we describe the subset of AAS modelling concepts necessary for our approach, we clarify their semantics and we show their usage through a production cell use case. Furthermore, we demonstrate how these modelling concepts were tooled as an extension of the open source model-driven workbench Papyrus.","2577-1647","978-1-6654-3554-3","10.1109/IECON48115.2021.9589329","European Institute of Innovation and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589329","Industry 4.0;Interoperability;Digital Twin;Flexible production lines;AAS","Industries;Profitability;Semantics;Production;Tools;Syntactics;Intelligent manufacturing systems","flexible manufacturing systems;intelligent manufacturing systems;open systems;production engineering computing;profitability","AAS modeling tool;capability-based engineering;flexible production lines;future intelligent manufacturing systems;production process;profitability;Asset Administration Shell;digital twins;autonomous production lines;capability-based operation;engineering approach;AAS standard;production cell use case;open source model-driven workbench Papyrus;Industry 4.0;I4.0 asset digital representation","","","","26","IEEE","10 Nov 2021","","","IEEE","IEEE Conferences"
"Learning to Predict and Optimize Imperfect MIMO System Performance: Framework and Application","J. Su; F. Meng; S. Liu; Y. Huang; Z. Lu","School of Information Science and Engineering, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China; School of Information Science and Engineering, Southeast University, Nanjing, China; School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Mobile Network and Mobile Multimedia Technology, ZTE Corporation, Shenzhen, China","GLOBECOM 2022 - 2022 IEEE Global Communications Conference","11 Jan 2023","2022","","","335","340","In imperfect multiple-input multiple-output (MIMO) systems, model-based methods for performance prediction and optimization generally experience degradation in the dynamically changing environment with unknown interference and uncertain channel state information (CSI). To adapt to such challenging settings and better accomplish the network auto-tuning tasks, we propose a generic learnable model-driven framework. We further consider transmit regularized zero-forcing (RZF) precoding as a usage instance to illustrate the proposed framework. The overall process can be divided into three cascaded stages. First, we design a light neural network for refined prediction of sum rate based on coarse model-driven approximations. Then, the CSI uncertainty is estimated on the learned predictor in an iterative manner. In the last step the regularization term in the transmit RZF precoding is optimized. The effectiveness of the generic framework and the derivative method thereof is showcased via simulation results.","","978-1-6654-3540-6","10.1109/GLOBECOM48099.2022.10001369","National Natural Science Foundation of China(grant numbers:62001103); National Key R&D Program of China(grant numbers:2020YFB1806600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001369","Intelligent wireless communications;digital twin;performance prediction;channel state information (CSI);linear beamforming","Wireless communication;Adaptation models;Uncertainty;Precoding;Simulation;Predictive models;Iterative methods","iterative methods;learning (artificial intelligence);MIMO communication;optimisation;precoding;telecommunication computing","coarse model-driven approximations;CSI uncertainty;derivative method;dynamically changing environment;generic framework;generic learnable model-driven framework;imperfect MIMO system performance;imperfect multiple-input multiple-output systems;iterative manner;learned predictor;light neural network;model-based methods;network auto-tuning tasks;performance prediction;refined prediction;regularized zero-forcing precoding;transmit RZF precoding;uncertain channel state information;unknown interference;usage instance","","","","15","IEEE","11 Jan 2023","","","IEEE","IEEE Conferences"
"Holistic Network Virtualization and Pervasive Network Intelligence for 6G","X. Shen; J. Gao; W. Wu; M. Li; C. Zhou; W. Zhuang","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, Marquette University, Milwaukee, WI, USA; Frontier Research Center, Peng Cheng Laboratory, Shenzhen, Guangdong, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada","IEEE Communications Surveys & Tutorials","24 Feb 2022","2022","24","1","1","30","In this tutorial paper, we look into the evolution and prospect of network architecture and propose a novel conceptual architecture for the 6th generation (6G) networks. The proposed architecture has two key elements, i.e., holistic network virtualization and pervasive artificial intelligence (AI). The holistic network virtualization consists of network slicing and digital twin, from the aspects of service provision and service demand, respectively, to incorporate service-centric and user-centric networking. The pervasive network intelligence integrates AI into future networks from the perspectives of networking for AI and AI for networking, respectively. Building on holistic network virtualization and pervasive network intelligence, the proposed architecture can facilitate three types of interplay, i.e., the interplay between digital twin and network slicing paradigms, between model-driven and data-driven methods for network management, and between virtualization and AI, to maximize the flexibility, scalability, adaptivity, and intelligence for 6G networks. We also identify challenges and open issues related to the proposed architecture. By providing our vision, we aim to inspire further discussions and developments on the potential architecture of 6G.","1553-877X","","10.1109/COMST.2021.3135829","Research Grants from the Natural Sciences and Engineering Research Council (NSERC) of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651548","6G;network architecture;network virtualization;digital twin;AI for networking;networking for AI","Virtualization;Artificial intelligence;6G mobile communication;Network architecture;Computer architecture;Tutorials;Digital twin","6G mobile communication;artificial intelligence;telecommunication computing;telecommunication network management;ubiquitous computing;virtualisation","holistic network virtualization;network architecture;6th generation networks;user-centric networking;network slicing paradigms;network management;pervasive network intelligence;6G","","54","","250","IEEE","15 Dec 2021","","","IEEE","IEEE Journals"
"A neural control of the parallel Gas Turbine with differential link","Nguyen Hoang Mai","Teacher of Danang University Vietnam, Danang city, Vietnam","2017 International Conference on System Science and Engineering (ICSSE)","11 Sep 2017","2017","","","89","94","Gas turbine engine has the highest performance in the engine rotation. The performance of the types of modern gas turbines could able up to 44%. In specific applications, gas turbines are used for equipment such as electrical generators, aircraft engines, high-speed boat … The applications of gas turbine are used to transmit turbine, cabinet pull in eneral[3],[5],[6],[9],[10],[12],[15]. However, there have been no published works on the use of dual turbine. This paper presents an artificial neural network controller to control Double Differential Gas Turbine (DDGT) by use algorithm to synchronize the speed of two turbines at each variable turbine load to reduce low power balance in the system. From the Rowen's model of control for a turbine, the author analyzed and combined with the existing model to construct a dual turbine combinatorial structure coupled by differential coupling. Model-driven control algorithms are used as training grounds for artificial neural networks (ANNs) to replace traditional PID controllers. Because the double tubine construction is strong nonlinear system, modeling is directly transformed from the object model. Simulation results for a dual-turbine twin-turbine combination of 32MW, demonstrating the suitability of the theory. Simulation results show that ANN can be deployed into practice to replace PID controllers to increase control accuracy.","2325-0925","978-1-5386-3422-6","10.1109/ICSSE.2017.8030843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8030843","gas turbine;dual difference turbine system;adaptive sling mode control;balance power line;gas turbine actuator;crow pass signals;digital filter;neural network","Turbines;Heating systems;Lead;Acceleration","engines;gas turbines;neurocontrollers","modern gas turbines;aircraft engines;high-speed boat;artificial neural network controller;variable turbine load;dual turbine combinatorial structure;model-driven control algorithms;dual-turbine twin-turbine combination;control accuracy;parallel Gas Turbine;differential link;engine rotation;power = 32.0 MW;double differential gas turbine engine;Rowen's model;DDGT;power 32.0 MW","","","","15","IEEE","11 Sep 2017","","","IEEE","IEEE Conferences"
"The THREAT-ARREST Cyber Range Platform","G. Hatzivasilis; S. Ioannidis; M. Smyrlis; G. Spanoudakis; F. Frati; C. Braghin; E. Damiani; H. Koshutanski; G. Tsakirakis; T. Hildebrandt; L. Goeke; S. Pape; O. Blinder; M. Vinov; G. Leftheriotis; M. Kunc; F. Oikonomou; G. Magilo; V. Petrarolo; A. Chieti; R. Bordianu","Forth-Ics, Greece; Forth-Ics, Greece; Sphynx Technology Solutions AG, Switzerland; Sphynx Technology Solutions AG, Switzerland; University of Milan, Italy; University of Milan, Italy; University of Milan, Italy; Atos Spain SA, Spain; Itml, Greece; SimPlan, Germany; Social Engineering Academy GmbH, Germany; Social Engineering Academy GmbH, Germany; IBM Israel, Israel; IBM Israel, Israel; TUV Hellas, Greece; Czech National Csirt, Czech Republic; Danaos Shipping Company, Cyprus; Aress, Italy; Aress, Italy; Aress, Italy; Lightsource BP, Ireland","2021 IEEE International Conference on Cyber Security and Resilience (CSR)","6 Sep 2021","2021","","","422","427","Emerging technologies are facilitating our daily activities and drive the digital transformation. The Internet of Things (IoT) and 5G communications will provide a wide range of new applications and business opportunities, but with a wide and quite complex attack surface. Several users are not aware of the underlying threats and most of them do not possess the knowledge to set and operate the various digital assets securely. Therefore, cyber security training is becoming mandatory both for simple users and security experts. Cyber ranges constitute an advance training technique where trainees gain hands-on experiences on a safe virtual environment, which can be a realistic digital twin of an actual system. This paper presents the cyber ranges platform THREAT-ARREST. Its design is fully model-driven and offers all modern training features (i.e. emulation, simulation, serious games, and fabricated data). The platform has been evaluated under the smart energy, intelligent transportation, and healthcare domains.","","978-1-6654-0285-9","10.1109/CSR51186.2021.9527963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9527963","security training;cyber range;security assurance;learning path;security assessment;smart energy;smart shipping;healthcare","Training;Virtual environments;Organizations;Medical services;Games;Data models;Security","5G mobile communication;computer based training;Internet of Things;security of data","THREAT-ARREST cyber range platform;digital transformation;digital assets;cyber security training;advance training technique;realistic digital twin;Internet of Things;5G communications","","4","","28","IEEE","6 Sep 2021","","","IEEE","IEEE Conferences"
"MoDDiT 2021: 1st International Workshop on Model-Driven Engineering for Digital Twins","F. Bordeleau; L. Cleophas; B. Combemale; R. Eramo; M. Van Den Brand; M. Wimmer; A. Wortmann","École de techonologie supérieure (ETS), Canada; Eindhoven University of Technology, The Netherlands; University of Rennes 1, France; University of L’Aquila, Italy; Eindhoven University of Technology, The Netherlands; JKU Linz, Austria; University of Stuttgart, Germany","2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)","20 Dec 2021","2021","","","1","2","Digital twins (DT) are emerging and gaining attention in several disciplines to support different phases of the system life-cycle such as design-space exploration, runtime adaptation, and predictive maintenance of cyber-physical systems (CPSs). The term DT refers to the capability to clone an actual system into a virtual counterpart, that reflects the important properties of the system for a specific purpose. While benefits of DT have been demonstrated in many domains, their development, operation, and evolution, trigger major challenges. Part of these may be addressed from a Model Driven Engineering (MDE) perspective. MoDDiT’21 aims at bringing together researchers and practitioners in the DTs area to shape the future of systematically designing, engineering, evolving, maintaining, and evaluating DTs.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643767","MDE;Digital Twins;Model-Driven Engineering","","augmented reality;cyber-physical systems;formal specification;software maintenance","model-driven engineering;digital twins;system life-cycle;cyber-physical systems;DT;virtual counterpart;MoDDiT","","","","","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Preface of the 15th International Workshop on Models@run.time’21","S. Götz; A. Bucchiarone; N. Bencomo","Technische Universität Dresden, Germany; Fondazione Bruno Kessler, Italy; Durham University, United Kingdom","2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)","20 Dec 2021","2021","","","1","1","After a break in 2020, this year the 15th edition of the workshop Models@run.time is held at the 24th International Conference on Model Driven Engineering Languages and Systems. The workshop takes place virtually due to the Covid-19 pandemic on the 11th of October 2021. The workshop is organized by Sebastian Götz, Antonio Bucchiarone and Nelly Bencomo. Here, we present some highlights of the workshop.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643682","runtime models;causal connection;digital twins;self-adaptation","","","","","","","","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
